gene_symbol	log2_fold_change	mean_test	mean_control	pvalue	pvalue_adjusted	direction	significant
RBM46	2.5270	37.5381	3.4576	7.78e-08	4.90e-07	up	yes
ACP7	2.5258	93.2386	20.6610	3.46e-26	4.82e-24	up	yes
CSH2	2.5227	19.3401	0.3898	1.31e-04	4.42e-04	up	yes
TH	2.5215	57.4822	11.4859	2.28e-15	5.14e-14	up	yes
TXNDC2	2.5209	24.1624	1.5932	7.51e-11	7.97e-10	up	yes
CACNA1B	2.5175	214.9289	10.9605	1.58e-21	1.03e-19	up	yes
NLRP4	2.5159	62.4975	2.0000	2.25e-11	2.61e-10	up	yes
IL36RN	2.5150	20.9695	1.7119	4.91e-08	3.21e-07	up	yes
KRT16	2.5129	103.7868	16.1412	5.42e-14	9.82e-13	up	yes
ALPP	2.5115	186.0152	38.4746	1.24e-19	5.76e-18	up	yes
TNFRSF6B	2.5105	1263.8477	207.3051	1.67e-15	3.83e-14	up	yes
DUX4	2.5069	98.9036	6.1751	1.18e-10	1.21e-09	up	yes
IGF2	2.5064	10901.7056	3011.7571	1.90e-17	5.97e-16	up	yes
ULBP1	2.5061	152.1827	26.1073	1.88e-25	2.34e-23	up	yes
HES7	2.5036	52.4975	13.6723	5.04e-16	1.26e-14	up	yes
SPACA5B	2.4962	43.9645	10.0565	1.52e-04	5.07e-04	up	yes
MAGEB17	2.4955	99.2030	21.9153	8.98e-15	1.85e-13	up	yes
TMSB15A	2.4922	93.4924	10.4915	1.21e-16	3.33e-15	up	yes
IGF2BP1	2.4917	675.9898	215.5254	4.17e-14	7.73e-13	up	yes
SLC27A6	2.4903	128.4670	58.4407	5.51e-12	7.16e-11	up	yes
C4ORF54	2.4903	74.0558	1.3164	3.93e-09	3.08e-08	up	yes
VAX1	2.4859	21.1827	1.2260	8.19e-09	6.10e-08	up	yes
TEX13D	2.4852	45.7716	0.6836	1.34e-04	4.53e-04	up	yes
FAM171A2	2.4847	228.7919	42.9605	4.85e-23	4.09e-21	up	yes
GPR151	2.4840	27.2487	4.9774	1.08e-06	5.45e-06	up	yes
NALF2	2.4831	212.7970	32.7910	9.04e-17	2.53e-15	up	yes
AMER2	2.4830	33.2437	12.9887	7.77e-14	1.36e-12	up	yes
ISM2	2.4811	88.9898	31.2260	6.30e-11	6.77e-10	up	yes
SMTNL2	2.4759	85.9594	20.7175	1.87e-20	9.93e-19	up	yes
ZIC2	2.4746	342.8579	59.9492	7.10e-13	1.08e-11	up	yes
KREMEN2	2.4744	165.2792	36.3955	5.89e-32	2.04e-29	up	yes
TBX5	2.4738	44.0102	1.1130	1.30e-06	6.49e-06	up	yes
ELFN1	2.4711	108.3959	15.7345	9.07e-35	4.62e-32	up	yes
OTP	2.4673	12.7005	0.6328	5.56e-08	3.59e-07	up	yes
TRDN	2.4667	80.2538	2.6441	4.89e-07	2.64e-06	up	yes
TMEM59L	2.4641	177.8985	23.5480	7.75e-14	1.36e-12	up	yes
IBSP	2.4629	31.8020	2.5254	2.90e-05	1.12e-04	up	yes
CYP4F22	2.4608	86.7208	8.3277	6.26e-11	6.73e-10	up	yes
PAX6	2.4598	132.1168	32.6441	1.09e-25	1.39e-23	up	yes
PAX9	2.4561	112.3553	21.5706	2.57e-24	2.63e-22	up	yes
C16ORF92	2.4510	14.5279	0.5254	1.53e-04	5.07e-04	up	yes
CD164L2	2.4504	56.6193	13.7740	1.62e-20	8.76e-19	up	yes
MYH7B	2.4446	702.2690	104.9944	6.27e-27	1.00e-24	up	yes
WT1	2.4433	94.2234	22.0000	6.05e-16	1.49e-14	up	yes
EMX1	2.4370	51.4467	17.6667	9.45e-20	4.50e-18	up	yes
NXPH4	2.4337	214.0964	38.0339	4.32e-17	1.29e-15	up	yes
DLL3	2.4336	57.1168	7.5593	1.02e-17	3.40e-16	up	yes
HRNR	2.4254	607.8629	139.3898	3.73e-14	6.98e-13	up	yes
FGF19	2.4247	473.9086	288.1864	8.24e-09	6.13e-08	up	yes
ADAMTS19	2.4228	178.1929	18.3559	8.61e-11	9.03e-10	up	yes
HOXC6	2.4198	129.6396	34.1638	2.47e-19	1.10e-17	up	yes
GRHL3	2.4151	269.6904	78.9492	1.40e-21	9.23e-20	up	yes
GRIN2D	2.4129	696.3401	150.7062	3.27e-26	4.62e-24	up	yes
GREB1	2.4122	277.9086	51.7345	1.22e-26	1.83e-24	up	yes
TGM6	2.4113	56.2030	3.0113	8.08e-04	2.28e-03	up	yes
CABP5	2.4096	29.8376	3.2655	2.11e-08	1.47e-07	up	yes
FEZF1	2.4086	39.7614	5.9831	3.27e-10	3.08e-09	up	yes
KRT35	2.4084	46.1320	2.5254	2.73e-06	1.28e-05	up	yes
LMAN1L	2.4070	38.6954	2.9605	5.88e-09	4.48e-08	up	yes
ZNF114	2.4040	82.3553	17.1412	1.40e-28	2.94e-26	up	yes
PDP1	2.4000	7862.2437	1133.3616	8.17e-38	7.91e-35	up	yes
TLX1	2.3983	47.5838	12.7853	3.14e-14	5.94e-13	up	yes
CCDC168	2.3955	342.2386	7.2090	1.45e-17	4.68e-16	up	yes
NEUROG2	2.3918	13.0051	1.7006	1.29e-07	7.77e-07	up	yes
BPIFC	2.3907	44.5685	0.6158	1.94e-04	6.33e-04	up	yes
CFAP61	2.3901	103.7970	4.4859	4.40e-19	1.89e-17	up	yes
BBOX1	2.3890	46.2589	5.9944	1.04e-06	5.27e-06	up	yes
TFR2	2.3887	209.9594	42.0960	1.53e-40	2.28e-37	up	yes
TMEM52B	2.3837	189.7970	20.6045	7.31e-17	2.08e-15	up	yes
GRID2	2.3806	65.8426	3.9774	6.78e-06	2.96e-05	up	yes
CCNP	2.3806	77.7817	18.0904	3.75e-25	4.45e-23	up	yes
MARCOL	2.3796	51.3249	3.5876	2.73e-03	6.81e-03	up	yes
CYP26A1	2.3771	36.5888	4.3616	2.67e-16	6.93e-15	up	yes
GAST	2.3750	11.3604	1.0339	4.86e-11	5.32e-10	up	yes
DNAH8	2.3715	318.7766	8.7345	8.42e-12	1.05e-10	up	yes
VWDE	2.3709	289.4772	69.0904	2.27e-18	8.54e-17	up	yes
CNTNAP4	2.3696	74.5228	1.2825	6.44e-05	2.30e-04	up	yes
SOX14	2.3695	28.5127	3.5593	3.88e-05	1.46e-04	up	yes
KRT222	2.3689	55.4822	6.3220	7.90e-10	7.01e-09	up	yes
KRT3	2.3670	37.0558	0.5593	4.63e-07	2.50e-06	up	yes
TMEFF1	2.3668	54.2792	7.5989	3.18e-11	3.59e-10	up	yes
UCN2	2.3627	28.2234	4.5593	2.21e-18	8.37e-17	up	yes
SPDYC	2.3610	48.9594	2.6045	9.70e-16	2.31e-14	up	yes
MMP11	2.3592	776.9797	133.5593	2.24e-24	2.33e-22	up	yes
F7	2.3590	70.9645	14.9944	3.47e-12	4.65e-11	up	yes
EN1	2.3543	19.0508	1.2655	1.55e-05	6.30e-05	up	yes
FOXG1	2.3518	37.0305	3.1130	1.06e-08	7.75e-08	up	yes
BDNF	2.3512	625.0254	98.0282	1.48e-16	3.98e-15	up	yes
ALLC	2.3502	32.3756	0.4972	2.25e-05	8.86e-05	up	yes
TEX36	2.3473	19.6396	0.2712	1.60e-05	6.50e-05	up	yes
FZD10	2.3407	159.5076	28.8418	6.93e-11	7.40e-10	up	yes
HCN2	2.3378	126.6904	26.4915	9.76e-25	1.09e-22	up	yes
KRT83	2.3367	29.8832	1.5650	1.68e-10	1.67e-09	up	yes
SEPTIN3	2.3363	333.0305	49.9661	7.49e-29	1.67e-26	up	yes
CLPSL2	2.3351	14.6142	1.4124	3.37e-10	3.18e-09	up	yes
AKAP12	2.3328	20123.9036	2922.1921	7.32e-19	3.03e-17	up	yes
ITGBL1	2.3321	523.2487	371.4463	4.29e-16	1.09e-14	up	yes
TRIML2	2.3283	136.5279	15.2825	3.02e-15	6.67e-14	up	yes
DPF1	2.3236	135.7360	28.0395	3.51e-36	2.72e-33	up	yes
DMBX1	2.3234	85.3604	22.3390	2.73e-21	1.70e-19	up	yes
DMP1	2.3167	57.1929	4.9096	6.82e-05	2.43e-04	up	yes
PPP1R1C	2.3121	112.2386	21.6949	9.75e-30	2.42e-27	up	yes
ONECUT1	2.3080	43.8020	16.3503	7.69e-17	2.17e-15	up	yes
BHLHA9	2.3079	7.5228	1.6271	6.15e-05	2.22e-04	up	yes
GOLGA6L7	2.3059	32.9746	6.3559	2.68e-15	5.97e-14	up	yes
SULT4A1	2.3046	86.9239	19.9661	5.86e-12	7.58e-11	up	yes
PRR18	2.3045	11.5584	1.5593	4.14e-09	3.24e-08	up	yes
CPLX2	2.3031	206.9797	34.2768	1.94e-14	3.80e-13	up	yes
GABRD	2.3002	132.3350	33.4350	5.66e-22	4.06e-20	up	yes
TP73	2.2982	328.2792	84.5254	6.33e-29	1.46e-26	up	yes
NKD1	2.2972	3454.1066	923.3333	4.01e-20	2.05e-18	up	yes
DHDH	2.2962	70.6650	13.9322	4.63e-27	7.66e-25	up	yes
RASGEF1A	2.2961	287.8325	50.6780	2.34e-22	1.79e-20	up	yes
ALK	2.2944	158.4416	11.2316	8.61e-11	9.04e-10	up	yes
COMP	2.2925	750.9492	51.0791	4.11e-11	4.56e-10	up	yes
OTOP1	2.2920	23.0152	2.8136	1.11e-04	3.80e-04	up	yes
CDH15	2.2903	82.2030	10.9548	8.51e-22	5.93e-20	up	yes
DIRAS1	2.2890	302.1320	49.8305	1.48e-15	3.44e-14	up	yes
PGLYRP4	2.2851	32.0914	2.0734	1.16e-05	4.86e-05	up	yes
NPB	2.2836	21.3807	4.9605	9.34e-13	1.39e-11	up	yes
GBX1	2.2823	19.2437	1.3729	2.38e-11	2.75e-10	up	yes
REG1A	2.2816	3244.1168	932.8588	5.56e-05	2.02e-04	up	yes
MAST1	2.2812	297.5584	66.4350	8.57e-29	1.89e-26	up	yes
EPOP	2.2785	776.0863	150.7797	1.01e-26	1.56e-24	up	yes
GJB5	2.2775	82.3858	18.3955	3.79e-18	1.37e-16	up	yes
FAM228A	2.2756	21.5635	3.2938	1.11e-10	1.14e-09	up	yes
CXORF49B	2.2730	20.7614	0.3955	2.07e-03	5.33e-03	up	yes
FSTL4	2.2715	94.5939	13.0226	1.14e-21	7.57e-20	up	yes
SOX2	2.2630	324.9594	31.1017	4.76e-13	7.43e-12	up	yes
RHBDL3	2.2605	93.1269	17.5480	1.41e-17	4.57e-16	up	yes
ERFE	2.2604	133.4162	28.0000	7.71e-27	1.22e-24	up	yes
KRT6A	2.2594	163.9594	42.5932	1.49e-10	1.49e-09	up	yes
CDKN2A	2.2591	909.0203	353.8531	1.28e-22	1.02e-20	up	yes
MATN3	2.2519	126.8782	17.1412	1.75e-16	4.64e-15	up	yes
STMN4	2.2519	42.8376	13.2542	2.86e-12	3.88e-11	up	yes
PKP1	2.2493	147.4213	67.0452	1.62e-16	4.32e-15	up	yes
SLC22A31	2.2471	181.9594	62.3390	3.58e-14	6.71e-13	up	yes
SHANK1	2.2449	206.1269	25.8023	5.55e-20	2.76e-18	up	yes
DLX5	2.2444	53.5990	1.7006	6.22e-07	3.29e-06	up	yes
LHX1	2.2429	19.8985	1.7345	1.14e-07	6.97e-07	up	yes
FBXO2	2.2429	787.6701	240.4802	2.35e-19	1.05e-17	up	yes
SLC45A1	2.2334	155.2386	26.7006	1.90e-21	1.23e-19	up	yes
PIERCE1	2.2258	121.9036	42.0452	2.66e-30	7.15e-28	up	yes
FSD1	2.2241	234.9594	39.8870	1.81e-20	9.67e-19	up	yes
DNAJC6	2.2216	384.1777	94.4915	2.56e-34	1.13e-31	up	yes
APOH	2.2208	82.2690	32.5254	3.80e-10	3.54e-09	up	yes
ALX4	2.2175	25.1421	7.6497	7.15e-11	7.61e-10	up	yes
TENT5B	2.2094	214.2284	57.3446	1.22e-20	6.75e-19	up	yes
SLC22A11	2.2093	74.5228	12.4576	2.91e-11	3.31e-10	up	yes
PSD2	2.2082	67.6853	5.2486	5.90e-18	2.08e-16	up	yes
DNMT3B	2.2074	514.0051	139.4068	2.34e-37	2.15e-34	up	yes
ABCG4	2.2070	84.4010	6.1695	2.30e-16	6.01e-15	up	yes
CASKIN1	2.2053	148.9746	38.4633	4.88e-14	8.92e-13	up	yes
FJX1	2.2045	287.4772	64.4633	8.09e-26	1.06e-23	up	yes
ADAM29	2.1993	49.0964	10.0452	4.94e-12	6.48e-11	up	yes
CBX2	2.1976	769.8376	171.3616	4.32e-27	7.22e-25	up	yes
TMPRSS11E	2.1964	27.9188	3.5028	1.26e-07	7.62e-07	up	yes
CPOX	2.1947	3820.6041	775.6723	1.78e-35	1.05e-32	up	yes
GAD1	2.1943	250.7563	98.1582	4.65e-18	1.66e-16	up	yes
ZNF280A	2.1926	22.7462	1.3729	5.62e-08	3.63e-07	up	yes
C2CD4C	2.1888	79.0305	13.2373	1.22e-15	2.87e-14	up	yes
SLCO1A2	2.1885	75.8173	16.3503	1.58e-13	2.65e-12	up	yes
TAC1	2.1877	92.2030	14.3672	2.00e-06	9.61e-06	up	yes
CACNA1E	2.1876	214.1320	55.8983	2.58e-15	5.77e-14	up	yes
LY6D	2.1870	109.1117	30.4915	2.19e-08	1.52e-07	up	yes
ERICH2	2.1839	152.1015	45.2938	5.90e-28	1.15e-25	up	yes
KLRG2	2.1824	42.8782	6.2599	6.33e-14	1.13e-12	up	yes
IRX2	2.1816	147.1269	55.3220	1.59e-10	1.59e-09	up	yes
CASP14	2.1808	42.1929	11.2825	7.80e-12	9.84e-11	up	yes
CSF3	2.1794	250.9695	15.9661	2.19e-08	1.52e-07	up	yes
RASL10B	2.1771	129.1269	33.5028	4.13e-16	1.05e-14	up	yes
SYT1	2.1765	657.5381	153.0847	7.27e-19	3.02e-17	up	yes
CECR2	2.1757	263.7056	45.9774	2.30e-22	1.76e-20	up	yes
CITED1	2.1700	68.0203	23.5141	5.88e-19	2.45e-17	up	yes
MFAP2	2.1696	797.3401	148.3446	1.86e-20	9.91e-19	up	yes
SPP1	2.1675	3520.2843	493.3898	1.16e-12	1.68e-11	up	yes
IGFN1	2.1672	1043.7665	80.3503	6.95e-11	7.42e-10	up	yes
WIF1	2.1648	93.2030	5.7006	1.41e-05	5.80e-05	up	yes
LCT	2.1647	129.8223	17.9153	9.36e-12	1.16e-10	up	yes
LARGE2	2.1599	811.0508	191.3333	1.70e-24	1.80e-22	up	yes
FGF21	2.1587	12.7868	0.2599	2.87e-04	8.99e-04	up	yes
TFAP2A	2.1522	286.8782	92.2260	1.96e-21	1.26e-19	up	yes
FLG	2.1483	597.7513	87.8701	5.14e-11	5.61e-10	up	yes
DNAH9	2.1461	303.2690	22.7627	1.46e-13	2.48e-12	up	yes
ADAM11	2.1427	160.3909	20.0847	1.42e-20	7.83e-19	up	yes
SIX3	2.1402	55.4822	50.8701	1.20e-13	2.06e-12	up	yes
OR52E4	2.1397	22.7665	6.7797	9.12e-10	7.98e-09	up	yes
VCX3A	2.1393	23.1320	0.5367	8.07e-04	2.28e-03	up	yes
CYP4A22	2.1387	50.4670	12.4124	4.92e-10	4.49e-09	up	yes
LPAR3	2.1384	351.5381	49.2373	2.64e-19	1.16e-17	up	yes
MAGEB3	2.1342	31.7056	0.3164	6.43e-05	2.30e-04	up	yes
SCN1A	2.1331	128.7868	10.3277	5.92e-11	6.39e-10	up	yes
FOXB2	2.1329	13.5635	0.4068	5.31e-04	1.56e-03	up	yes
ALB	2.1290	141.6802	20.7175	6.40e-08	4.09e-07	up	yes
CACNA1S	2.1266	154.8071	2.2655	4.62e-08	3.03e-07	up	yes
NTF4	2.1242	24.6193	6.0339	2.25e-12	3.12e-11	up	yes
CTXN1	2.1238	437.0863	83.4068	1.39e-13	2.36e-12	up	yes
TCP11X2	2.1172	63.1015	0.5650	1.54e-03	4.10e-03	up	yes
NYAP2	2.1162	67.2538	8.4463	4.47e-14	8.22e-13	up	yes
TUBB3	2.1143	2371.1929	715.4689	2.56e-32	9.19e-30	up	yes
CCN6	2.1139	42.1574	15.1525	2.22e-09	1.81e-08	up	yes
IGBP1P2	2.1133	16.9594	0.2881	2.67e-04	8.45e-04	up	yes
DUSP13	2.1127	34.4772	1.9379	6.40e-08	4.09e-07	up	yes
DLEU7	2.1120	86.6701	50.9266	4.54e-15	9.73e-14	up	yes
CYP2W1	2.1116	815.6345	109.1130	1.52e-12	2.16e-11	up	yes
TCHH	2.1112	105.1421	16.5028	2.87e-17	8.74e-16	up	yes
CHD5	2.1106	250.7310	25.5028	1.31e-20	7.24e-19	up	yes
MUC16	2.1081	900.3198	69.3672	8.93e-10	7.83e-09	up	yes
SIX4	2.1037	414.1777	82.0621	1.59e-19	7.30e-18	up	yes
CGB8	2.1037	8.5178	0.5367	1.37e-03	3.67e-03	up	yes
OSBPL6	2.1024	342.8731	108.2429	1.00e-22	8.11e-21	up	yes
RAET1E	2.1008	88.3096	31.5085	9.12e-25	1.03e-22	up	yes
SLIT1	2.1005	207.2893	21.1864	7.35e-21	4.18e-19	up	yes
ELF5	2.0993	71.4416	13.8136	3.32e-13	5.30e-12	up	yes
GABBR2	2.0983	91.9036	18.4181	5.74e-11	6.21e-10	up	yes
MMP3	2.0982	3854.6751	338.7401	1.24e-06	6.21e-06	up	yes
EREG	2.0964	5839.5330	899.7740	2.44e-19	1.09e-17	up	yes
RAC3	2.0953	763.1574	165.1638	5.52e-19	2.32e-17	up	yes
ZBED2	2.0947	210.3096	56.5593	5.90e-13	9.08e-12	up	yes
THSD7B	2.0928	121.4924	6.3107	1.78e-06	8.65e-06	up	yes
PRR36	2.0922	250.8477	79.2655	9.28e-18	3.14e-16	up	yes
PSG6	2.0902	26.4619	4.8870	5.48e-07	2.92e-06	up	yes
PNPLA5	2.0897	56.5228	7.3107	7.79e-15	1.63e-13	up	yes
TMEM221	2.0876	55.6091	12.0508	4.84e-20	2.44e-18	up	yes
CATSPER1	2.0806	86.7817	7.3842	1.35e-16	3.68e-15	up	yes
UGT3A1	2.0798	36.8071	2.9096	3.75e-07	2.07e-06	up	yes
APOA2	2.0744	133.3198	108.5650	7.24e-08	4.59e-07	up	yes
FGF17	2.0741	31.2132	6.1808	1.23e-14	2.48e-13	up	yes
S100A5	2.0722	56.0609	14.9096	9.69e-21	5.44e-19	up	yes
SEZ6	2.0692	84.4873	24.0904	2.54e-11	2.92e-10	up	yes
SLC4A3	2.0670	347.4315	102.4689	6.59e-20	3.24e-18	up	yes
ART5	2.0655	41.8629	5.2599	1.20e-11	1.47e-10	up	yes
SSX1	2.0646	17.8731	0.7288	1.52e-05	6.21e-05	up	yes
CKMT2	2.0638	257.8173	50.3503	4.18e-16	1.06e-14	up	yes
PLAC1	2.0634	31.3452	3.9492	1.86e-13	3.08e-12	up	yes
IL17F	2.0585	18.0863	0.4746	5.93e-05	2.15e-04	up	yes
ZNF365	2.0582	65.9289	14.7119	1.27e-11	1.55e-10	up	yes
SLC24A2	2.0563	87.4213	28.7627	8.07e-14	1.41e-12	up	yes
ZCCHC12	2.0558	63.7513	7.8249	2.49e-12	3.43e-11	up	yes
C1ORF87	2.0532	33.4772	0.8305	5.93e-05	2.15e-04	up	yes
DGKG	2.0510	255.3807	57.0282	1.60e-22	1.26e-20	up	yes
DCAF8L2	2.0497	55.6701	0.5876	8.28e-06	3.55e-05	up	yes
ARHGEF4	2.0451	438.5076	87.8701	2.57e-23	2.27e-21	up	yes
NMUR2	2.0418	60.7310	65.1977	5.06e-06	2.26e-05	up	yes
ANKLE1	2.0396	205.7310	41.1469	1.29e-22	1.02e-20	up	yes
DSG1	2.0372	116.5685	6.1808	1.40e-10	1.41e-09	up	yes
SFTA2	2.0370	11.2690	3.0113	1.05e-07	6.46e-07	up	yes
LHCGR	2.0325	60.4619	7.3107	4.62e-04	1.38e-03	up	yes
IVL	2.0325	25.1726	0.8757	1.23e-03	3.35e-03	up	yes
CYP27B1	2.0302	171.9188	41.6949	4.92e-33	1.91e-30	up	yes
ABCC2	2.0281	1220.0305	277.2881	7.83e-16	1.88e-14	up	yes
GPR78	2.0272	56.2893	15.1808	1.51e-15	3.51e-14	up	yes
DCDC1	2.0270	124.9695	12.5198	5.63e-14	1.02e-12	up	yes
FAM83A	2.0264	77.4365	38.0282	1.31e-17	4.26e-16	up	yes
KIRREL2	2.0264	93.2792	12.7345	3.12e-13	4.99e-12	up	yes
CPN1	2.0261	38.0711	3.4746	1.88e-06	9.09e-06	up	yes
POU3F4	2.0239	31.1523	1.4576	7.00e-04	2.00e-03	up	yes
SERPINE1	2.0194	4852.4213	1403.9322	6.33e-16	1.55e-14	up	yes
POU4F1	2.0174	51.9086	14.1356	1.53e-08	1.09e-07	up	yes
PAGE4	2.0150	17.5990	0.5367	1.25e-05	5.17e-05	up	yes
TMPRSS13	2.0144	231.9543	59.6441	9.95e-19	3.98e-17	up	yes
SYT16	2.0134	57.7563	15.0000	1.49e-11	1.79e-10	up	yes
APLP1	2.0133	349.7360	98.0282	1.22e-19	5.70e-18	up	yes
KRT38	2.0131	39.2741	1.3672	3.40e-05	1.29e-04	up	yes
POPDC3	2.0121	129.2640	26.4124	1.08e-09	9.31e-09	up	yes
LRTM1	2.0100	56.2234	13.9774	2.34e-07	1.34e-06	up	yes
POU6F2	2.0098	104.5584	14.9492	3.38e-09	2.68e-08	up	yes
KISS1R	2.0094	46.5482	14.7797	2.42e-11	2.80e-10	up	yes
DEFA6	2.0093	129.1675	51.0169	1.36e-04	4.58e-04	up	yes
FABP6	-10.3651	199.6548	3634.1186	8.80e-123	1.70e-118	down	yes
APOA4	-5.3340	25.0406	95.0904	4.34e-14	8.01e-13	down	yes
CTAGE8	-4.4547	317.5635	211.0395	5.84e-05	2.12e-04	down	yes
TFF2	-4.1131	85.2538	4241.8136	8.60e-36	5.55e-33	down	yes
SST	-4.1125	66.0964	193.4068	1.06e-14	2.16e-13	down	yes
AQP8	-4.0846	875.4162	6007.0282	1.63e-18	6.30e-17	down	yes
UGT2B17	-3.8476	761.5482	3433.2825	6.11e-21	3.52e-19	down	yes
PYY	-3.7922	313.1168	839.7458	1.13e-18	4.49e-17	down	yes
UGT2B15	-3.7023	69.5533	91.7514	5.92e-09	4.51e-08	down	yes
GBA3	-3.5569	37.1675	198.3785	1.76e-22	1.37e-20	down	yes
CCL8	-3.5435	90.3756	118.6158	5.22e-15	1.11e-13	down	yes
LIPF	-3.4312	42.9645	233.9605	1.99e-05	7.90e-05	down	yes
HES5	-3.3706	2.5431	14.7401	1.16e-06	5.81e-06	down	yes
HTR3E	-3.3491	30.6345	13.8023	1.65e-17	5.26e-16	down	yes
HLA-DRA	-3.3384	173.2995	717.2655	2.93e-08	1.99e-07	down	yes
HLA-G	-3.3078	7.9188	122.7571	5.54e-13	8.56e-12	down	yes
ADAMDEC1	-3.2949	988.2640	4337.6723	3.88e-12	5.16e-11	down	yes
CA4	-3.2079	1098.3198	19542.0226	5.55e-16	1.38e-14	down	yes
CYP3A4	-3.1525	52.8832	677.6723	4.51e-29	1.08e-26	down	yes
GCG	-3.0711	200.2284	768.1695	2.07e-08	1.44e-07	down	yes
ADH1C	-3.0634	798.2081	3400.7006	1.84e-16	4.84e-15	down	yes
NPY	-3.0018	12.4873	12.7458	1.20e-09	1.02e-08	down	yes
CHGA	-2.9965	475.3655	1905.8927	6.06e-12	7.80e-11	down	yes
CTSE	-2.9708	466.9239	7027.5085	1.50e-24	1.61e-22	down	yes
CLCA4	-2.9264	2208.7513	8018.5085	3.56e-10	3.34e-09	down	yes
UGT2A3	-2.9219	111.8376	251.9040	4.37e-09	3.40e-08	down	yes
CA1	-2.8505	2041.9797	11052.1130	6.11e-13	9.37e-12	down	yes
MS4A12	-2.8494	726.1472	2408.9435	1.90e-09	1.57e-08	down	yes
CEACAM7	-2.8476	3421.3503	14815.1808	1.11e-09	9.54e-09	down	yes
MEP1B	-2.8138	73.2081	199.6667	1.10e-24	1.22e-22	down	yes
NXPE4	-2.8066	868.1574	2302.4520	5.16e-11	5.62e-10	down	yes
ADH1B	-2.8015	1081.0203	1886.4915	2.69e-16	6.98e-15	down	yes
HOXD12	-2.7975	15.9492	45.7232	2.37e-09	1.92e-08	down	yes
ZG16	-2.7938	2841.8325	11479.0113	7.20e-13	1.09e-11	down	yes
ANPEP	-2.7507	1777.0508	10138.3277	2.50e-17	7.72e-16	down	yes
CD177	-2.7183	710.2792	3676.7514	1.72e-11	2.04e-10	down	yes
SLC51B	-2.7046	149.3401	493.2994	5.57e-19	2.33e-17	down	yes
HSD3B2	-2.6974	44.4467	104.8983	7.20e-14	1.27e-12	down	yes
PIGR	-2.6455	35938.6650	109643.3898	2.20e-13	3.62e-12	down	yes
RETNLB	-2.5610	184.2030	380.9492	2.05e-09	1.68e-08	down	yes
BRINP3	-2.5385	59.5330	104.1469	9.07e-11	9.47e-10	down	yes
ISX	-2.5353	285.9036	1237.9774	1.31e-17	4.26e-16	down	yes
OTOP3	-2.5351	35.1523	87.4520	1.89e-09	1.56e-08	down	yes
DHRS9	-2.5310	567.2944	5645.0791	8.43e-18	2.89e-16	down	yes
SH2D7	-2.5307	39.8020	45.9831	3.42e-21	2.08e-19	down	yes
SLC6A19	-2.4929	168.9239	548.0734	4.27e-10	3.94e-09	down	yes
DLK1	-2.4922	31.2589	272.0847	5.27e-04	1.55e-03	down	yes
EDIL3	-2.4810	549.1624	975.2599	3.68e-11	4.12e-10	down	yes
LYPD8	-2.4718	584.6802	2341.1130	3.17e-08	2.14e-07	down	yes
HAPLN1	-2.4609	58.2893	156.7684	2.46e-10	2.38e-09	down	yes
CA2	-2.4546	3013.5939	11259.8814	1.28e-18	4.99e-17	down	yes
TM6SF2	-2.4400	51.5025	275.4576	1.55e-13	2.62e-12	down	yes
SLC4A4	-2.3942	751.2284	3139.8362	9.82e-18	3.30e-16	down	yes
NXPE1	-2.3930	996.5076	3991.7684	1.38e-14	2.75e-13	down	yes
H4C6	-2.3916	21.1371	62.4181	8.41e-06	3.60e-05	down	yes
CIDEC	-2.3862	58.9086	488.3616	8.28e-15	1.72e-13	down	yes
MSMB	-2.3757	17.9492	118.7571	8.99e-05	3.13e-04	down	yes
SLC26A3	-2.3608	7819.9543	25664.0508	8.57e-09	6.34e-08	down	yes
CLCA1	-2.3598	5030.8782	14889.0056	6.41e-06	2.81e-05	down	yes
SLC26A2	-2.3562	4457.8832	16115.1299	7.27e-25	8.28e-23	down	yes
CCL13	-2.3531	86.8426	146.2147	1.38e-07	8.27e-07	down	yes
GZMA	-2.3346	404.4924	1246.0395	1.71e-07	1.01e-06	down	yes
SLC51A	-2.3320	117.7665	873.7966	3.54e-30	9.15e-28	down	yes
C15ORF48	-2.3316	2877.1675	6289.1977	1.25e-15	2.94e-14	down	yes
CXCL14	-2.3236	1932.1675	2645.3559	1.37e-09	1.16e-08	down	yes
FCGBP	-2.3232	11078.3249	34844.6384	6.45e-13	9.86e-12	down	yes
B3GNT7	-2.3216	831.6345	3626.4068	1.27e-17	4.15e-16	down	yes
TSPAN7	-2.3206	544.7462	880.7910	7.47e-22	5.28e-20	down	yes
CHP2	-2.3190	608.4162	2624.6384	2.85e-14	5.41e-13	down	yes
LTA	-2.3068	4.4162	4.2825	3.54e-06	1.63e-05	down	yes
TMEM171	-2.2928	302.3959	704.6836	9.18e-22	6.31e-20	down	yes
TMEM72	-2.2779	59.5127	206.6271	3.48e-07	1.93e-06	down	yes
PADI2	-2.2581	1491.6751	5601.9153	8.23e-19	3.37e-17	down	yes
UGT1A10	-2.2565	543.9746	4650.0734	1.53e-10	1.53e-09	down	yes
PTPRR	-2.2480	250.5228	2685.7740	3.57e-18	1.29e-16	down	yes
LRRC19	-2.2376	404.2437	1201.1751	7.46e-17	2.12e-15	down	yes
MOGAT2	-2.2059	359.4416	1356.1864	3.91e-09	3.07e-08	down	yes
