direction	term_id	term_name	source	pvalue_adjusted	intersection_size	term_size	precision	recall	genes
up	GO:0045104	intermediate filament cytoskeleton organization	GO:BP	3.39e-05	11	94	0.0437	0.1170	KRT74,KRT5,KRT23,PKP1,KRT6A,KRT34,KRT35,KRT32,KRT75,KRT40,KRT4
up	GO:0017171	serine hydrolase activity	GO:MF	3.54e-05	18	303	0.0695	0.0594	FAP,CD5L,LPA,SPINK6,MMP3,MMP11,PRSS56,HTRA3,WFIKKN2,ITIH6,SPINT4,SERPINB4,PRSS50,MMP12,SPOCK1,PRSS33,WFDC10B,WFDC13
up	GO:0045103	intermediate filament-based process	GO:BP	3.79e-05	11	95	0.0437	0.1158	KRT74,KRT5,KRT23,PKP1,KRT6A,KRT34,KRT35,KRT32,KRT75,KRT40,KRT4
up	REAC:R-HSA-1474244	Extracellular matrix organization	REAC	4.24e-05	18	298	0.1208	0.0604	COL11A1,IBSP,BGN,ACAN,COMP,MMP3,MMP11,COL1A1,SPP1,OPTC,COL10A1,MMP12,FGB,DMP1,ADAMTS16,COL8A1,ADAM12,FGA
up	GO:0048731	system development	GO:BP	7.19e-05	85	4053	0.3373	0.0210	COL11A1,EPYC,SFRP4,WNT2,ACTN3,FAP,ESM1,BGN,ACAN,COMP,SOX14,FOXL2,SFRP2,APCDD1,COL1A1,POU6F2,SPP1,CALB1,EN1,PCP4,NOTUM,ADAMTS12,NR5A1,CRYGN,PRSS56,TG,INHBA,PRRX1,OPTC,WFIKKN2,CTHRC1,NKX2-1,NYAP2,IRX2,POTEE,ACTBL2,NKD1,CHRDL2,FEZF1,NEUROG2,SMYD1,COL10A1,MMP12,SPOCK1,STRA6,SOX1,CCN6,TBX20,AFP,SULF1,EGR3,APOH,LILRB2,SKOR2,PTGS2,CLEC3A,PTPRQ,AFF2,FOXS1,DRD2,MYLK2,WNT11,DLX5,PROK2,ADAMTS16,CYP19A1,ADAMTS19,BARX1,FZD10,HSD11B1,GRHL3,COL8A1,LMX1B,NKX3-2,EVX1,ADAM12,CRTAC1,APLN,MEOX2,CXCL8,TNFAIP6,FPR2,SCX,NRXN2,ALPK3
down	GO:0060089	molecular transducer activity	GO:MF	8.00e-05	43	2053	0.2337	0.0209	APOB,CCL25,APOA1,CD8A,GIP,UNC5D,MLN,SST,CD69,CCKAR,KLRK1,CD3D,CCK,ADGRG4,NR1H4,CCL5,CD27,GCG,XCL2,TNFRSF17,CD160,REG3A,PYY,GPR183,PTPRR,CD79A,GABRG1,CXCR4,ANPEP,CD3E,ADGRG7,LTB,PIGR,PTGER4,ESRRG,IL2,NLRP6,LPAR4,GLP2R,GRID2,PTGDR,NPY,HTR3E
down	GO:0038023	signaling receptor activity	GO:MF	8.00e-05	43	2053	0.2337	0.0209	APOB,CCL25,APOA1,CD8A,GIP,UNC5D,MLN,SST,CD69,CCKAR,KLRK1,CD3D,CCK,ADGRG4,NR1H4,CCL5,CD27,GCG,XCL2,TNFRSF17,CD160,REG3A,PYY,GPR183,PTPRR,CD79A,GABRG1,CXCR4,ANPEP,CD3E,ADGRG7,LTB,PIGR,PTGER4,ESRRG,IL2,NLRP6,LPAR4,GLP2R,GRID2,PTGDR,NPY,HTR3E
down	GO:0030098	lymphocyte differentiation	GO:BP	8.38e-05	18	442	0.1006	0.0407	CD8A,CD69,CD3D,CD27,PTPN22,STAT4,VNN1,AQP8,RHOH,GPR183,CD79A,HLA-G,CD3E,PTGER4,IL2,DOCK10,LY9,IRF4
up	GO:0051216	cartilage development	GO:BP	9.43e-05	15	213	0.0595	0.0704	COL11A1,EPYC,BGN,ACAN,COMP,SFRP2,COL1A1,ADAMTS12,PRRX1,OPTC,CHRDL2,SULF1,WNT11,NKX3-2,SCX
up	GO:0009653	anatomical structure morphogenesis	GO:BP	1.07e-04	64	2713	0.2540	0.0236	COL11A1,SFRP4,WNT2,ACTN3,FAP,ESM1,ACAN,COMP,FOXL2,SFRP2,APCDD1,COL1A1,SPP1,CALB1,EN1,ADAMTS12,INHBA,PRRX1,KRT6A,OPTC,ATP6V1B1,CTHRC1,KRT35,NKX2-1,SPTA1,NYAP2,IRX2,POTEE,CST6,ACTBL2,NKD1,FEZF1,MMP12,STRA6,SOX1,CCN6,TBX20,SULF1,EGR3,APOH,SKOR2,PTGS2,DMP1,PTPRQ,FOXS1,DRD2,MYLK2,WNT11,DLX5,CXCL9,PROK2,ADAMTS16,CYP19A1,ADAMTS19,GRHL3,COL8A1,NKX3-2,EVX1,ADAM12,PAX7,APLN,MEOX2,CXCL8,SCX
up	GO:0005201	extracellular matrix structural constituent	GO:MF	1.12e-04	13	167	0.0502	0.0778	COL11A1,BGN,ACAN,COMP,COL1A1,PRG4,OPTC,CTHRC1,COL10A1,FGB,AEBP1,COL8A1,FGA
up	GO:0031424	keratinization	GO:BP	1.16e-04	10	83	0.0397	0.1205	KRT74,KRT5,SPRR1B,KRT6A,LIPK,KRT75,LCE1E,SPRR3,SPRR1A,KRT4
down	GO:0005615	extracellular space	GO:CC	1.23e-04	55	3315	0.2926	0.0166	APOA4,APOB,APOC3,CCL25,C6ORF58,APOA1,GC,SI,GSTA1,GIP,TFF2,SST,ALDOB,PGC,S100G,FOLH1,GSTA2,ITLN2,JCHAIN,DEFA5,CCK,CCL5,GCG,F11,XCL2,REG3A,SLC6A19,PYY,H4C6,LRRC3B,PTPRR,TNFAIP3,CD53,LSP1,CXCR4,ANPEP,HLA-G,SRGN,MUC6,LTB,PIGR,MGAM,MSMB,ARHGDIB,DEFA6,IL2,HAPLN1,DOCK10,CPA2,NPY,HPSE2,XPNPEP2,PRSS2,GP2,SLC5A1
down	GO:0045321	leukocyte activation	GO:BP	1.24e-04	27	980	0.1508	0.0276	CD8A,NKG7,CD69,KLRK1,CD3D,CCL5,CD27,PTPN22,CD160,STAT4,VNN1,AQP8,RHOH,GPR183,SAMSN1,CD79A,TNFAIP3,HLA-G,JAML,CD3E,PTGER4,IL2,DOCK10,LY9,MZB1,PTGDR,IRF4
down	KEGG:04975	Fat digestion and absorption	KEGG	1.41e-04	7	43	0.0609	0.1628	APOA4,APOB,APOA1,MTTP,LIPF,FABP2,PNLIPRP2
up	GO:0008544	epidermis development	GO:BP	1.59e-04	20	398	0.0794	0.0503	KRT74,KRT5,SFRP4,SPRR1B,BNC1,APCDD1,PKP1,INHBA,KRT6A,KRT34,LIPK,KRT32,KRT75,CST6,LCE1E,PTPRQ,SPRR3,SPRR1A,GRHL3,KRT4
down	GO:0006952	defense response	GO:BP	1.65e-04	39	1853	0.2179	0.0210	APOA4,CCL25,APOA1,NKG7,MEP1B,PTPRCAP,PGC,CD96,KLRK1,HCST,JCHAIN,DEFA5,NR1H4,CCL5,PTPN22,XCL2,CD160,REG3A,STAT4,VNN1,TNFAIP3,GZMM,LSP1,CXCR4,HLA-G,PNLIPRP2,PTGER4,ALOX5AP,CREB3L3,DEFA6,IL2,NLRP6,LY9,PTGDR,IER3,PRSS2,GP2,IRF4,DUOXA2
up	GO:0030280	structural constituent of skin epidermis	GO:MF	1.73e-04	7	37	0.0270	0.1892	KRT74,KRT5,PKP1,KRT6A,KRT75,SPRR1A,KRT4
down	GO:0046631	alpha-beta T cell activation	GO:BP	1.85e-04	12	193	0.0670	0.0622	NKG7,CD69,CD3D,PTPN22,CD160,STAT4,GPR183,CD3E,PTGER4,IL2,LY9,IRF4
down	GO:0030217	T cell differentiation	GO:BP	1.85e-04	15	319	0.0838	0.0470	CD8A,CD69,CD3D,CD27,PTPN22,STAT4,VNN1,RHOH,GPR183,HLA-G,CD3E,PTGER4,IL2,LY9,IRF4
down	REAC:R-HSA-211859	Biological oxidations	REAC	1.88e-04	14	215	0.1022	0.0651	GSTA1,UGT2A3,UGT2B17,CYP3A4,GSTA2,ADH4,CYP2C19,NR1H4,CYP2C18,UGT3A1,AADAC,SULT1E1,ADH1A,CYP2C9
up	GO:0001533	cornified envelope	GO:CC	1.89e-04	8	60	0.0304	0.1333	SPRR1B,SPRR2A,PKP1,RPTN,KRT75,CST6,SPRR3,SPRR1A
down	GO:0042110	T cell activation	GO:BP	2.34e-04	20	582	0.1117	0.0344	CD8A,NKG7,CD69,KLRK1,CD3D,CCL5,CD27,PTPN22,CD160,STAT4,VNN1,RHOH,GPR183,HLA-G,JAML,CD3E,PTGER4,IL2,LY9,IRF4
down	KEGG:05204	Chemical carcinogenesis - DNA adducts	KEGG	2.80e-04	8	67	0.0696	0.1194	GSTA1,UGT2A3,UGT2B17,CYP3A4,GSTA2,CYP2C19,CYP2C18,CYP2C9
down	GO:0035710	CD4-positive, alpha-beta T cell activation	GO:BP	2.85e-04	10	129	0.0559	0.0775	NKG7,CD69,CD160,STAT4,GPR183,CD3E,PTGER4,IL2,LY9,IRF4
down	GO:1903131	mononuclear cell differentiation	GO:BP	2.89e-04	19	534	0.1061	0.0356	CD8A,CD69,CD3D,CD27,PTPN22,STAT4,VNN1,AQP8,RHOH,GPR183,CD79A,HLA-G,CD3E,PTGER4,IL2,DOCK10,LY9,HCLS1,IRF4
down	KEGG:00830	Retinol metabolism	KEGG	3.14e-04	8	68	0.0696	0.1176	UGT2A3,UGT2B17,CYP3A4,ADH4,CYP2C18,DHRS9,ADH1A,CYP2C9
up	GO:0001501	skeletal system development	GO:BP	3.30e-04	23	540	0.0913	0.0426	COL11A1,EPYC,SFRP4,ACTN3,BGN,ACAN,COMP,SFRP2,COL1A1,EN1,NOTUM,ADAMTS12,PRRX1,OPTC,WFIKKN2,CHRDL2,COL10A1,SULF1,CLEC3A,WNT11,DLX5,NKX3-2,SCX
down	REAC:R-HSA-9748784	Drug ADME	REAC	3.46e-04	10	107	0.0730	0.0935	GSTA1,UGT2A3,UGT2B17,CYP3A4,GSTA2,CYP2C19,UGT3A1,SULT1E1,ADH1A,CYP2C9
down	GO:0005496	steroid binding	GO:MF	3.78e-04	9	108	0.0489	0.0833	APOC3,APOA1,GC,CYP3A4,S100G,NR1H4,GPR183,SULT1E1,ESRRG
up	GO:0061135	endopeptidase regulator activity	GO:MF	3.84e-04	13	186	0.0502	0.0699	LPA,CST1,SPINK6,SFRP2,WFIKKN2,ITIH6,SPINT4,CST6,SERPINB4,CST2,SPOCK1,WFDC10B,WFDC13
down	GO:0009605	response to external stimulus	GO:BP	4.68e-04	45	2415	0.2514	0.0186	APOA4,APOB,CCL25,APOA1,NKG7,PGC,CD96,KLRK1,HCST,JCHAIN,SLC10A2,DEFA5,NR1H4,CCL5,F11,PTPN22,XCL2,CD160,REG3A,VNN1,GPR183,TNFAIP3,GZMM,LSP1,RGS1,CXCR4,HLA-G,CPS1,PNLIPRP2,JAML,GATA4,DCANP1,PTGER4,ALOX5AP,CREB3L3,DEFA6,IL2,NLRP6,GRID2,LY9,IER3,PRSS2,GP2,IRF4,DUOXA2
up	GO:0062023	collagen-containing extracellular matrix	GO:CC	5.02e-04	18	397	0.0684	0.0453	COL11A1,WNT2,BGN,ACAN,COMP,ORM1,SFRP2,COL1A1,PRG4,CTHRC1,COL10A1,FGB,SULF1,AEBP1,APOH,LRRC15,COL8A1,FGA
up	GO:0001503	ossification	GO:BP	5.50e-04	20	430	0.0794	0.0465	COL11A1,ACTN3,IBSP,COMP,SFRP2,COL1A1,SPP1,NOTUM,ADAMTS12,CLEC5A,ATP6V1B1,CTHRC1,CHRDL2,PTGS2,CLEC3A,DMP1,WNT11,DLX5,TNFAIP6,SCX
up	GO:0009986	cell surface	GO:CC	5.60e-04	29	914	0.1103	0.0317	LY6G6D,SFRP4,FAP,CD5L,BGN,SLC26A9,CYP2W1,CLEC5A,SLC22A11,TREM1,SELE,ALPP,FGB,SULF1,CD200R1L,CCR8,APOH,LILRB2,CXCR1,FCGR3B,LBP,TREML4,CXCL9,PSG1,FZD10,HLA-DPB1,KRT4,FGA,ITGBL1
down	GO:0034368	protein-lipid complex remodeling	GO:BP	5.72e-04	6	33	0.0335	0.1818	APOA4,APOB,APOC3,APOA1,MTTP,NR1H4
down	GO:0034369	plasma lipoprotein particle remodeling	GO:BP	5.72e-04	6	33	0.0335	0.1818	APOA4,APOB,APOC3,APOA1,MTTP,NR1H4
down	KEGG:00980	Metabolism of xenobiotics by cytochrome P450	KEGG	5.98e-04	8	74	0.0696	0.1081	GSTA1,UGT2A3,UGT2B17,CYP3A4,GSTA2,ADH4,ADH1A,CYP2C9
down	GO:0001775	cell activation	GO:BP	6.36e-04	28	1132	0.1564	0.0247	CD8A,NKG7,CD69,KLRK1,CD3D,CCL5,CD27,PTPN22,CD160,STAT4,VNN1,AQP8,RHOH,GPR183,SAMSN1,CD79A,TNFAIP3,HLA-G,JAML,CD3E,PTGER4,IL2,DOCK10,LY9,MZB1,PTGDR,RGCC,IRF4
down	GO:0098862	cluster of actin-based cell projections	GO:CC	6.92e-04	10	172	0.0532	0.0581	TMPRSS15,SI,MTTP,SLC2A2,SLC7A9,SLC6A19,AQP8,SLC28A1,SLC15A1,SLC5A1
down	GO:0032501	multicellular organismal process	GO:BP	6.99e-04	95	7322	0.5307	0.0130	APOA4,APOB,APOC3,APOA1,CD8A,SI,GIP,UNC5D,MTTP,TFF2,NKG7,SST,PGC,CD96,CD69,CCKAR,KLRK1,CD3D,JCHAIN,DEFA5,CCK,NR1H4,CCL5,NEFL,CD27,ENPP7,GCG,F11,PTPN22,XCL2,TNFRSF17,CD160,TSC22D3,REG3A,STAT4,GATA5,VNN1,FABP2,GCNT4,PYY,AQP8,RHOH,GPR183,H4C6,SAMSN1,SLC17A8,PTPRR,CD79A,TNFAIP3,GABRG1,OTC,CXCR4,ANPEP,HLA-G,CPS1,JAML,SRGN,SOX21,CD3E,GATA4,MUC6,CLEC9A,LTB,PIGR,DCANP1,PTGER4,TPH1,KCNE2,PSG2,ALOX5AP,ARHGDIB,ESRRG,IL2,NLRP6,SYT4,HAPLN1,DOCK10,SLITRK4,GRID2,LY9,HCLS1,MZB1,NCALD,PTGDR,NEXMIF,RFX6,NPY,HTR3E,IER3,ENAM,RGCC,PRSS2,GP2,IRF4,SLC5A1
up	GO:0005882	intermediate filament	GO:CC	7.56e-04	13	217	0.0494	0.0599	KRT74,KRT5,KRT23,PKP1,KRT6A,KRT34,KRT35,KRTAP3-1,KRT32,KRT75,KRT40,KRT4,KRTAP2-3
up	GO:0004866	endopeptidase inhibitor activity	GO:MF	7.61e-04	12	167	0.0463	0.0719	LPA,CST1,SPINK6,WFIKKN2,ITIH6,SPINT4,CST6,SERPINB4,CST2,SPOCK1,WFDC10B,WFDC13
up	GO:1904936	interneuron migration	GO:BP	8.71e-04	5	14	0.0198	0.3571	NKX2-1,FEZF1,SOX1,DRD2,EVX1
up	GO:0005198	structural molecule activity	GO:MF	8.91e-04	34	1106	0.1313	0.0307	KRT74,COL11A1,OTOG,KRT5,ACTN3,BGN,ACAN,COMP,SPRR1B,COL1A1,KRT23,PRG4,CRYGN,PKP1,KRT6A,OPTC,KRT34,CTHRC1,KRT35,SPTA1,KRTAP3-1,KRT32,POTEE,KRT75,ACTBL2,COL10A1,FGB,AEBP1,KRT40,SPRR3,SPRR1A,COL8A1,KRT4,FGA
down	REAC:R-HSA-8963898	Plasma lipoprotein assembly	REAC	8.94e-04	5	18	0.0365	0.2778	APOA4,APOB,APOC3,APOA1,MTTP
up	GO:0008237	metallopeptidase activity	GO:MF	9.17e-04	13	201	0.0502	0.0647	MMP3,MMP11,ADAMTS12,MMP12,SPOCK1,ECEL1,AEBP1,DPEP1,ADAMTS16,ADAMTS19,CPA4,ADAM12,CPZ
down	GO:0034367	protein-containing complex remodeling	GO:BP	9.85e-04	6	36	0.0335	0.1667	APOA4,APOB,APOC3,APOA1,MTTP,NR1H4
down	REAC:R-HSA-8963899	Plasma lipoprotein remodeling	REAC	9.90e-04	6	32	0.0438	0.1875	APOA4,APOB,APOC3,APOA1,MTTP,CREB3L3
up	KEGG:05150	Staphylococcus aureus infection	KEGG	1.09e-03	8	86	0.0741	0.0930	KRT23,KRT34,KRT35,KRT32,KRT40,FCGR3B,HLA-DPB1,FPR2
up	GO:0030414	peptidase inhibitor activity	GO:MF	1.17e-03	12	174	0.0463	0.0690	LPA,CST1,SPINK6,WFIKKN2,ITIH6,SPINT4,CST6,SERPINB4,CST2,SPOCK1,WFDC10B,WFDC13
up	REAC:R-HSA-1474228	Degradation of the extracellular matrix	REAC	1.19e-03	11	140	0.0738	0.0786	COL11A1,ACAN,MMP3,MMP11,COL1A1,SPP1,OPTC,COL10A1,MMP12,ADAMTS16,COL8A1
down	KEGG:04977	Vitamin digestion and absorption	KEGG	1.36e-03	5	24	0.0435	0.2083	APOA4,APOB,APOA1,RBP2,FOLH1
up	GO:0050877	nervous system process	GO:BP	1.39e-03	41	1510	0.1627	0.0272	COL11A1,OTOG,EPYC,ADCY8,ACTN3,OR52D1,OR51Q1,COMP,SOX14,CST1,OR51I2,CHRND,GRM8,COL1A1,POU6F2,CALB1,EN1,CRYGN,JPH3,ATP6V1B1,OR13H1,OR51I1,OR51B6,CALHM3,CST2,TAS2R38,STRA6,SCN4A,LILRB2,GRK1,PTGS2,PTPRQ,AFF2,FOXS1,DRD2,TNNC2,PROK2,OTOF,OR51B2,RLBP1,NRXN2
down	GO:0042627	chylomicron	GO:CC	1.46e-03	4	14	0.0213	0.2857	APOA4,APOB,APOC3,APOA1
up	GO:0071773	cellular response to BMP stimulus	GO:BP	1.51e-03	12	165	0.0476	0.0727	SFRP4,COMP,SFRP2,ADAMTS12,HTRA3,CHRDL2,TBX20,SULF1,SKOR2,DLX5,TNFAIP6,SCX
up	GO:0071772	response to BMP	GO:BP	1.51e-03	12	165	0.0476	0.0727	SFRP4,COMP,SFRP2,ADAMTS12,HTRA3,CHRDL2,TBX20,SULF1,SKOR2,DLX5,TNFAIP6,SCX
down	GO:0051239	regulation of multicellular organismal process	GO:BP	1.60e-03	50	2956	0.2793	0.0169	APOA4,APOC3,APOA1,TFF2,CD96,CD69,KLRK1,DEFA5,NR1H4,CCL5,NEFL,CD27,ENPP7,F11,PTPN22,CD160,REG3A,GATA5,VNN1,RHOH,GPR183,H4C6,SAMSN1,PTPRR,TNFAIP3,CXCR4,HLA-G,SRGN,CD3E,GATA4,CLEC9A,LTB,DCANP1,PTGER4,TPH1,KCNE2,ARHGDIB,ESRRG,IL2,NLRP6,SYT4,HAPLN1,SLITRK4,GRID2,LY9,HCLS1,MZB1,ENAM,RGCC,IRF4
down	GO:0071466	cellular response to xenobiotic stimulus	GO:BP	1.77e-03	11	196	0.0615	0.0561	GSTA1,UGT2B17,CYP3A4,CD69,GSTA2,CYP2C19,CYP2C18,CXCR4,AADAC,KCNE2,CYP2C9
down	GO:0098552	side of membrane	GO:CC	1.85e-03	20	746	0.1064	0.0268	LCT,CD8A,CD69,KLRK1,CD3D,CD52,CD27,ALPI,PTPN22,CD160,VNN1,CD79A,RGS1,CXCR4,ANPEP,HLA-G,CD3E,LY9,XPNPEP2,GP2
down	REAC:R-HSA-8963901	Chylomicron remodeling	REAC	1.95e-03	4	10	0.0292	0.4000	APOA4,APOB,APOC3,APOA1
up	GO:0048646	anatomical structure formation involved in morphogenesis	GO:BP	2.00e-03	35	1199	0.1389	0.0292	COL11A1,WNT2,FAP,ESM1,SFRP2,COL1A1,CALB1,INHBA,OPTC,CTHRC1,NKX2-1,IRX2,NKD1,STRA6,CCN6,TBX20,SULF1,EGR3,APOH,SKOR2,PTGS2,DMP1,WNT11,DLX5,CXCL9,PROK2,CYP19A1,GRHL3,COL8A1,NKX3-2,ADAM12,APLN,MEOX2,CXCL8,SCX
up	GO:0009887	animal organ morphogenesis	GO:BP	2.08e-03	32	1042	0.1270	0.0307	COL11A1,SFRP4,WNT2,ACTN3,ACAN,COMP,FOXL2,SFRP2,APCDD1,COL1A1,CALB1,INHBA,PRRX1,ATP6V1B1,CTHRC1,NKX2-1,IRX2,NKD1,STRA6,SOX1,TBX20,SULF1,DMP1,PTPRQ,MYLK2,WNT11,DLX5,ADAMTS16,GRHL3,COL8A1,NKX3-2,SCX
down	GO:0009410	response to xenobiotic stimulus	GO:BP	2.11e-03	16	439	0.0894	0.0364	GSTA1,GIP,UGT2B17,SST,CYP3A4,CD69,GSTA2,CYP2C19,CYP2C18,OTC,CXCR4,CPS1,AADAC,GATA4,KCNE2,CYP2C9
down	GO:0005179	hormone activity	GO:MF	2.17e-03	9	133	0.0489	0.0677	CCL25,GIP,MLN,SST,CCK,GCG,REG3A,PYY,NPY
down	GO:0051716	cellular response to stimulus	GO:BP	2.17e-03	94	7376	0.5251	0.0127	APOA4,MS4A18,APOB,APOC3,CCL25,APOA1,CD8A,GSTA1,GIP,UNC5D,TFF2,NKG7,UGT2B17,MLN,CREM,SST,CYP3A4,SLC2A2,CD69,CCKAR,GSTA2,KLRK1,CD3D,HCST,ADH4,CYP2C19,DEFA5,CCK,ADGRG4,NR1H4,CCL5,NEFL,CD27,GCG,CYP2C18,ARHGAP9,PTPN22,XCL2,AQP10,TNFRSF17,CD160,REG3A,STAT4,GATA5,VNN1,PYY,AQP8,RHOH,GPR183,PTPRR,CD79A,TNFAIP3,CD53,LSP1,RGS1,CXCR4,HLA-G,CPS1,JAML,SRGN,CD3E,ADGRG7,ARHGAP15,AADAC,TAGAP,GATA4,LTB,PIGR,PTGER4,KCNE2,ALOX5AP,ARHGDIB,ESRRG,CREB3L3,DEFA6,IL2,NLRP6,MS4A10,LPAR4,DOCK10,GLP2R,GRID2,HCLS1,MZB1,NCALD,PTGDR,RFX6,NPY,HTR3E,IER3,RGCC,AMER3,CYP2C9,IRF4
down	GO:0002385	mucosal immune response	GO:BP	2.19e-03	6	41	0.0335	0.1463	APOA4,DEFA5,CD160,PIGR,DEFA6,GP2
up	GO:0030855	epithelial cell differentiation	GO:BP	2.38e-03	26	746	0.1032	0.0349	KRT74,KRT5,SFRP4,FOXL2,SPRR1B,KRT23,NR5A1,PKP1,KRT6A,KRT34,KRT35,LIPK,NKX2-1,KRT32,KRT75,LCE1E,KRT40,PTPRQ,SPRR3,WNT11,DLX5,BARX1,SPRR1A,NKX3-2,KRT4,SCX
down	GO:0010817	regulation of hormone levels	GO:BP	2.42e-03	18	556	0.1006	0.0324	GIP,UGT2A3,UGT2B17,CYP3A4,SLC2A2,CCKAR,ADH4,NR1H4,CCL5,GCG,CYP2C18,GCNT4,DHRS9,SULT1E1,ADH1A,RFX6,CYP2C9,DUOXA2
down	REAC:R-HSA-8935690	Digestion	REAC	2.64e-03	5	22	0.0365	0.2273	LCT,SI,LIPF,ALPI,MGAM
down	GO:0051707	response to other organism	GO:BP	2.76e-03	33	1592	0.1844	0.0207	APOA4,APOB,CCL25,NKG7,PGC,CD96,KLRK1,HCST,JCHAIN,SLC10A2,DEFA5,NR1H4,CCL5,PTPN22,XCL2,CD160,REG3A,VNN1,TNFAIP3,GZMM,RGS1,CXCR4,HLA-G,CPS1,PNLIPRP2,PTGER4,DEFA6,NLRP6,LY9,IER3,PRSS2,GP2,IRF4
up	GO:0005178	integrin binding	GO:MF	2.81e-03	11	158	0.0425	0.0696	ACTN3,FAP,ESM1,IBSP,COMP,EGFL6,SFRP2,SPP1,CCN6,DMP1,ITGBL1
down	GO:0043207	response to external biotic stimulus	GO:BP	2.87e-03	33	1595	0.1844	0.0207	APOA4,APOB,CCL25,NKG7,PGC,CD96,KLRK1,HCST,JCHAIN,SLC10A2,DEFA5,NR1H4,CCL5,PTPN22,XCL2,CD160,REG3A,VNN1,TNFAIP3,GZMM,RGS1,CXCR4,HLA-G,CPS1,PNLIPRP2,PTGER4,DEFA6,NLRP6,LY9,IER3,PRSS2,GP2,IRF4
up	GO:0071944	cell periphery	GO:CC	3.47e-03	108	6347	0.4106	0.0170	COL11A1,LY6G6D,OTOG,NPSR1,EPYC,WNT2,ADCY8,ACTN3,FAP,OR52D1,CD5L,OR51Q1,OLR1,BGN,ACAN,COMP,EGFL6,LY6G6F,ORM1,SPRR1B,SLC26A9,SFRP2,MMP3,MMP11,OR51I2,AQP9,TRARG1,CHRND,GRM8,APCDD1,COL1A1,HCAR3,CALB1,SPRR2A,ADAMTS12,CYP2W1,PRG4,PKP1,CLEC5A,JPH3,OPTC,RPTN,SLC22A11,ATP6V1B1,OR13H1,TREM1,C6ORF15,OR51I1,CTHRC1,OR51B6,SPTA1,RIMS4,KRT75,CALHM3,CST6,NKD1,SERPINB4,SELE,COL10A1,PLA2G2F,MMP12,ALPP,TAS2R38,ECEL1,STRA6,FGB,CCN6,OLFML2B,SCN4A,VSIG10L2,SULF1,CD200R1L,CCR8,AEBP1,APOH,LILRB2,CXCR1,DPEP1,GAS1,PTGS2,DMP1,PTPRQ,FCGR3B,XG,SLC13A3,HCAR2,LRRC15,DRD2,SPRR3,WNT11,TREML4,CXCL9,PSG1,ADAMTS16,OTOF,FZD10,OR51B2,SPRR1A,CD300E,COL8A1,ADAM12,HLA-DPB1,IRS4,FGA,PLA2G5,ITGBL1,FPR2,NRXN2
down	GO:0006721	terpenoid metabolic process	GO:BP	3.73e-03	8	99	0.0447	0.0808	RBP2,CYP3A4,ADH4,CYP2C19,CYP2C18,DHRS9,ADH1A,CYP2C9
down	GO:0002251	organ or tissue specific immune response	GO:BP	3.87e-03	6	45	0.0335	0.1333	APOA4,DEFA5,CD160,PIGR,DEFA6,GP2
down	GO:0002521	leukocyte differentiation	GO:BP	3.98e-03	19	636	0.1061	0.0299	CD8A,CD69,CD3D,CD27,PTPN22,STAT4,VNN1,AQP8,RHOH,GPR183,CD79A,HLA-G,CD3E,PTGER4,IL2,DOCK10,LY9,HCLS1,IRF4
up	GO:0045111	intermediate filament cytoskeleton	GO:CC	4.02e-03	13	253	0.0494	0.0514	KRT74,KRT5,KRT23,PKP1,KRT6A,KRT34,KRT35,KRTAP3-1,KRT32,KRT75,KRT40,KRT4,KRTAP2-3
down	GO:0031526	brush border membrane	GO:CC	4.04e-03	6	61	0.0319	0.0984	MTTP,SLC7A9,SLC6A19,AQP8,SLC28A1,SLC5A1
up	GO:0061134	peptidase regulator activity	GO:MF	4.20e-03	13	231	0.0502	0.0563	LPA,CST1,SPINK6,SFRP2,WFIKKN2,ITIH6,SPINT4,CST6,SERPINB4,CST2,SPOCK1,WFDC10B,WFDC13
down	GO:0034370	triglyceride-rich lipoprotein particle remodeling	GO:BP	4.26e-03	4	12	0.0223	0.3333	APOA4,APOC3,APOA1,NR1H4
down	GO:0034372	very-low-density lipoprotein particle remodeling	GO:BP	4.26e-03	4	12	0.0223	0.3333	APOA4,APOC3,APOA1,NR1H4
up	GO:0007275	multicellular organism development	GO:BP	4.26e-03	89	4727	0.3532	0.0188	COL11A1,EPYC,SFRP4,WNT2,ACTN3,FAP,ESM1,BGN,ACAN,COMP,SOX14,FOXL2,SFRP2,APCDD1,DKK2,COL1A1,POU6F2,SPP1,CALB1,EN1,PCP4,NOTUM,ADAMTS12,NR5A1,CRYGN,PRSS56,PKP1,TG,INHBA,PRRX1,OPTC,ATP6V1B1,WFIKKN2,CTHRC1,NKX2-1,NYAP2,IRX2,POTEE,ACTBL2,NKD1,CHRDL2,FEZF1,NEUROG2,SMYD1,COL10A1,MMP12,SPOCK1,STRA6,SOX1,CCN6,TBX20,AFP,SULF1,EGR3,APOH,LILRB2,SKOR2,PTGS2,CLEC3A,DMP1,PTPRQ,AFF2,FOXS1,DRD2,MYLK2,WNT11,DLX5,PROK2,ADAMTS16,CYP19A1,ADAMTS19,BARX1,FZD10,HSD11B1,GRHL3,COL8A1,LMX1B,NKX3-2,EVX1,ADAM12,CRTAC1,APLN,MEOX2,CXCL8,TNFAIP6,FPR2,SCX,NRXN2,ALPK3
down	GO:0034377	plasma lipoprotein particle assembly	GO:BP	4.30e-03	5	26	0.0279	0.1923	APOA4,APOB,APOC3,APOA1,MTTP
