gene_symbol	log2_fold_change	mean_test	mean_control	pvalue	pvalue_adjusted	direction	significant
RNF222	2.1838	1019.7925	63.2822	3.63e-06	1.21e-04	up	yes
LMAN1L	2.1817	10.9434	2.4417	7.21e-04	6.39e-03	up	yes
ARHGEF26	2.1817	382.3774	214.8896	2.64e-07	1.56e-05	up	yes
KCNMB2	2.1782	58.7358	6.3436	7.75e-06	2.25e-04	up	yes
CBLN2	2.1768	54.4906	32.7975	3.39e-04	3.69e-03	up	yes
LRRC69	2.1760	1310.1509	261.0429	5.71e-07	2.84e-05	up	yes
CFAP53	2.1755	318.5094	19.2086	7.50e-11	1.59e-08	up	yes
SPATA6L	2.1752	328.6981	103.1350	4.58e-08	3.61e-06	up	yes
TDGF1P3	2.1737	42.6604	5.4356	1.61e-04	2.15e-03	up	yes
FAM3D	2.1718	150.4528	15.2454	4.86e-04	4.82e-03	up	yes
IL19	2.1716	237.4528	22.1288	1.06e-09	1.59e-07	up	yes
TUBB4A	2.1712	158.3396	36.5399	4.37e-07	2.30e-05	up	yes
TMEM269	2.1658	142.9434	51.0859	1.56e-07	1.02e-05	up	yes
TTC6	2.1651	62.8868	21.6135	9.36e-06	2.60e-04	up	yes
RPS10-NUDT3	2.1642	45472.1509	3185.6564	1.80e-07	1.13e-05	up	yes
GAD2	2.1626	13.0189	6.5337	1.48e-04	2.03e-03	up	yes
NCF1	2.1602	551.3585	54.9018	2.50e-07	1.48e-05	up	yes
ECT2L	2.1588	76.6792	24.3129	6.94e-07	3.31e-05	up	yes
EHF	2.1586	15397.2642	1727.3804	6.49e-04	5.92e-03	up	yes
WDR49	2.1584	14.4151	3.9571	4.85e-04	4.82e-03	up	yes
TLR10	2.1582	59.5472	18.3926	5.67e-07	2.83e-05	up	yes
DLG2	2.1554	467.4340	197.2025	4.18e-06	1.38e-04	up	yes
GLT1D1	2.1553	109.6038	21.1595	1.65e-04	2.19e-03	up	yes
KLK2	2.1549	36.6981	11.1718	1.49e-06	5.98e-05	up	yes
EFNA5	2.1540	923.8113	682.0982	1.46e-07	9.68e-06	up	yes
PROK2	2.1526	17.6792	3.3313	3.22e-04	3.54e-03	up	yes
PLCZ1	2.1518	17.7358	9.3497	2.63e-04	3.08e-03	up	yes
XKRX	2.1506	1142.0000	130.8896	2.49e-04	2.95e-03	up	yes
MT1H	2.1499	534.7736	21.9325	4.89e-05	9.06e-04	up	yes
PDZD9	2.1497	21.4528	6.9202	5.33e-05	9.62e-04	up	yes
ADAP1	2.1495	1266.0000	148.2699	8.64e-08	6.28e-06	up	yes
ENTPD1	2.1462	2652.2642	577.8221	1.01e-08	1.07e-06	up	yes
APOB	2.1458	92.7358	33.4233	1.51e-04	2.05e-03	up	yes
ADGRE1	2.1458	51.3585	7.7055	3.43e-05	6.89e-04	up	yes
LYPD5	2.1446	4173.7358	483.1902	4.31e-07	2.28e-05	up	yes
CHST13	2.1445	20.3208	3.8712	6.41e-05	1.09e-03	up	yes
MZB1	2.1441	323.9434	69.1963	1.01e-06	4.44e-05	up	yes
ONECUT3	2.1435	85.3396	21.6319	1.45e-07	9.64e-06	up	yes
LHFPL4	2.1431	24.6604	8.3742	9.36e-06	2.60e-04	up	yes
MAP3K9	2.1413	1578.9623	336.0368	9.22e-07	4.16e-05	up	yes
TMPRSS11A	2.1406	30.9245	9.9509	1.06e-03	8.48e-03	up	yes
TSPAN16	2.1399	11.8868	2.9141	4.03e-04	4.18e-03	up	yes
CRB3	2.1395	2206.8302	210.3988	5.33e-05	9.62e-04	up	yes
GRIN1	2.1380	245.5472	33.8712	5.65e-06	1.75e-04	up	yes
EPHX3	2.1352	3918.5472	377.6503	1.81e-04	2.33e-03	up	yes
B4GALNT2	2.1350	284.0943	92.1595	7.81e-07	3.64e-05	up	yes
SLC10A1	2.1338	49.6038	12.2699	7.10e-05	1.17e-03	up	yes
CHRNA3	2.1328	54.3208	19.2454	1.68e-05	4.03e-04	up	yes
ISG20	2.1312	10177.3019	503.5215	9.29e-08	6.71e-06	up	yes
LRG1	2.1311	881.5660	130.3988	1.21e-06	5.20e-05	up	yes
SHISA8	2.1310	14.5472	4.5215	6.94e-04	6.22e-03	up	yes
FCRL1	2.1295	35.0566	14.3988	5.51e-06	1.72e-04	up	yes
CXCR6	2.1294	4689.7170	346.5031	4.55e-06	1.46e-04	up	yes
LRRC38	2.1287	19.1509	6.3374	5.30e-05	9.59e-04	up	yes
TULP1	2.1286	42.9811	13.9632	4.33e-06	1.42e-04	up	yes
GRK7	2.1279	55.2453	16.8037	4.72e-07	2.45e-05	up	yes
SLCO5A1	2.1259	841.4340	35.3374	7.05e-08	5.35e-06	up	yes
FBXL13	2.1259	100.1509	35.9448	1.64e-07	1.05e-05	up	yes
CCDC63	2.1256	15.0377	2.6564	8.84e-04	7.45e-03	up	yes
RNASE13	2.1236	14.0000	1.8221	3.57e-04	3.81e-03	up	yes
NODAL	2.1233	20.1509	10.2393	6.47e-06	1.96e-04	up	yes
ANKRD31	2.1227	53.7170	12.3129	3.48e-07	1.94e-05	up	yes
ELAVL3	2.1226	175.1887	20.8037	1.48e-05	3.68e-04	up	yes
CYP2D7	2.1222	17.6226	4.9693	1.34e-04	1.88e-03	up	yes
FKBP6	2.1166	70.3396	14.2761	2.63e-06	9.54e-05	up	yes
SPNS3	2.1161	110.0000	21.7914	3.14e-05	6.44e-04	up	yes
THEG	2.1144	88.1132	12.4479	3.49e-04	3.76e-03	up	yes
LRP1B	2.1139	94.8679	74.3742	1.12e-04	1.63e-03	up	yes
TAC4	2.1114	43.6226	18.4785	1.75e-05	4.17e-04	up	yes
SERTAD1	2.1107	12831.8302	875.0123	1.10e-09	1.63e-07	up	yes
PSG11	2.1078	26.4906	18.1963	4.06e-05	7.78e-04	up	yes
AK8	2.1078	369.7358	25.3558	6.76e-08	5.22e-06	up	yes
HEPACAM	2.1055	644.8868	175.0920	4.71e-06	1.50e-04	up	yes
PRRT1B	2.1041	28.6604	6.6012	3.29e-05	6.69e-04	up	yes
CFAP100	2.1022	14.9623	4.3865	1.04e-04	1.56e-03	up	yes
ACTR3C	2.0994	411.8679	69.5215	2.03e-07	1.24e-05	up	yes
GPHA2	2.0973	19.9434	3.6196	7.86e-05	1.26e-03	up	yes
P2RX5-TAX1BP3	2.0958	1485.0755	184.9939	1.19e-07	8.14e-06	up	yes
CXCL17	2.0954	78.2075	13.7055	4.95e-05	9.10e-04	up	yes
MEGF11	2.0946	180.4528	45.8098	5.44e-05	9.78e-04	up	yes
SH3GL3	2.0918	164.1321	31.4233	4.74e-06	1.51e-04	up	yes
FOXE1	2.0913	173.8868	35.7791	5.92e-05	1.03e-03	up	yes
FANK1	2.0891	1129.8679	84.9693	3.66e-12	1.08e-09	up	yes
LGALS9C	2.0865	89.2453	14.3681	9.10e-05	1.41e-03	up	yes
PCSK6	2.0832	855.7736	230.3926	2.49e-08	2.19e-06	up	yes
DCDC2C	2.0799	41.3774	9.8160	7.73e-05	1.25e-03	up	yes
FLRT1	2.0776	64.3396	25.8037	1.77e-05	4.19e-04	up	yes
GAL	2.0771	2242.0566	142.5031	3.17e-04	3.51e-03	up	yes
CHRM5	2.0753	37.2642	12.9141	2.79e-06	9.98e-05	up	yes
MFSD2B	2.0738	74.3585	25.2025	1.43e-08	1.40e-06	up	yes
GP1BB	2.0735	486.6038	65.3558	7.21e-05	1.18e-03	up	yes
USP17L2	2.0735	34.3208	13.0368	4.01e-05	7.74e-04	up	yes
C3ORF20	2.0731	7.8868	3.9509	2.45e-04	2.92e-03	up	yes
PLA2G4B	2.0727	3418.8491	311.8896	1.67e-06	6.53e-05	up	yes
TMIGD3	2.0726	39.8868	4.9632	1.29e-05	3.35e-04	up	yes
PLA2G4E	2.0710	6648.1509	895.0798	1.03e-03	8.30e-03	up	yes
APOF	2.0693	81.1698	13.3988	3.08e-06	1.07e-04	up	yes
PATE4	2.0685	19.9057	8.9264	6.45e-05	1.09e-03	up	yes
CELA3B	2.0670	9.4151	3.7669	1.26e-05	3.29e-04	up	yes
C17ORF99	2.0656	91.3774	9.8528	1.09e-06	4.76e-05	up	yes
WNT8B	2.0629	6.5472	5.3374	4.73e-04	4.73e-03	up	yes
ATP13A4	2.0623	1634.5283	267.4724	7.14e-05	1.17e-03	up	yes
NCCRP1	2.0620	12057.8113	1163.0184	1.90e-04	2.43e-03	up	yes
RNF39	2.0614	1259.6792	89.4356	2.41e-04	2.88e-03	up	yes
OVCH2	2.0609	82.8302	26.1840	6.11e-05	1.05e-03	up	yes
INTS2	2.0598	1138.0000	364.3497	1.37e-09	1.95e-07	up	yes
CCDC196	2.0575	12.7925	5.2515	9.63e-05	1.47e-03	up	yes
RAG2	2.0556	4.2830	5.5583	1.19e-03	9.25e-03	up	yes
CEBPE	2.0552	17.3019	2.6074	1.51e-05	3.73e-04	up	yes
C4ORF36	2.0540	396.6226	24.4601	1.31e-07	8.86e-06	up	yes
SUPT20HL2	2.0529	1011.9245	297.2577	2.50e-06	9.12e-05	up	yes
GOLGA6L22	2.0503	49.1698	15.3129	7.25e-07	3.42e-05	up	yes
TAB3	2.0499	1402.9811	626.2945	6.86e-09	7.78e-07	up	yes
PON1	2.0495	14.6226	4.4540	8.28e-05	1.31e-03	up	yes
RSPH1	2.0494	307.5094	19.9877	9.74e-06	2.68e-04	up	yes
PYDC5	2.0487	47.7736	24.7791	4.10e-05	7.84e-04	up	yes
ACP3	2.0478	1546.9245	297.9816	5.51e-05	9.86e-04	up	yes
BLACAT1	2.0443	34.6981	59.6994	1.02e-04	1.53e-03	up	yes
USP38	2.0431	2671.0000	642.0613	4.68e-10	7.82e-08	up	yes
XCL2	2.0425	304.6604	466.4233	1.23e-03	9.46e-03	up	yes
ANKRD34C	2.0410	24.8113	8.7669	3.51e-04	3.78e-03	up	yes
SLC8A2	2.0408	48.4528	8.9877	1.43e-05	3.61e-04	up	yes
EPN3	2.0399	3023.0755	364.3804	5.98e-05	1.04e-03	up	yes
RPH3A	2.0369	59.6981	15.6319	1.27e-06	5.38e-05	up	yes
PLA2G3	2.0322	880.9245	111.0184	6.50e-04	5.92e-03	up	yes
CA1	2.0302	39.5849	18.0000	2.34e-04	2.83e-03	up	yes
RGL4	2.0279	241.1509	29.1902	8.86e-07	4.04e-05	up	yes
LPIN3	2.0268	1833.5660	750.3190	2.01e-08	1.86e-06	up	yes
GRHL3	2.0267	2017.4340	510.9141	4.84e-04	4.82e-03	up	yes
SLC36A3	2.0257	45.6415	9.8834	1.46e-05	3.65e-04	up	yes
LRRC19	2.0215	104.3208	22.3313	1.36e-06	5.60e-05	up	yes
ADAT2	2.0208	923.1887	248.3436	1.05e-09	1.59e-07	up	yes
TMEM239	2.0207	24.2642	5.3865	6.09e-05	1.05e-03	up	yes
NT5C1B	2.0188	41.9057	18.2822	1.48e-06	5.98e-05	up	yes
BTBD18	2.0150	63.0755	20.9816	2.63e-04	3.08e-03	up	yes
SLC26A4	2.0144	181.4151	26.8160	1.26e-08	1.27e-06	up	yes
CNGB3	2.0134	16.3396	9.6933	4.30e-05	8.11e-04	up	yes
TERB1	2.0116	135.8868	9.9816	1.41e-05	3.58e-04	up	yes
NLRC4	2.0102	58.9811	16.6074	1.39e-06	5.67e-05	up	yes
CYP4A22	2.0095	27.8868	9.0552	3.50e-04	3.76e-03	up	yes
POU5F1B	2.0087	122.4717	23.8344	4.87e-07	2.47e-05	up	yes
GLB1L3	2.0086	531.2830	102.6319	1.85e-06	7.11e-05	up	yes
PSG3	2.0078	23.6226	22.1166	4.93e-05	9.10e-04	up	yes
RANBP17	2.0068	159.5472	107.6012	1.31e-06	5.51e-05	up	yes
GUCY2D	2.0035	24.3019	7.8344	3.13e-05	6.43e-04	up	yes
MEIOC	2.0033	201.9057	58.4294	7.58e-09	8.39e-07	up	yes
SPATA12	2.0030	47.0943	12.3067	2.66e-04	3.11e-03	up	yes
IFI27	2.0024	18182.4906	2073.9325	6.61e-06	1.98e-04	up	yes
HLA-DQA1	2.0018	7010.0189	450.9632	9.21e-05	1.42e-03	up	yes
DCHS2	2.0002	30.2642	20.3681	2.93e-06	1.03e-04	up	yes
SPACA4	2.0001	82.0189	3.8773	3.36e-04	3.66e-03	up	yes
PTX3	-6.8103	138.7925	4019.8834	7.69e-34	4.65e-30	down	yes
MYH7	-6.6836	2.5094	6245.3558	4.55e-09	5.65e-07	down	yes
DKK1	-5.4237	39.2264	2571.0982	1.50e-23	3.88e-20	down	yes
SERPINE1	-5.3731	508.4528	16282.7362	4.89e-26	1.48e-22	down	yes
CDH2	-5.3040	38.4340	1403.6196	9.38e-28	4.25e-24	down	yes
KLRC4	-5.1075	42.0566	58.9325	6.94e-08	5.31e-06	down	yes
TRAT1	-5.0567	1400.1321	403.0552	2.85e-11	6.89e-09	down	yes
MARCHF4	-4.6495	9.4906	371.6933	1.58e-17	1.69e-14	down	yes
KLRC4-KLRK1	-4.4138	16.6981	109.6012	7.16e-09	7.98e-07	down	yes
XIRP2	-4.4078	3.9623	208.2209	8.85e-07	4.04e-05	down	yes
GZMK	-4.0603	421.7736	256.3252	4.88e-07	2.47e-05	down	yes
FN1	-3.9906	4914.2264	217894.4479	4.95e-15	2.81e-12	down	yes
STC2	-3.9727	145.6038	3148.5031	3.52e-16	2.46e-13	down	yes
DLK1	-3.8260	26.1509	348.7485	1.19e-06	5.12e-05	down	yes
CXCL6	-3.7986	28.2075	185.3865	6.50e-09	7.46e-07	down	yes
TNFRSF11B	-3.7457	416.6226	3029.9632	2.56e-13	9.12e-11	down	yes
KLRK1	-3.6822	1697.1887	569.3436	5.65e-12	1.63e-09	down	yes
SERPINE2	-3.6078	1217.0377	17738.2638	9.77e-15	5.07e-12	down	yes
CD96	-3.5650	2297.6981	976.8098	6.33e-10	9.98e-08	down	yes
FGF5	-3.4926	47.3962	577.9141	1.05e-11	2.72e-09	down	yes
RCBTB2	-3.4567	1210.8679	888.9264	1.38e-14	6.43e-12	down	yes
XCL1	-3.4541	255.2075	826.7669	3.13e-06	1.08e-04	down	yes
FMN2	-3.4198	29.9434	505.0000	1.96e-12	5.95e-10	down	yes
SYCP2	-3.2949	150.9434	134.7362	7.76e-09	8.48e-07	down	yes
CLEC2D	-3.2824	3360.6604	1055.2086	1.85e-12	5.79e-10	down	yes
ARHGAP15	-3.2800	1900.3208	351.8405	2.71e-08	2.33e-06	down	yes
GREM1	-3.1891	177.2830	4396.4724	5.94e-11	1.28e-08	down	yes
FOXD1	-3.1220	41.1887	341.5583	1.01e-10	2.07e-08	down	yes
PSG5	-3.1064	104.5472	3016.9018	4.63e-09	5.69e-07	down	yes
CLDND1	-3.0777	9143.2075	2422.2147	2.15e-14	9.37e-12	down	yes
CLGN	-3.0736	9.2830	115.3313	3.32e-11	7.81e-09	down	yes
MAGED4	-3.0673	40.3208	348.1227	5.52e-10	9.02e-08	down	yes
SSTR1	-3.0577	16.4340	235.5890	4.38e-08	3.50e-06	down	yes
MGARP	-3.0177	21.0566	116.3742	6.25e-10	9.94e-08	down	yes
OXTR	-2.9971	48.0377	1047.7485	3.88e-10	6.58e-08	down	yes
MAB21L1	-2.9756	11.4340	112.3681	4.70e-10	7.82e-08	down	yes
ACTC1	-2.9278	155.2642	2742.1718	3.65e-06	1.21e-04	down	yes
CD8B	-2.8969	687.2075	227.4540	1.21e-06	5.19e-05	down	yes
RGS4	-2.8596	12.8868	267.9816	2.62e-08	2.26e-06	down	yes
IFITM2	-2.8561	5398.2264	3368.4847	1.97e-16	1.44e-13	down	yes
MME	-2.8152	532.0755	3996.5951	1.15e-09	1.70e-07	down	yes
SRSF7	-2.7608	16593.6792	3882.5399	5.78e-12	1.64e-09	down	yes
PTPRN	-2.7552	20.9811	101.8773	1.13e-07	7.82e-06	down	yes
LOXL2	-2.7542	496.3774	5138.7546	5.56e-11	1.22e-08	down	yes
MYH2	-2.7470	2.7736	470.3681	6.44e-05	1.09e-03	down	yes
PENK	-2.7240	13.2830	76.1411	1.09e-07	7.54e-06	down	yes
PTPRC	-2.7055	9663.2830	2426.3497	1.33e-06	5.55e-05	down	yes
GDF5	-2.6889	8.0566	53.6135	3.42e-08	2.87e-06	down	yes
CD69	-2.6808	773.3774	445.4724	8.99e-06	2.51e-04	down	yes
ZNF816-ZNF321P	-2.6739	1.1509	3.4724	8.42e-04	7.17e-03	down	yes
CCN2	-2.6728	1472.3396	10500.6933	2.89e-09	3.85e-07	down	yes
NR2F1	-2.6333	56.3585	346.7117	7.51e-11	1.59e-08	down	yes
CAMK4	-2.6311	844.4151	363.3006	1.04e-07	7.31e-06	down	yes
SULF1	-2.6304	300.9057	6318.7301	7.79e-08	5.77e-06	down	yes
CXCL10	-2.6136	202.1321	2255.5153	4.81e-05	8.97e-04	down	yes
HSPB7	-2.6068	350.9057	2739.9325	2.13e-06	7.90e-05	down	yes
LY9	-2.5994	671.3208	258.8221	9.64e-07	4.30e-05	down	yes
SFRP4	-2.5903	120.7547	174.4417	3.06e-06	1.07e-04	down	yes
BMPER	-2.5792	55.5283	515.6196	2.40e-08	2.12e-06	down	yes
CXCR3	-2.5737	493.4340	191.9509	6.91e-04	6.20e-03	down	yes
IL2RG	-2.5663	7763.2453	1626.1902	1.94e-06	7.40e-05	down	yes
CCN1	-2.5560	2417.9434	7570.6810	6.56e-09	7.49e-07	down	yes
CXCR4	-2.5423	7744.4528	1136.6748	2.06e-05	4.72e-04	down	yes
CHRM2	-2.5411	10.2264	194.9448	4.15e-06	1.37e-04	down	yes
FOXL2	-2.5281	7.2453	50.5092	8.16e-07	3.75e-05	down	yes
FLNC	-2.5200	843.8113	5524.4417	2.11e-07	1.28e-05	down	yes
TMEFF1	-2.4950	4.9057	90.4110	6.04e-05	1.05e-03	down	yes
JAML	-2.4734	5711.3585	1109.7607	8.84e-05	1.38e-03	down	yes
THBS1	-2.4443	2679.3774	64668.0859	1.85e-09	2.56e-07	down	yes
SLF1	-2.4381	701.5472	466.0613	5.68e-09	6.56e-07	down	yes
STAT4	-2.4306	730.1132	259.5644	4.72e-07	2.45e-05	down	yes
TFPI2	-2.4127	831.7170	1297.7607	3.03e-06	1.07e-04	down	yes
LOX	-2.4097	761.2830	10810.9509	7.30e-07	3.44e-05	down	yes
PEG10	-2.3993	178.2453	1488.9509	3.96e-08	3.23e-06	down	yes
NKG7	-2.3886	1001.8302	716.0920	7.53e-04	6.60e-03	down	yes
TRPC4	-2.3812	9.5660	136.3374	6.82e-07	3.27e-05	down	yes
PITX2	-2.3810	13.7547	142.6380	2.93e-07	1.70e-05	down	yes
FST	-2.3665	388.7358	1635.6871	4.30e-09	5.45e-07	down	yes
CEMIP	-2.3648	837.2453	6578.0675	4.70e-06	1.50e-04	down	yes
MMP1	-2.3442	3488.1509	4821.2883	2.43e-04	2.90e-03	down	yes
IFITM1	-2.3329	7715.8491	3657.8589	1.32e-09	1.94e-07	down	yes
APBB1IP	-2.3316	2076.3774	534.1595	4.11e-06	1.36e-04	down	yes
HAPLN1	-2.3221	16.7736	1279.1411	3.87e-05	7.56e-04	down	yes
VEGFC	-2.3203	119.9057	696.5521	3.48e-09	4.51e-07	down	yes
POPDC3	-2.3199	49.7736	149.0245	8.90e-07	4.05e-05	down	yes
KRT13	-2.3177	13.5849	1133.3742	4.91e-04	4.86e-03	down	yes
HMGA2	-2.3075	253.3774	927.5215	7.54e-08	5.65e-06	down	yes
CBS	-2.3021	130.2264	665.1902	3.40e-09	4.51e-07	down	yes
FBN2	-2.2995	211.5472	2707.7730	1.47e-05	3.66e-04	down	yes
HSPB6	-2.2927	854.2075	1742.5276	3.16e-05	6.46e-04	down	yes
GCNA	-2.2911	246.9057	75.4233	1.55e-06	6.11e-05	down	yes
RESF1	-2.2868	6986.2453	1591.2761	6.84e-08	5.26e-06	down	yes
ANO4	-2.2847	6.1509	74.1166	1.50e-06	6.00e-05	down	yes
IGFBP3	-2.2826	3902.4340	26544.9325	1.97e-06	7.45e-05	down	yes
SLC4A4	-2.2653	17.1509	198.1104	1.17e-06	5.04e-05	down	yes
STC1	-2.2635	176.3585	1470.6626	2.96e-07	1.71e-05	down	yes
TGFBI	-2.2305	4736.0000	34790.8344	9.49e-07	4.25e-05	down	yes
IL6	-2.2160	320.4906	643.1656	6.54e-06	1.96e-04	down	yes
AOAH	-2.1996	349.5849	162.6074	1.56e-04	2.10e-03	down	yes
FGF2	-2.1803	232.1509	3384.5337	1.04e-06	4.56e-05	down	yes
CLDN11	-2.1802	251.7547	2542.3067	2.36e-06	8.67e-05	down	yes
CALU	-2.1780	3225.4528	14851.7791	9.50e-10	1.46e-07	down	yes
UCHL1	-2.1779	229.9245	1289.5644	4.70e-07	2.45e-05	down	yes
IGF2BP3	-2.1657	80.8679	563.8712	1.83e-08	1.72e-06	down	yes
SAMSN1	-2.1549	7506.3019	707.9018	7.97e-04	6.88e-03	down	yes
CD8A	-2.1417	722.9245	499.0429	1.92e-04	2.45e-03	down	yes
RAB6D	-2.1405	11.3019	5.6503	6.10e-04	5.65e-03	down	yes
CD53	-2.1337	5779.3208	808.2331	3.57e-04	3.81e-03	down	yes
B2M	-2.0995	217862.3585	46556.5706	5.39e-09	6.44e-07	down	yes
TMSB4X	-2.0945	316664.6981	51711.1350	5.63e-09	6.56e-07	down	yes
TPM2	-2.0850	3556.3774	9148.5399	5.74e-07	2.84e-05	down	yes
LYPD4	-2.0716	16.0000	5.0552	5.13e-04	5.01e-03	down	yes
TIMP1	-2.0658	11044.8491	9991.3497	4.30e-08	3.46e-06	down	yes
PRR16	-2.0638	42.1698	246.7607	2.73e-07	1.60e-05	down	yes
CCIN	-2.0606	3.6415	28.0675	4.11e-05	7.85e-04	down	yes
NT5E	-2.0438	428.1887	3564.9264	1.82e-06	7.04e-05	down	yes
MT1F	-2.0436	873.6792	146.1411	8.11e-05	1.29e-03	down	yes
P4HA1	-2.0398	917.5283	2672.9080	1.13e-08	1.16e-06	down	yes
GPR176	-2.0327	191.7925	1351.4172	4.81e-07	2.47e-05	down	yes
SMIM43	-2.0319	6.3774	38.3558	1.11e-04	1.62e-03	down	yes
CWF19L2	-2.0040	809.5283	518.6687	3.54e-07	1.96e-05	down	yes
AKR1B1	-2.0023	2132.2264	2062.8650	1.28e-08	1.29e-06	down	yes
