gene_symbol	log2_fold_change	mean_test	mean_control	pvalue	pvalue_adjusted	direction	significant
MOG	5.1795	1.0760	0.2812	1.07e-28	5.06e-28	up	yes
CLPSL1	5.1723	0.9540	0.0833	5.44e-17	1.63e-16	up	yes
KRTAP1-5	5.1708	27.0520	14.1406	3.29e-05	5.27e-05	up	yes
BPIFB3	5.1697	0.9720	0.1771	1.56e-17	4.81e-17	up	yes
PNLIPRP2	5.1650	1.2240	0.1094	1.34e-23	5.23e-23	up	yes
ERVV-1	5.1636	1.9620	0.5260	1.05e-34	6.09e-34	up	yes
SRD5A2	5.1607	8.1940	1.9896	1.66e-54	1.83e-53	up	yes
GOLGA6L7	5.1592	31.7160	6.4271	9.89e-89	4.68e-87	up	yes
LHFPL1	5.1568	4.9740	1.2760	1.32e-62	1.92e-61	up	yes
TEX55	5.1545	3.4500	0.7500	7.61e-47	6.54e-46	up	yes
HEPACAM2	5.1528	6.3620	1.2135	7.35e-59	9.32e-58	up	yes
CSH1	5.1515	1.0340	0.2135	7.39e-16	2.11e-15	up	yes
FRK	5.1501	1998.6740	406.2344	4.30e-146	4.90e-143	up	yes
TAS1R2	5.1499	1.1540	0.4479	5.31e-24	2.10e-23	up	yes
ADAM2	5.1485	0.9800	0.0990	7.62e-17	2.28e-16	up	yes
IL36G	5.1481	3.7740	7.8958	1.35e-34	7.79e-34	up	yes
KRT40	5.1474	3.4680	0.3906	3.62e-59	4.66e-58	up	yes
CEACAM8	5.1464	31.8420	5.9062	4.98e-109	7.37e-107	up	yes
PGLYRP4	5.1461	3.1420	0.9844	3.04e-38	1.97e-37	up	yes
OR4C3	5.1411	0.7140	0.0365	1.13e-13	2.91e-13	up	yes
HRG	5.1405	28.1440	7.0625	1.43e-88	6.69e-87	up	yes
ZP2	5.1352	2.5440	0.4062	5.90e-55	6.61e-54	up	yes
ITLN2	5.1335	1.1720	0.2604	8.72e-24	3.43e-23	up	yes
GYPB	5.1296	36.0440	2.6667	1.08e-120	2.58e-118	up	yes
PAX1	5.1293	24.6000	4.4531	3.37e-92	1.94e-90	up	yes
CPN1	5.1276	1.3280	0.5156	1.04e-24	4.24e-24	up	yes
PNLIPRP1	5.1245	26.7240	9.0000	4.83e-82	1.63e-80	up	yes
DNAAF6	5.1239	13.2240	3.8698	8.38e-79	2.40e-77	up	yes
TMPRSS12	5.1236	40.7940	8.3594	1.54e-101	1.51e-99	up	yes
BNIP5	5.1191	2.7380	0.6615	2.09e-31	1.08e-30	up	yes
C12ORF42	5.1190	24.3140	2.3281	2.42e-63	3.61e-62	up	yes
PIWIL1	5.1177	6.6300	2.4062	1.84e-19	6.10e-19	up	yes
PRAMEF9	5.1152	16.9920	6.5938	1.39e-80	4.33e-79	up	yes
MDGA2	5.1149	21.8840	4.7552	8.76e-101	8.00e-99	up	yes
IL36A	5.1086	1.0140	0.4375	1.72e-20	5.99e-20	up	yes
A1CF	5.1083	38.6060	8.1667	1.45e-95	1.02e-93	up	yes
ADGRV1	5.1071	315.7180	73.8958	1.66e-129	6.20e-127	up	yes
LRRD1	5.1067	41.6580	12.4271	5.59e-98	4.48e-96	up	yes
OR8U1	5.1063	0.7600	0.0677	1.40e-07	2.61e-07	up	yes
PRAMEF20	5.1033	0.9680	0.2969	1.35e-15	3.80e-15	up	yes
POTEB3	5.1031	120.0180	15.3958	1.32e-102	1.38e-100	up	yes
OR8D4	5.1006	18.4600	4.6719	1.02e-90	5.46e-89	up	yes
SIGLECL1	5.0984	3.3980	0.8750	8.17e-50	7.75e-49	up	yes
H2BW1	5.0976	0.8260	0.1406	2.05e-15	5.70e-15	up	yes
OR2AE1	5.0958	8.4460	0.8906	8.45e-80	2.53e-78	up	yes
CFC1B	5.0947	0.7280	0.1979	2.57e-12	6.22e-12	up	yes
IRGM	5.0929	28.9260	5.3073	6.26e-110	9.86e-108	up	yes
PKHD1	5.0929	38.8940	9.2812	1.21e-84	4.65e-83	up	yes
OR13D1	5.0918	2.9580	0.7240	1.78e-47	1.56e-46	up	yes
GABRG2	5.0915	279.1120	56.5573	1.26e-118	2.65e-116	up	yes
SLC22A10	5.0915	21.5740	4.8594	1.94e-91	1.08e-89	up	yes
RHAG	5.0914	19.1180	5.9427	1.97e-81	6.44e-80	up	yes
DCC	5.0906	60.2920	11.4271	7.21e-89	3.44e-87	up	yes
TRIM75	5.0882	2.8260	0.4635	2.72e-47	2.39e-46	up	yes
BAAT	5.0875	198.5880	31.6302	5.98e-121	1.47e-118	up	yes
TCF21	5.0851	62.4840	19.5312	3.57e-83	1.26e-81	up	yes
GSTA5	5.0840	0.7320	0.0156	8.92e-14	2.30e-13	up	yes
CTNNA2	5.0807	23.1600	6.7292	8.69e-101	7.98e-99	up	yes
SPANXN4	5.0803	0.7320	0.0312	1.00e-13	2.59e-13	up	yes
CCT6B	5.0758	273.3520	91.0156	2.22e-132	1.00e-129	up	yes
STATH	5.0713	1.8900	1.2083	7.13e-14	1.85e-13	up	yes
ZSCAN5C	5.0695	2.3840	0.7396	4.88e-33	2.68e-32	up	yes
TAS2R1	5.0672	21.6680	4.1354	6.72e-83	2.36e-81	up	yes
POTEI	5.0664	47.2500	8.6406	5.80e-103	6.21e-101	up	yes
USH2A	5.0581	85.3120	12.0469	2.06e-124	6.24e-122	up	yes
KCNV1	5.0578	173.7120	32.1510	1.88e-113	3.25e-111	up	yes
TEX33	5.0473	1.0960	0.2396	1.46e-23	5.70e-23	up	yes
DUSP21	5.0472	0.6940	0.2396	2.14e-13	5.45e-13	up	yes
PTCHD3	5.0465	13.5160	4.0677	3.80e-70	7.42e-69	up	yes
GABRG3	5.0424	41.5000	9.7188	2.71e-92	1.58e-90	up	yes
FAM9B	5.0421	40.2460	8.2031	4.99e-107	6.58e-105	up	yes
PDE6H	5.0420	2.1020	0.6146	1.07e-42	7.97e-42	up	yes
CYP2C18	5.0417	4.9860	1.4062	2.77e-47	2.43e-46	up	yes
ESRP1	5.0392	18.1200	3.2344	2.38e-65	3.82e-64	up	yes
TRIM64	5.0389	0.8120	0.2448	3.88e-08	7.49e-08	up	yes
MC3R	5.0383	0.6960	0.0312	3.50e-14	9.22e-14	up	yes
CDC20B	5.0360	60.5600	14.8177	1.91e-121	4.86e-119	up	yes
ATP9B	5.0344	4427.3540	1016.1875	2.96e-150	4.10e-147	up	yes
GJB1	5.0302	18.7940	9.8229	2.04e-65	3.27e-64	up	yes
TNR	5.0291	86.6900	17.7917	1.70e-109	2.64e-107	up	yes
ACCSL	5.0278	2.3620	0.4479	8.45e-47	7.24e-46	up	yes
GLT6D1	5.0227	0.9200	0.1094	9.55e-16	2.71e-15	up	yes
OR6C74	5.0216	278.5060	62.0938	1.57e-129	6.01e-127	up	yes
TP53AIP1	5.0209	18.0300	3.2292	4.74e-99	3.98e-97	up	yes
LCN9	5.0187	0.7660	0.0052	1.13e-14	3.04e-14	up	yes
GJD2	5.0157	9.5300	2.3438	1.59e-65	2.57e-64	up	yes
ATP6V1G3	5.0127	1.4740	0.5521	1.61e-20	5.59e-20	up	yes
VAX1	5.0109	16.0180	6.3750	1.25e-54	1.38e-53	up	yes
CDH8	5.0065	86.7100	17.6510	2.24e-122	5.94e-120	up	yes
OR6S1	5.0045	0.9640	0.1146	1.08e-19	3.61e-19	up	yes
FABP7	5.0013	29.6840	5.6302	8.29e-85	3.20e-83	up	yes
OR7G1	5.0011	0.7320	0.0833	8.51e-14	2.20e-13	up	yes
DMRTC1B	5.0003	29.8560	5.4323	3.07e-76	7.86e-75	up	yes
SPINK14	4.9985	1.1160	0.0156	1.07e-24	4.37e-24	up	yes
BEND2	4.9974	40.1940	11.1719	2.42e-102	2.51e-100	up	yes
ACOT12	4.9961	4.8640	1.0885	1.93e-67	3.41e-66	up	yes
GLRA3	4.9953	60.6860	11.0521	8.44e-105	9.79e-103	up	yes
KRTAP13-1	4.9950	0.7080	0.0365	2.26e-12	5.49e-12	up	yes
DNTT	4.9808	2.1820	0.3490	4.10e-27	1.83e-26	up	yes
SPATA31A5	4.9799	0.7240	0.0104	3.67e-08	7.10e-08	up	yes
COX7B2	4.9794	4.4180	0.9010	8.37e-59	1.06e-57	up	yes
H2BC1	4.9785	0.6400	0.0365	3.32e-12	7.98e-12	up	yes
OR9Q1	4.9781	6.0300	1.2708	4.43e-60	5.88e-59	up	yes
SAMD12	4.9781	1445.7960	285.4115	2.07e-136	1.18e-133	up	yes
SPRR2D	4.9762	3.2060	2.5260	3.94e-22	1.45e-21	up	yes
SV2C	4.9697	37.6320	11.3125	2.88e-91	1.59e-89	up	yes
FOXI1	4.9696	1.5700	0.4740	5.08e-29	2.43e-28	up	yes
SNAP91	4.9691	14.6240	3.7031	4.36e-59	5.58e-58	up	yes
GSTA3	4.9688	1.0400	0.0885	6.19e-19	2.01e-18	up	yes
RP1	4.9671	56.5700	17.5885	1.78e-109	2.72e-107	up	yes
OOSP2	4.9666	0.6980	0.0156	2.32e-13	5.89e-13	up	yes
KRTAP5-11	4.9622	7.8620	1.2812	2.72e-80	8.30e-79	up	yes
TMEM239	4.9613	17.4040	5.6979	1.87e-80	5.77e-79	up	yes
OR2A12	4.9609	28.4140	6.2969	6.10e-86	2.47e-84	up	yes
GC	4.9608	1.8780	0.4479	1.04e-20	3.66e-20	up	yes
ATP6V0A4	4.9594	4.0600	1.6354	2.13e-38	1.39e-37	up	yes
FABP12	4.9580	1.6440	0.5677	3.36e-29	1.61e-28	up	yes
SLC18A1	4.9565	6.5400	1.8698	5.46e-52	5.58e-51	up	yes
ATXN3L	4.9547	2.0240	0.4844	1.37e-22	5.14e-22	up	yes
C8ORF34	4.9539	99.8740	20.4271	6.00e-131	2.42e-128	up	yes
OR8H1	4.9538	29.0320	6.3333	1.79e-84	6.81e-83	up	yes
KRT82	4.9524	1.1540	0.1823	7.80e-22	2.84e-21	up	yes
OR4D9	4.9522	212.6860	49.2292	5.38e-117	1.04e-114	up	yes
FOXD4L5	4.9502	67.5400	17.4740	7.04e-95	4.70e-93	up	yes
OR52K2	4.9496	3.3820	0.2969	1.38e-43	1.06e-42	up	yes
NDST4	4.9472	9.1620	2.3906	7.57e-50	7.20e-49	up	yes
CNGA2	4.9429	4.6880	0.6719	3.42e-57	4.13e-56	up	yes
FAM205C	4.9427	2.6720	0.2656	1.65e-49	1.55e-48	up	yes
VGLL1	4.9411	1.0060	0.0781	5.80e-23	2.21e-22	up	yes
LEMD1	4.9381	1.1600	0.3854	2.93e-23	1.13e-22	up	yes
CYP2B6	4.9355	26.2660	6.9948	4.41e-86	1.80e-84	up	yes
OR6C4	4.9345	35.9020	11.9427	9.66e-84	3.55e-82	up	yes
KLHL33	4.9328	263.4940	93.6094	8.99e-108	1.25e-105	up	yes
CFAP107	4.9311	71.7680	21.7448	2.35e-109	3.55e-107	up	yes
PRR23D2	4.9307	0.9160	0.2240	1.93e-20	6.68e-20	up	yes
KLHL38	4.9297	102.2740	29.2396	9.25e-98	7.32e-96	up	yes
TSPY2	4.9289	0.8860	0.1719	7.79e-07	1.39e-06	up	yes
ZSWIM2	4.9282	5.3420	1.2240	8.09e-63	1.18e-61	up	yes
CBLN4	4.9239	6.4620	2.2604	7.52e-37	4.66e-36	up	yes
OR2AG1	4.9217	74.9040	9.7031	2.28e-103	2.48e-101	up	yes
TMPRSS11F	4.9209	6.7040	1.8073	2.52e-52	2.60e-51	up	yes
CSMD3	4.9206	173.0240	24.4635	6.92e-122	1.81e-119	up	yes
OR2A2	4.9196	3.7720	0.0417	4.92e-15	1.35e-14	up	yes
KLK12	4.9195	0.8020	0.3281	4.94e-14	1.29e-13	up	yes
SMIM42	4.9180	2.3440	0.7031	3.78e-30	1.87e-29	up	yes
PSG9	4.9170	17.3400	4.1250	4.86e-69	9.15e-68	up	yes
SPO11	4.9166	2.4340	0.2760	2.74e-43	2.09e-42	up	yes
TUNAR	4.9163	21.2040	3.0625	7.91e-86	3.17e-84	up	yes
CHST9	4.9149	57.8680	21.6354	1.20e-88	5.63e-87	up	yes
ARPP21	4.9136	32.6040	8.0365	9.60e-44	7.42e-43	up	yes
EXD1	4.9069	17.1560	5.1719	5.99e-88	2.69e-86	up	yes
ALX1	4.9063	4.9680	1.3594	6.90e-42	5.03e-41	up	yes
DDC	4.9040	2.5720	0.7552	2.50e-38	1.63e-37	up	yes
GRIA4	4.9040	47.9760	10.2135	1.30e-100	1.17e-98	up	yes
C3ORF56	4.9034	0.8640	0.1302	2.10e-17	6.42e-17	up	yes
CCDC198	4.9018	42.1480	9.1719	1.47e-79	4.35e-78	up	yes
UTS2B	4.8961	171.0960	57.8594	1.83e-128	6.57e-126	up	yes
BLOC1S6	4.8942	12204.3280	3916.6302	9.73e-134	4.60e-131	up	yes
HAO1	4.8914	1.9060	0.3698	2.43e-33	1.34e-32	up	yes
C5ORF47	4.8899	3.8900	0.9115	3.56e-56	4.15e-55	up	yes
BMP15	4.8896	1.0440	0.4271	1.99e-17	6.11e-17	up	yes
ZAN	4.8882	4.9760	1.6667	7.07e-32	3.71e-31	up	yes
C4ORF51	4.8848	2.5720	0.5417	6.55e-46	5.44e-45	up	yes
KRT2	4.8805	483.2120	11.4062	1.78e-36	1.09e-35	up	yes
ASIC5	4.8791	0.9020	0.0573	1.48e-12	3.61e-12	up	yes
TSPY4	4.8788	0.7940	0.0000	2.09e-03	2.91e-03	up	yes
GNG5P2	4.8749	2.3920	1.0677	3.54e-43	2.69e-42	up	yes
CXCL17	4.8708	8.0340	0.5312	5.40e-66	8.89e-65	up	yes
CCDC179	4.8706	2.8300	0.6562	5.27e-45	4.25e-44	up	yes
CSNK1A1L	4.8702	7.7740	1.4688	2.93e-67	5.13e-66	up	yes
CD200R1L	4.8695	6.1880	1.6615	4.55e-60	6.04e-59	up	yes
GOLGA6L25P	4.8691	3.1600	1.9219	1.48e-11	3.43e-11	up	yes
CA10	4.8689	8.4180	3.2083	5.88e-33	3.22e-32	up	yes
FREM3	4.8677	24.6940	2.9583	1.26e-100	1.14e-98	up	yes
RXFP3	4.8665	0.8820	0.2188	4.13e-15	1.14e-14	up	yes
OR10A3	4.8606	11.0500	4.1458	5.72e-78	1.58e-76	up	yes
C1ORF185	4.8574	4.4100	0.3854	1.77e-60	2.39e-59	up	yes
ONECUT1	4.8567	13.6880	3.5677	1.98e-87	8.63e-86	up	yes
KIF4B	4.8558	8.3120	2.4635	6.25e-48	5.62e-47	up	yes
PLA2G4E	4.8513	19.1080	4.6458	1.58e-78	4.46e-77	up	yes
KRTAP13-4	4.8513	0.9240	0.1510	1.12e-17	3.46e-17	up	yes
ANKRD30BL	4.8500	49.6720	8.8750	1.09e-90	5.80e-89	up	yes
FOXI3	4.8490	5.9880	1.9531	2.57e-66	4.29e-65	up	yes
PRR23B	4.8478	0.8080	0.0677	1.45e-13	3.71e-13	up	yes
IFNA2	4.8456	1.0200	0.1510	3.35e-19	1.10e-18	up	yes
CPHXL	4.8398	16.4140	1.0781	1.16e-71	2.44e-70	up	yes
GSTA2	4.8380	0.9700	0.3906	2.11e-16	6.17e-16	up	yes
SLC15A1	4.8345	42.4880	12.9062	4.76e-101	4.48e-99	up	yes
CATSPER4	4.8342	1.4780	0.6198	1.39e-20	4.86e-20	up	yes
OR1C1	4.8337	54.6780	6.1354	5.34e-91	2.91e-89	up	yes
SLC7A3	4.8331	2.2680	0.9688	4.62e-27	2.06e-26	up	yes
SVOP	4.8328	73.0880	18.0052	7.67e-97	5.73e-95	up	yes
OR2T10	4.8319	6.5700	1.8646	1.91e-41	1.37e-40	up	yes
NCAN	4.8310	5.0680	1.6458	7.16e-44	5.57e-43	up	yes
ZNF722	4.8306	33.6160	15.0365	1.04e-66	1.78e-65	up	yes
MS4A10	4.8268	32.5040	7.3542	3.48e-87	1.50e-85	up	yes
MYT1L	4.8259	277.1480	65.3542	1.29e-119	2.87e-117	up	yes
ADGRF1	4.8247	210.0740	41.8750	2.71e-106	3.43e-104	up	yes
SLC22A7	4.8232	3.9340	0.8490	1.03e-52	1.08e-51	up	yes
SPP2	4.8212	57.2060	10.3177	1.89e-66	3.17e-65	up	yes
APOBEC4	4.8210	15.6080	4.0677	3.07e-57	3.71e-56	up	yes
GP2	4.8191	24.4960	8.3333	4.68e-80	1.41e-78	up	yes
GRP	4.8178	1.3100	0.4635	8.75e-20	2.94e-19	up	yes
SHISA9	4.8134	247.2560	64.7031	2.37e-114	4.29e-112	up	yes
MCHR2	4.8122	21.2040	6.2188	1.37e-89	6.86e-88	up	yes
SUPT20HL2	4.8119	618.5500	280.0104	4.55e-85	1.78e-83	up	yes
OR8K1	4.8102	0.6280	0.0000	5.54e-11	1.25e-10	up	yes
TERB1	4.8069	35.3500	13.3594	2.44e-89	1.20e-87	up	yes
IL20	4.8064	2.4920	1.4323	8.16e-30	4.00e-29	up	yes
LRRTM4	4.8054	36.2620	6.9219	1.86e-77	4.96e-76	up	yes
SLC30A8	4.8047	55.0100	15.1198	1.82e-83	6.57e-82	up	yes
GCG	4.8033	2.7980	1.1354	2.48e-39	1.68e-38	up	yes
IL1F10	4.8028	1.0900	0.2396	4.83e-19	1.57e-18	up	yes
TINAG	4.8018	6.8380	1.9323	7.98e-46	6.61e-45	up	yes
C13ORF42	4.7987	6.3600	1.5625	2.09e-57	2.55e-56	up	yes
OR51B4	4.7972	3.2280	0.5469	1.13e-47	1.00e-46	up	yes
OR10G3	4.7915	302.8900	52.8333	1.25e-122	3.45e-120	up	yes
MINAR2	4.7892	28.1340	7.4062	1.59e-87	6.98e-86	up	yes
CYP2C19	4.7883	46.5780	13.9219	5.77e-86	2.35e-84	up	yes
ODAM	4.7879	4.9880	1.7344	1.13e-31	5.91e-31	up	yes
RNF133	4.7872	27.9220	2.6302	3.37e-92	1.94e-90	up	yes
SMIM2	4.7869	2.4520	0.9115	1.14e-38	7.50e-38	up	yes
TEDDM1	4.7868	25.6840	4.8125	9.00e-83	3.15e-81	up	yes
ANKFN1	4.7841	31.3880	8.3802	2.93e-93	1.82e-91	up	yes
MAP3K19	4.7836	33.4060	5.8229	1.33e-88	6.20e-87	up	yes
MROH5	4.7821	1.1400	0.4010	2.92e-18	9.23e-18	up	yes
ZG16	4.7814	22.1680	5.1510	8.43e-96	6.01e-94	up	yes
PSEN2	4.7805	2161.9740	736.6927	2.62e-131	1.08e-128	up	yes
KLK15	4.7790	2.1680	0.3854	3.20e-42	2.36e-41	up	yes
OR2V2	4.7786	80.9060	20.3281	1.14e-100	1.04e-98	up	yes
PCDH11Y	4.7747	42.0260	14.3750	6.59e-86	2.66e-84	up	yes
ABCA12	4.7741	47.4700	9.3750	8.44e-89	4.01e-87	up	yes
SERPINA12	4.7740	21.3960	1.5156	6.29e-43	4.73e-42	up	yes
SST	4.7699	1.3480	1.4583	2.51e-18	7.97e-18	up	yes
SOX1	4.7693	2.8160	0.7135	7.69e-28	3.52e-27	up	yes
TRPV6	4.7691	22.6040	4.9062	2.47e-86	1.02e-84	up	yes
TDGF1P3	4.7674	22.0280	5.5365	2.52e-77	6.69e-76	up	yes
WNT7A	4.7617	10.5760	2.4531	4.01e-79	1.16e-77	up	yes
CLDN17	4.7604	0.6300	0.0000	6.40e-11	1.43e-10	up	yes
NEDD4	4.7603	5816.8620	1498.4062	1.62e-143	1.65e-140	up	yes
AMER2	4.7593	68.9040	10.4844	6.76e-98	5.39e-96	up	yes
TMPRSS11A	4.7582	26.5480	4.6302	3.02e-61	4.21e-60	up	yes
CEACAM5	4.7568	33.3560	11.1510	2.25e-71	4.68e-70	up	yes
GOLGA8DP	4.7519	4.3560	1.5781	7.67e-31	3.89e-30	up	yes
SOX14	4.7513	0.7280	1.0417	4.02e-14	1.05e-13	up	yes
UGT1A10	4.7468	2.3640	1.0677	2.72e-17	8.28e-17	up	yes
NLRP2B	4.7429	7.5160	1.2292	6.61e-74	1.52e-72	up	yes
LRRIQ1	4.7390	32.4660	10.5833	7.75e-81	2.44e-79	up	yes
PCLO	4.7368	62.2740	17.3958	2.39e-81	7.80e-80	up	yes
CETN1	4.7335	1.0300	0.4323	7.33e-16	2.09e-15	up	yes
PTCHD1	4.7333	97.4080	20.6771	4.91e-107	6.51e-105	up	yes
GABRR3	4.7328	38.5240	8.3646	2.66e-102	2.74e-100	up	yes
TTC6	4.7326	37.4280	9.1771	6.23e-97	4.74e-95	up	yes
SMIM28	4.7296	1.2000	0.2240	9.43e-26	4.01e-25	up	yes
CCDC182	4.7293	0.8680	0.0938	1.94e-18	6.20e-18	up	yes
KRTAP7-1	4.7259	1.0180	0.1510	2.25e-21	8.05e-21	up	yes
ADAM29	4.7221	24.3380	7.9792	1.37e-82	4.73e-81	up	yes
C10ORF53	4.7220	37.8220	7.8594	8.36e-77	2.18e-75	up	yes
TRIM49D1	4.7209	261.5000	42.1719	1.72e-109	2.64e-107	up	yes
CFAP299	4.7208	29.0480	10.8802	2.68e-85	1.05e-83	up	yes
TDRD5	4.7203	9.3280	2.3333	1.04e-51	1.06e-50	up	yes
CERS3	4.7195	30.8400	4.1875	6.63e-75	1.60e-73	up	yes
OR51M1	4.7191	48.0320	13.7760	1.23e-84	4.74e-83	up	yes
OR4K13	4.7172	45.3080	14.8385	8.89e-87	3.74e-85	up	yes
DEFA1	4.7113	11.5000	0.1979	7.96e-16	2.27e-15	up	yes
DGAT2L6	4.7110	8.5820	0.9635	1.78e-70	3.52e-69	up	yes
OR10A2	4.7090	69.2320	16.8177	4.11e-91	2.26e-89	up	yes
OR7D4	4.7072	79.0880	22.2135	1.56e-98	1.27e-96	up	yes
COL19A1	4.7067	135.9540	11.8542	2.21e-105	2.63e-103	up	yes
ODF1	4.7020	1.7860	0.9896	3.22e-29	1.55e-28	up	yes
PRAMEF12	4.7014	2.0220	0.9740	5.79e-18	1.81e-17	up	yes
SNTN	4.6974	51.1340	16.4271	3.13e-96	2.28e-94	up	yes
ZNF556	4.6964	200.9020	71.9844	2.17e-106	2.77e-104	up	yes
SLFN12L	4.6931	1793.0820	353.9167	1.88e-122	5.13e-120	up	yes
ZBBX	4.6918	21.8060	3.9167	3.51e-82	1.19e-80	up	yes
VWA3B	4.6908	19.4320	5.0990	5.39e-92	3.06e-90	up	yes
SNTG1	4.6873	69.5820	19.0677	6.82e-93	4.13e-91	up	yes
TMEM45A	4.6837	4227.9420	1531.7865	4.63e-129	1.69e-126	up	yes
NLRP11	4.6835	17.4540	4.4792	2.98e-82	1.01e-80	up	yes
USP29	4.6829	17.0200	5.4896	4.56e-73	1.02e-71	up	yes
SULT2A1	4.6828	28.5560	12.5990	1.22e-62	1.78e-61	up	yes
IFNA21	4.6817	1.3040	0.3333	7.87e-27	3.48e-26	up	yes
TRHR	4.6794	17.6580	3.0521	9.28e-71	1.87e-69	up	yes
CDH9	4.6791	17.9340	3.4375	3.50e-79	1.02e-77	up	yes
PDZD9	4.6784	43.6180	6.6094	9.51e-89	4.50e-87	up	yes
NPBWR1	4.6777	2.8340	0.8490	3.78e-38	2.45e-37	up	yes
DGKB	4.6773	57.1440	12.8177	7.00e-97	5.27e-95	up	yes
SLC13A5	4.6742	50.7660	14.0312	1.21e-89	6.10e-88	up	yes
MMP26	4.6708	5.4920	2.2604	5.33e-52	5.45e-51	up	yes
KRT37	4.6682	0.7120	0.2760	6.19e-09	1.25e-08	up	yes
CYP4F8	4.6662	87.4280	22.3698	1.28e-102	1.35e-100	up	yes
OR2T34	4.6656	0.7560	0.0000	3.80e-13	9.54e-13	up	yes
OR1K1	4.6654	9.5760	0.6198	2.77e-67	4.85e-66	up	yes
FABP1	4.6648	2.2500	0.7604	4.92e-33	2.70e-32	up	yes
VSIG1	4.6646	41.7900	12.9167	3.10e-94	2.03e-92	up	yes
FAM83B	4.6642	59.5220	14.2500	4.30e-99	3.63e-97	up	yes
IGFL4	4.6612	1143.8040	150.3802	1.47e-108	2.13e-106	up	yes
TRPC5OS	4.6604	4.7980	1.7812	3.01e-46	2.53e-45	up	yes
OR2AT4	4.6601	760.6080	130.2083	2.67e-118	5.51e-116	up	yes
TYRP1	4.6583	21.2240	3.4115	2.71e-42	2.00e-41	up	yes
FSTL5	4.6571	9.9460	3.1979	6.52e-41	4.62e-40	up	yes
CDH7	4.6530	64.7500	27.3281	1.42e-80	4.42e-79	up	yes
NAA11	4.6519	30.8300	3.5365	9.15e-90	4.67e-88	up	yes
SSX1	4.6500	6.1840	62.7135	1.80e-48	1.64e-47	up	yes
PRAMEF15	4.6497	1.0840	0.5469	5.00e-10	1.07e-09	up	yes
MAGEB10	4.6488	31.7160	7.7656	4.79e-88	2.17e-86	up	yes
STMND1	4.6411	59.5420	18.9948	3.61e-104	4.09e-102	up	yes
ELSPBP1	4.6401	0.8780	0.6458	4.37e-15	1.20e-14	up	yes
PSG7	4.6377	16.8780	4.7656	1.77e-51	1.78e-50	up	yes
VN1R5	4.6346	8.0780	1.0625	1.90e-72	4.12e-71	up	yes
NPBWR2	4.6346	0.9900	0.3906	1.75e-18	5.61e-18	up	yes
RNF222	4.6331	29.4640	9.0052	1.86e-95	1.29e-93	up	yes
USP26	4.6325	19.1860	7.2396	2.45e-79	7.17e-78	up	yes
SMIM9	4.6310	2.7220	0.3385	5.04e-46	4.20e-45	up	yes
LGSN	4.6305	43.1120	12.5052	7.09e-97	5.32e-95	up	yes
TSPYL6	4.6294	50.2660	3.9062	9.33e-86	3.71e-84	up	yes
MINDY4B	4.6291	1.5600	1.3281	1.54e-26	6.72e-26	up	yes
ELF5	4.6282	18.0120	5.4531	2.28e-74	5.38e-73	up	yes
SLC17A8	4.6240	8.5520	2.6146	4.55e-46	3.80e-45	up	yes
PLSCR5	4.6229	0.9140	0.1615	1.14e-18	3.66e-18	up	yes
SLC10A2	4.6222	18.6020	2.7500	1.11e-53	1.19e-52	up	yes
SERPINB10	4.6201	20.2760	4.8333	1.46e-82	5.04e-81	up	yes
GAD2	4.6182	17.0280	4.6667	9.85e-79	2.81e-77	up	yes
RPE65	4.6149	6.3200	1.5417	1.36e-48	1.24e-47	up	yes
SPINK7	4.6138	9.2620	0.8750	2.88e-66	4.79e-65	up	yes
GLYATL1B	4.6130	1.7800	0.4010	3.04e-28	1.41e-27	up	yes
ELOA2	4.6109	24.0020	2.6667	1.49e-71	3.13e-70	up	yes
XKR4	4.6106	160.2220	48.6771	2.23e-95	1.53e-93	up	yes
DMRT1	4.6106	13.0160	2.8854	1.19e-75	2.96e-74	up	yes
IL2	4.6105	2.3560	0.8385	1.53e-28	7.18e-28	up	yes
HSF5	4.6103	18.1340	2.9167	1.00e-69	1.94e-68	up	yes
NCR2	4.6087	1.0820	0.4062	1.32e-21	4.78e-21	up	yes
IL22	4.6055	4.5040	0.9219	9.09e-48	8.13e-47	up	yes
HNF1A	4.6043	11.1400	4.4115	1.25e-62	1.82e-61	up	yes
OR5C1	4.6040	7.6440	0.5781	4.85e-55	5.46e-54	up	yes
ADAM32	4.6011	1091.9260	183.5312	1.93e-120	4.57e-118	up	yes
GPR158	4.6009	22.2700	8.3438	1.53e-74	3.63e-73	up	yes
ADAM30	4.5993	4.5040	2.7865	5.12e-25	2.12e-24	up	yes
SPIC	4.5992	3.4160	1.1302	6.38e-33	3.48e-32	up	yes
C1ORF105	4.5976	16.9860	2.1667	7.35e-73	1.62e-71	up	yes
TGIF2LX	4.5954	0.5520	0.0000	3.68e-08	7.11e-08	up	yes
CYP3A43	4.5938	38.8960	13.7917	4.06e-94	2.64e-92	up	yes
C17ORF99	4.5938	18.6560	11.1719	3.17e-75	7.74e-74	up	yes
PSG6	4.5935	22.7900	4.9427	1.87e-58	2.34e-57	up	yes
PRSS54	4.5909	1.9060	0.5469	6.88e-39	4.58e-38	up	yes
GRM7	4.5903	30.8140	12.2031	2.31e-71	4.80e-70	up	yes
C3ORF85	4.5859	12.2020	1.5052	2.91e-60	3.89e-59	up	yes
