gene_symbol	log2_fold_change	mean_test	mean_control	pvalue	pvalue_adjusted	direction	significant
LRRC9	5.3013	31.8400	3.6667	1.81e-73	8.16e-72	up	yes
OR13D1	5.3010	3.3250	0.7128	2.38e-38	2.09e-37	up	yes
CCDC195	5.3008	1.3550	0.2564	9.65e-19	3.75e-18	up	yes
GSTA3	5.2990	1.1750	0.0872	2.72e-14	8.23e-14	up	yes
OR2A2	5.2984	4.3600	0.0410	1.79e-12	4.87e-12	up	yes
GPR26	5.2960	29.7450	5.3487	1.32e-79	8.72e-78	up	yes
ROPN1	5.2944	18.5350	3.2564	6.28e-66	1.86e-64	up	yes
TEX55	5.2940	3.6200	0.7385	1.11e-35	8.87e-35	up	yes
KRT40	5.2938	3.6850	0.3897	1.10e-51	1.64e-50	up	yes
OR4C3	5.2937	0.7000	0.0359	1.06e-08	2.28e-08	up	yes
TCF21	5.2922	68.6050	19.2564	7.24e-78	4.38e-76	up	yes
GPR50	5.2914	1.9950	0.3282	2.40e-23	1.17e-22	up	yes
VTCN1	5.2907	5.9600	1.2923	2.38e-48	3.03e-47	up	yes
ADAM2	5.2866	1.0250	0.0974	1.41e-10	3.39e-10	up	yes
FGL1	5.2832	5.1750	1.4667	5.00e-47	6.02e-46	up	yes
DNAH8	5.2828	43.3950	5.2410	1.17e-51	1.72e-50	up	yes
GRM8	5.2813	12.4950	2.7436	2.44e-58	4.86e-57	up	yes
POTEB3	5.2805	132.9550	15.2359	7.97e-81	5.63e-79	up	yes
LCN9	5.2732	0.8350	0.0051	5.75e-10	1.33e-09	up	yes
PRAMEF9	5.2716	18.0950	6.5179	1.27e-69	4.53e-68	up	yes
CPN1	5.2715	1.3850	0.5077	8.57e-18	3.16e-17	up	yes
DCDC1	5.2714	100.8500	22.9385	4.69e-119	2.33e-116	up	yes
ITLN2	5.2691	1.3100	0.2564	6.26e-19	2.45e-18	up	yes
CEACAM20	5.2636	2.1600	0.7436	3.10e-26	1.72e-25	up	yes
GSTA5	5.2634	0.8200	0.0154	3.53e-09	7.80e-09	up	yes
MC3R	5.2627	0.7250	0.0308	3.06e-11	7.66e-11	up	yes
IFNA8	5.2620	1.5750	0.2615	1.79e-22	8.32e-22	up	yes
SERTM2	5.2608	6.8850	1.7487	4.40e-40	4.13e-39	up	yes
PRAMEF20	5.2605	1.0400	0.2923	2.81e-11	7.04e-11	up	yes
LEMD1	5.2600	1.3750	0.3795	6.67e-18	2.47e-17	up	yes
CSH1	5.2568	1.0950	0.2103	1.94e-11	4.93e-11	up	yes
TMPRSS12	5.2542	42.4650	8.2410	2.44e-85	2.23e-83	up	yes
MOGAT2	5.2535	4.5350	0.8205	1.77e-29	1.11e-28	up	yes
C12ORF42	5.2511	29.3050	2.2923	1.26e-45	1.45e-44	up	yes
UGT1A6	5.2437	8.3800	4.0718	4.03e-59	8.45e-58	up	yes
FRK	5.2414	2114.6800	401.4513	9.04e-135	1.17e-131	up	yes
C3ORF56	5.2410	0.9800	0.1282	7.13e-14	2.11e-13	up	yes
GCM2	5.2400	14.7700	0.9128	4.13e-58	8.14e-57	up	yes
WFDC8	5.2397	11.4400	3.1179	4.19e-60	9.22e-59	up	yes
IZUMO2	5.2378	36.3750	9.5692	1.07e-71	4.27e-70	up	yes
NWD2	5.2377	32.2400	4.0205	5.17e-47	6.22e-46	up	yes
HEPACAM2	5.2363	8.8800	1.2000	5.83e-51	8.30e-50	up	yes
GJD2	5.2351	10.9650	2.3128	3.07e-55	5.36e-54	up	yes
GSTA1	5.2346	1.6600	0.3128	7.51e-23	3.57e-22	up	yes
PDE6H	5.2338	2.1300	0.6051	3.16e-34	2.37e-33	up	yes
CSTL1	5.2319	29.9500	6.7795	2.48e-72	1.03e-70	up	yes
SCEL	5.2281	52.0300	2.2872	1.41e-38	1.25e-37	up	yes
OR10G2	5.2279	1.1800	0.0974	1.42e-15	4.66e-15	up	yes
OR6J1	5.2267	34.2300	7.6205	2.18e-78	1.38e-76	up	yes
GNG5P2	5.2245	2.6950	1.0564	4.61e-35	3.58e-34	up	yes
ANKRD34B	5.2243	5.1350	1.1744	1.00e-33	7.39e-33	up	yes
TRIM75	5.2236	2.9400	0.4564	1.18e-35	9.42e-35	up	yes
CLPSL1	5.2236	1.1300	0.0821	2.30e-12	6.21e-12	up	yes
PNLIPRP1	5.2145	26.8550	8.8667	5.66e-69	1.95e-67	up	yes
OTOL1	5.2128	1.3600	0.1385	7.30e-18	2.70e-17	up	yes
CSAG3	5.2126	4.1950	1.3179	1.71e-35	1.36e-34	up	yes
DCC	5.2102	68.8000	11.2564	1.86e-73	8.35e-72	up	yes
MMD2	5.2089	1.1100	0.2513	6.63e-16	2.22e-15	up	yes
ACCSL	5.2059	2.6750	0.4410	8.77e-41	8.51e-40	up	yes
OR8U1	5.1935	0.7350	0.0667	1.20e-04	1.92e-04	up	yes
BPIFB3	5.1922	1.0800	0.1744	6.54e-12	1.72e-11	up	yes
IL36A	5.1861	1.1050	0.4308	2.28e-16	7.81e-16	up	yes
OR1J2	5.1856	1.8550	0.4513	4.22e-27	2.41e-26	up	yes
TAS2R1	5.1851	23.5000	4.0769	4.48e-70	1.66e-68	up	yes
IRGM	5.1851	30.4500	5.2564	5.79e-98	1.08e-95	up	yes
OR7G1	5.1831	0.7300	0.0821	8.50e-09	1.83e-08	up	yes
A1CF	5.1814	39.6800	8.0974	1.58e-73	7.18e-72	up	yes
GABRG2	5.1754	289.8850	55.8462	1.65e-103	3.77e-101	up	yes
STATH	5.1745	1.9750	1.1897	5.04e-09	1.10e-08	up	yes
POTEI	5.1725	50.5700	8.5538	1.82e-87	1.94e-85	up	yes
SRD5A2	5.1709	7.1250	1.9692	3.62e-47	4.38e-46	up	yes
MDGA2	5.1669	23.5700	4.7026	5.46e-90	6.82e-88	up	yes
HRG	5.1656	27.9650	6.9538	1.96e-73	8.73e-72	up	yes
SLC22A10	5.1649	22.7700	4.7846	1.94e-80	1.34e-78	up	yes
OR9Q1	5.1635	6.7100	1.2615	3.80e-51	5.47e-50	up	yes
WNT8A	5.1631	1.3150	0.1436	8.25e-23	3.91e-22	up	yes
CBLN4	5.1618	9.0000	2.2256	8.87e-31	5.86e-30	up	yes
PTCHD3	5.1616	13.5900	4.0051	1.67e-56	3.07e-55	up	yes
GYPB	5.1606	41.9200	2.6564	3.19e-108	9.50e-106	up	yes
CSHL1	5.1573	0.7950	0.6103	1.88e-09	4.23e-09	up	yes
BNIP5	5.1568	2.8000	0.6564	1.75e-22	8.17e-22	up	yes
BAAT	5.1530	207.8250	31.2513	7.13e-105	1.79e-102	up	yes
TUBA3C	5.1504	0.9100	0.1128	2.01e-12	5.46e-12	up	yes
TAS1R2	5.1490	1.3350	0.4410	1.34e-19	5.44e-19	up	yes
KCNV1	5.1482	182.6050	31.8154	7.31e-95	1.17e-92	up	yes
CEACAM8	5.1472	33.7500	5.8359	1.21e-90	1.56e-88	up	yes
GLT6D1	5.1449	1.0200	0.1077	8.71e-11	2.13e-10	up	yes
TNR	5.1441	91.4300	17.5846	2.63e-90	3.30e-88	up	yes
USH2A	5.1429	93.9300	11.9538	1.05e-105	2.70e-103	up	yes
ADGRV1	5.1426	316.7500	72.9077	1.22e-112	4.21e-110	up	yes
DMRTC1B	5.1414	35.9150	5.3487	4.74e-64	1.30e-62	up	yes
OR8D4	5.1405	18.7450	4.6103	7.20e-77	4.05e-75	up	yes
LRRD1	5.1399	43.9900	12.3128	4.38e-84	3.67e-82	up	yes
H2BC1	5.1358	0.6500	0.0359	2.46e-08	5.14e-08	up	yes
FAM205C	5.1338	3.2550	0.2615	9.64e-44	1.04e-42	up	yes
DUSP21	5.1329	0.6800	0.2359	3.78e-09	8.33e-09	up	yes
C5ORF47	5.1325	4.3650	0.8974	1.63e-50	2.28e-49	up	yes
GABRG3	5.1294	42.8000	9.5949	2.94e-76	1.59e-74	up	yes
PRR23D2	5.1269	0.9950	0.2205	1.11e-15	3.67e-15	up	yes
KRTAP1-4	5.1258	0.6400	0.0000	1.30e-08	2.78e-08	up	yes
RXFP3	5.1239	0.9900	0.2154	5.72e-11	1.41e-10	up	yes
SLC18A1	5.1218	7.1750	1.8410	6.75e-40	6.31e-39	up	yes
LHFPL1	5.1218	4.9250	1.2564	7.59e-52	1.13e-50	up	yes
RPL10L	5.1203	1.8300	0.4103	1.42e-25	7.63e-25	up	yes
AGR3	5.1189	1.5350	0.2051	1.82e-17	6.59e-17	up	yes
CCDC179	5.1149	3.1800	0.6462	4.22e-38	3.67e-37	up	yes
ATP9B	5.1148	4548.6200	1004.7744	5.65e-145	9.94e-142	up	yes
SV2C	5.1130	38.9300	11.1487	5.53e-82	4.13e-80	up	yes
OR2AE1	5.1091	8.9450	0.8769	4.18e-64	1.15e-62	up	yes
KRT37	5.1059	0.6850	0.2718	1.46e-06	2.68e-06	up	yes
CDH8	5.1052	89.0900	17.4462	1.77e-108	5.48e-106	up	yes
OR52K2	5.1025	3.4650	0.2923	1.54e-33	1.13e-32	up	yes
TAF1L	5.1020	19.4100	4.8205	1.40e-57	2.70e-56	up	yes
H2BW1	5.1017	0.8200	0.1385	1.90e-10	4.54e-10	up	yes
DNAAF6	5.1015	12.4650	3.8103	3.05e-61	7.04e-60	up	yes
C4ORF51	5.1013	2.7050	0.5385	9.71e-38	8.34e-37	up	yes
CYP2C18	5.1006	5.2050	1.4051	6.71e-40	6.27e-39	up	yes
OR6C74	5.0976	289.4400	61.4923	2.83e-116	1.27e-113	up	yes
DNTT	5.0930	1.7100	0.3436	2.30e-17	8.30e-17	up	yes
FAM9B	5.0928	40.8250	8.0974	2.17e-89	2.65e-87	up	yes
OR6S1	5.0904	0.9250	0.1128	1.04e-13	3.04e-13	up	yes
ZP2	5.0868	2.4300	0.4051	4.74e-42	4.82e-41	up	yes
SIGLECL1	5.0836	3.1350	0.8615	2.52e-38	2.21e-37	up	yes
GC	5.0830	2.1850	0.4410	2.40e-16	8.18e-16	up	yes
KRTAP13-1	5.0809	0.7400	0.0359	3.02e-08	6.26e-08	up	yes
FOXD4L5	5.0753	72.0650	17.2615	6.39e-83	5.09e-81	up	yes
GLRA3	5.0741	57.6750	10.9282	1.71e-92	2.46e-90	up	yes
TUNAR	5.0735	22.2450	3.0154	2.53e-72	1.05e-70	up	yes
CSNK1A1L	5.0725	9.0100	1.4667	1.37e-60	3.08e-59	up	yes
ASIC5	5.0700	1.0550	0.0564	9.11e-11	2.22e-10	up	yes
COX7B2	5.0698	4.8150	0.8872	1.55e-47	1.90e-46	up	yes
FABP12	5.0662	1.6200	0.5590	1.19e-21	5.34e-21	up	yes
BEND2	5.0652	41.1450	11.0051	2.12e-85	1.96e-83	up	yes
SERPINB4	5.0635	5.2900	1.2410	2.36e-17	8.50e-17	up	yes
VAX1	5.0626	16.3350	6.2769	5.22e-44	5.68e-43	up	yes
ATXN3L	5.0609	2.0950	0.4769	3.37e-15	1.08e-14	up	yes
SPATA31A5	5.0558	0.7150	0.0103	2.72e-05	4.55e-05	up	yes
KRTAP8-1	5.0529	1.0000	0.1026	1.25e-11	3.21e-11	up	yes
IQCF5	5.0521	0.6050	0.0154	1.91e-06	3.47e-06	up	yes
CCT6B	5.0520	267.9300	91.1538	1.89e-118	9.14e-116	up	yes
KLHL38	5.0515	107.9300	28.8615	1.11e-84	9.83e-83	up	yes
SPO11	5.0492	2.6500	0.2872	9.17e-35	7.05e-34	up	yes
CXCL17	5.0476	10.0400	0.5231	3.25e-55	5.66e-54	up	yes
TP53AIP1	5.0454	19.2050	3.1795	1.16e-89	1.43e-87	up	yes
NDST4	5.0445	9.8650	2.3590	1.72e-42	1.77e-41	up	yes
OR8H1	5.0403	28.7000	6.2410	2.33e-66	7.04e-65	up	yes
KRTAP5-11	5.0331	8.4100	1.2667	2.76e-68	9.18e-67	up	yes
PDCL2	5.0330	1.4050	0.0718	4.69e-18	1.75e-17	up	yes
ANKRD18B	5.0320	32.3000	5.3744	2.19e-59	4.66e-58	up	yes
OR2AG1	5.0296	78.0350	9.6513	3.62e-87	3.74e-85	up	yes
FOXI1	5.0279	1.5250	0.4667	4.97e-23	2.38e-22	up	yes
SAMD12	5.0235	1478.6200	282.8821	7.63e-116	3.36e-113	up	yes
SNAP91	5.0208	12.5150	3.6872	5.66e-47	6.79e-46	up	yes
TSPY4	5.0183	1.1450	0.0000	4.22e-03	5.91e-03	up	yes
ZAN	5.0139	6.1750	1.6410	8.90e-24	4.42e-23	up	yes
OR2T10	5.0047	6.8400	1.8410	1.10e-29	6.96e-29	up	yes
KRT82	5.0022	1.1850	0.1846	1.41e-15	4.61e-15	up	yes
C8ORF34	4.9969	103.6450	20.2821	6.10e-106	1.60e-103	up	yes
CNGA2	4.9944	4.5950	0.6667	1.18e-43	1.27e-42	up	yes
GJB1	4.9941	16.2150	9.6769	1.41e-49	1.88e-48	up	yes
OR6C4	4.9896	36.0650	11.7641	1.60e-66	4.86e-65	up	yes
OR4D9	4.9869	214.1800	48.4974	4.29e-98	8.06e-96	up	yes
TMEM239	4.9861	17.0550	5.6256	5.98e-67	1.87e-65	up	yes
SPANXN4	4.9838	0.7250	0.0308	1.94e-08	4.09e-08	up	yes
TMPRSS11F	4.9826	6.7950	1.7846	1.11e-41	1.12e-40	up	yes
CSMD3	4.9819	181.2150	24.3026	4.95e-103	1.11e-100	up	yes
CD200R1L	4.9817	6.5550	1.6410	7.41e-50	1.00e-48	up	yes
PLA2G2F	4.9811	6.8100	0.8359	2.81e-32	1.98e-31	up	yes
CFAP107	4.9805	70.3300	21.4513	3.66e-93	5.57e-91	up	yes
CCDC182	4.9798	0.8450	0.0923	1.80e-12	4.89e-12	up	yes
CYP2B6	4.9796	26.4950	6.9231	1.27e-71	5.07e-70	up	yes
ALX1	4.9792	5.2000	1.3538	2.53e-36	2.07e-35	up	yes
CHST9	4.9786	59.4150	21.3282	5.98e-73	2.60e-71	up	yes
GRIA4	4.9781	47.0250	10.1231	4.11e-86	3.94e-84	up	yes
PAGE4	4.9769	3.5350	1.3897	6.70e-28	3.95e-27	up	yes
ACOT12	4.9752	4.8700	1.1179	1.09e-50	1.54e-49	up	yes
SPINK14	4.9729	1.2800	0.0154	1.16e-18	4.47e-18	up	yes
ATP6V0A4	4.9715	3.9700	1.6154	3.50e-27	2.01e-26	up	yes
SLC7A3	4.9692	2.3450	0.9538	6.02e-21	2.61e-20	up	yes
CETN1	4.9690	1.1200	0.4256	9.56e-12	2.48e-11	up	yes
SULT1C3	4.9666	21.1000	2.0051	1.81e-48	2.31e-47	up	yes
EXD1	4.9649	16.9300	5.1026	9.76e-76	5.13e-74	up	yes
DDC	4.9642	2.8450	0.7538	1.12e-31	7.68e-31	up	yes
KLHL33	4.9619	266.8900	92.2462	1.21e-97	2.18e-95	up	yes
CPHXL	4.9618	17.5350	1.0615	2.04e-56	3.75e-55	up	yes
PLA2G4E	4.9614	23.8600	4.5846	2.18e-72	9.15e-71	up	yes
TP53TG3E	4.9604	0.8950	0.2769	2.20e-05	3.71e-05	up	yes
FAM47C	4.9597	0.9850	0.1077	5.59e-13	1.57e-12	up	yes
PRAMEF15	4.9535	1.2900	0.5385	9.95e-09	2.14e-08	up	yes
OR2V2	4.9526	85.4300	20.0410	5.86e-89	6.96e-87	up	yes
CA10	4.9523	8.3150	3.1795	3.20e-26	1.77e-25	up	yes
C13ORF42	4.9523	6.9350	1.5385	9.39e-50	1.26e-48	up	yes
BLOC1S6	4.9522	12274.8050	3889.3487	1.03e-126	8.29e-124	up	yes
OR1C1	4.9520	61.3200	6.0769	3.32e-76	1.79e-74	up	yes
UTS2B	4.9441	180.1200	57.5077	5.92e-114	2.24e-111	up	yes
SOX1	4.9410	3.2800	0.7077	3.77e-22	1.73e-21	up	yes
VGLL1	4.9408	1.0800	0.0769	4.40e-17	1.57e-16	up	yes
SST	4.9407	1.0100	1.4359	5.49e-12	1.45e-11	up	yes
TEX33	4.9382	1.1500	0.2359	7.36e-19	2.87e-18	up	yes
HAO1	4.9371	1.9550	0.3692	1.26e-24	6.52e-24	up	yes
KIF4B	4.9345	8.3850	2.4308	1.97e-36	1.61e-35	up	yes
KRT2	4.9312	688.7800	11.2308	1.24e-26	6.94e-26	up	yes
CERS3	4.9311	41.0650	4.1282	4.67e-64	1.28e-62	up	yes
ATP6V1G3	4.9293	1.5500	0.5692	5.88e-13	1.65e-12	up	yes
FREM3	4.9279	28.2750	2.9333	3.20e-79	2.09e-77	up	yes
CCDC198	4.9239	42.6250	9.0513	2.55e-62	6.33e-61	up	yes
C1ORF185	4.9214	5.0600	0.3846	3.55e-53	5.66e-52	up	yes
SLC15A1	4.9205	43.5100	12.7333	1.54e-87	1.66e-85	up	yes
PCDH11Y	4.9199	43.5300	14.1590	2.85e-73	1.26e-71	up	yes
DAO	4.9158	4.1850	1.1128	1.10e-35	8.81e-35	up	yes
SMIM28	4.9147	1.4550	0.2205	2.54e-21	1.12e-20	up	yes
NCAN	4.9144	4.9700	1.6205	1.60e-35	1.27e-34	up	yes
PRR23B	4.9134	0.8300	0.0667	4.21e-09	9.24e-09	up	yes
PSG9	4.9108	19.8500	4.1949	8.57e-48	1.07e-46	up	yes
SPP2	4.9080	58.4550	10.1744	2.24e-47	2.73e-46	up	yes
KLK15	4.9066	2.3300	0.3795	2.21e-35	1.75e-34	up	yes
TMPRSS11A	4.9058	29.3150	4.5590	1.95e-46	2.30e-45	up	yes
GRP	4.9055	1.3050	0.4564	3.15e-15	1.01e-14	up	yes
LRRTM4	4.9041	38.1150	6.8256	5.82e-63	1.52e-61	up	yes
BMP15	4.9030	1.0800	0.4205	1.67e-12	4.56e-12	up	yes
MAP3K19	4.9010	35.6900	5.7385	1.31e-76	7.25e-75	up	yes
ANKRD30BL	4.8970	51.4900	8.7641	5.55e-69	1.92e-67	up	yes
ANKFN1	4.8966	34.4350	8.3333	1.04e-81	7.68e-80	up	yes
GCG	4.8962	3.2450	1.1487	1.83e-31	1.24e-30	up	yes
KRT3	4.8956	1.3050	0.4872	3.77e-12	1.00e-11	up	yes
FOXI3	4.8908	5.9050	1.9231	6.62e-57	1.24e-55	up	yes
PSEN2	4.8906	2232.2900	728.4051	7.89e-126	6.11e-123	up	yes
PAX1	4.8882	27.2200	4.3897	2.52e-61	5.87e-60	up	yes
MYT1L	4.8865	286.4200	64.5385	1.77e-104	4.22e-102	up	yes
TINAG	4.8856	6.8450	1.9026	6.74e-37	5.61e-36	up	yes
ZNF722	4.8844	32.6600	14.8103	1.04e-52	1.62e-51	up	yes
WNT7A	4.8809	8.8650	2.4256	8.60e-65	2.43e-63	up	yes
SVOP	4.8778	73.7800	17.7590	2.50e-77	1.46e-75	up	yes
CLDN17	4.8762	0.6200	0.0000	9.12e-07	1.70e-06	up	yes
MINDY4B	4.8758	1.7100	1.3077	2.94e-22	1.36e-21	up	yes
COL19A1	4.8734	162.7400	11.7179	2.86e-86	2.78e-84	up	yes
ZSWIM2	4.8729	5.0850	1.2872	7.67e-49	9.95e-48	up	yes
ONECUT1	4.8701	14.2900	3.5590	9.72e-79	6.25e-77	up	yes
ADGRF1	4.8692	206.0000	41.2872	2.95e-87	3.12e-85	up	yes
OR10A3	4.8683	10.3850	4.0872	1.92e-62	4.82e-61	up	yes
SMIM42	4.8677	2.6550	0.6923	3.75e-21	1.64e-20	up	yes
BPIFB2	4.8658	1.1500	0.2974	4.38e-14	1.31e-13	up	yes
OR51B4	4.8646	3.8250	0.5385	1.50e-40	1.44e-39	up	yes
ODF1	4.8638	1.9500	0.9795	1.29e-23	6.36e-23	up	yes
MOG	4.8636	1.0050	0.2769	1.90e-20	8.04e-20	up	yes
AMER2	4.8617	72.9850	10.3436	4.43e-82	3.37e-80	up	yes
IL20	4.8592	2.5450	1.4103	1.69e-25	9.05e-25	up	yes
NPBWR1	4.8577	2.8200	0.8359	1.51e-32	1.08e-31	up	yes
SHISA9	4.8532	251.2250	63.7897	1.29e-104	3.21e-102	up	yes
IFNA2	4.8505	1.0450	0.1487	2.68e-13	7.67e-13	up	yes
GOLGA6L7	4.8500	32.6750	6.3436	7.58e-63	1.95e-61	up	yes
OR10G3	4.8484	315.7850	52.3795	4.82e-112	1.58e-109	up	yes
ELSPBP1	4.8464	0.8300	0.6359	1.26e-10	3.05e-10	up	yes
OR8K1	4.8446	0.6150	0.0000	6.33e-07	1.19e-06	up	yes
GP2	4.8431	24.1950	8.2103	2.14e-68	7.16e-67	up	yes
MINAR2	4.8422	28.8100	7.2923	1.01e-73	4.69e-72	up	yes
SLC22A7	4.8422	4.2350	0.8359	1.35e-45	1.55e-44	up	yes
GSTA2	4.8422	1.0000	0.3846	3.58e-10	8.43e-10	up	yes
TERB1	4.8393	33.9700	13.1641	5.62e-75	2.84e-73	up	yes
KLK12	4.8348	0.8250	0.3231	1.16e-08	2.48e-08	up	yes
OR5T1	4.8335	0.7850	0.0051	2.16e-05	3.65e-05	up	yes
SOX14	4.8317	0.7300	1.0308	9.25e-10	2.12e-09	up	yes
MS4A10	4.8315	31.0450	7.2513	1.68e-68	5.64e-67	up	yes
TRIM49D1	4.8313	280.3650	41.7744	2.06e-91	2.83e-89	up	yes
LY6L	4.8311	0.7450	0.1333	4.23e-09	9.28e-09	up	yes
TEDDM1	4.8307	26.8050	4.7692	1.44e-67	4.65e-66	up	yes
TTC6	4.8301	39.3350	9.0615	2.47e-85	2.24e-83	up	yes
NEDD4	4.8282	5995.0350	1494.0667	7.07e-134	8.55e-131	up	yes
OR6B3	4.8262	0.7350	0.0308	2.96e-08	6.14e-08	up	yes
CYP2C19	4.8262	46.5600	13.7282	1.61e-69	5.72e-68	up	yes
ABCA12	4.8257	54.4600	9.4872	5.56e-71	2.15e-69	up	yes
LRRIQ1	4.8238	33.9500	10.6051	4.77e-70	1.76e-68	up	yes
SLC30A8	4.8231	54.0500	14.9385	1.45e-69	5.19e-68	up	yes
ADAM29	4.8203	24.4900	7.8564	1.32e-67	4.29e-66	up	yes
OR51M1	4.8159	49.3350	13.5692	8.30e-69	2.84e-67	up	yes
TRPV6	4.8153	24.6200	4.8872	5.68e-75	2.86e-73	up	yes
OOSP2	4.8120	0.6550	0.0154	1.88e-07	3.69e-07	up	yes
RNF133	4.8119	29.5350	2.6000	1.39e-76	7.67e-75	up	yes
ZG16	4.8068	22.8800	5.0923	2.49e-81	1.79e-79	up	yes
CATSPER4	4.8053	1.4850	0.6103	1.66e-15	5.39e-15	up	yes
PRAMEF12	4.8027	2.1400	0.9590	2.18e-12	5.90e-12	up	yes
LCE4A	4.8023	0.7500	0.0256	4.79e-08	9.81e-08	up	yes
ZBBX	4.7998	23.4500	3.8667	4.52e-71	1.75e-69	up	yes
ODAM	4.7983	4.6700	1.7077	6.44e-26	3.51e-25	up	yes
KRTAP7-1	4.7980	1.0550	0.1487	2.39e-16	8.16e-16	up	yes
MCHR2	4.7977	21.0550	6.1385	1.20e-75	6.23e-74	up	yes
PTCHD1	4.7949	102.1800	20.4154	1.46e-94	2.30e-92	up	yes
OR7D4	4.7901	78.1650	21.9128	7.51e-84	6.24e-82	up	yes
TRHR	4.7900	19.3850	3.0308	3.34e-61	7.69e-60	up	yes
LRRTM3	4.7883	27.9000	4.1282	5.12e-43	5.37e-42	up	yes
OR4K13	4.7872	45.3750	14.6205	6.54e-74	3.09e-72	up	yes
KRTAP19-1	4.7865	0.5900	0.0359	4.18e-07	7.99e-07	up	yes
TDGF1P3	4.7858	21.4600	5.4615	1.21e-60	2.73e-59	up	yes
PCLO	4.7826	63.5050	17.6513	6.40e-66	1.90e-64	up	yes
IFNA21	4.7802	1.3400	0.3282	5.55e-22	2.53e-21	up	yes
OR10A2	4.7784	68.4350	16.5744	1.17e-72	4.98e-71	up	yes
XIRP2	4.7781	719.4700	529.5949	2.62e-21	1.15e-20	up	yes
VN1R5	4.7719	8.9250	1.0462	9.35e-63	2.39e-61	up	yes
USP29	4.7714	17.5750	5.4051	5.77e-59	1.20e-57	up	yes
C10ORF53	4.7713	37.9750	7.7641	2.22e-60	4.92e-59	up	yes
DMRT1	4.7705	13.5750	2.8462	3.33e-60	7.35e-59	up	yes
FABP1	4.7703	2.2500	0.7487	4.69e-26	2.57e-25	up	yes
SLFN12L	4.7700	1816.2250	349.6051	1.65e-104	4.00e-102	up	yes
SULT2A1	4.7695	25.4100	12.4051	8.65e-50	1.16e-48	up	yes
CFAP299	4.7687	29.0250	10.8359	7.43e-62	1.78e-60	up	yes
DGKB	4.7676	59.8300	12.6410	1.02e-83	8.47e-82	up	yes
SPIC	4.7675	3.4800	1.1128	2.41e-24	1.23e-23	up	yes
SNTG1	4.7651	70.4700	18.7846	1.92e-78	1.22e-76	up	yes
GABRR3	4.7619	41.1050	8.2564	6.07e-88	6.64e-86	up	yes
CDH9	4.7612	18.8750	3.4205	3.81e-65	1.09e-63	up	yes
OR4M2B	4.7607	0.6850	0.0051	3.22e-03	4.55e-03	up	yes
DGAT2L6	4.7580	9.3350	0.9538	1.17e-60	2.64e-59	up	yes
SLC13A5	4.7559	52.9000	13.8359	6.21e-76	3.32e-74	up	yes
ZSCAN5C	4.7559	2.0150	0.7333	3.11e-26	1.72e-25	up	yes
SNTN	4.7548	50.7350	16.2103	1.36e-79	8.93e-78	up	yes
IGFL4	4.7517	1218.9250	148.2769	9.33e-91	1.24e-88	up	yes
PDZD9	4.7498	46.4050	6.5282	8.51e-76	4.51e-74	up	yes
OR2AT4	4.7478	807.8900	129.0359	7.43e-100	1.51e-97	up	yes
SMIM2	4.7425	2.8050	0.9128	1.85e-36	1.52e-35	up	yes
TSPYL6	4.7409	56.2200	3.8821	1.02e-69	3.67e-68	up	yes
CEACAM5	4.7395	30.9800	10.9795	2.41e-58	4.81e-57	up	yes
CDH7	4.7366	63.8400	26.9179	6.78e-66	2.01e-64	up	yes
SUPT20HL2	4.7366	552.0050	276.0718	3.12e-69	1.09e-67	up	yes
CTNNA2	4.7364	22.5800	6.6564	5.29e-67	1.67e-65	up	yes
NAA11	4.7350	33.3250	3.5128	9.98e-77	5.57e-75	up	yes
IL1F10	4.7327	1.1150	0.2462	3.66e-14	1.10e-13	up	yes
SLC10A2	4.7303	19.5550	2.7128	4.12e-38	3.58e-37	up	yes
TMEM45A	4.7298	4294.9350	1525.8923	5.89e-122	3.68e-119	up	yes
GLYATL1B	4.7297	1.8950	0.4103	2.44e-22	1.13e-21	up	yes
CST9	4.7295	1.2200	0.3795	3.89e-13	1.10e-12	up	yes
MMP26	4.7286	5.6050	2.2256	1.34e-42	1.39e-41	up	yes
GAD2	4.7283	17.1750	4.6564	6.02e-71	2.31e-69	up	yes
STMND1	4.7253	59.9800	18.7179	2.71e-89	3.27e-87	up	yes
OR5C1	4.7252	8.6900	0.5744	2.06e-43	2.19e-42	up	yes
CDC20B	4.7248	61.9750	14.6615	7.70e-87	7.72e-85	up	yes
OR10Z1	4.7236	29.3600	6.1026	8.68e-75	4.35e-73	up	yes
ADAM30	4.7235	3.9500	2.7487	3.38e-17	1.21e-16	up	yes
SPINK7	4.7230	10.6250	0.8769	5.50e-55	9.42e-54	up	yes
DEFA1	4.7220	6.3750	0.1949	5.35e-10	1.24e-09	up	yes
VWA3B	4.7214	20.7600	5.1590	1.76e-73	7.94e-72	up	yes
NLRP2B	4.7205	7.8550	1.2154	5.20e-63	1.36e-61	up	yes
TRPC5OS	4.7193	4.8150	1.7538	4.23e-39	3.83e-38	up	yes
PIWIL1	4.7186	6.7800	2.3692	1.51e-13	4.39e-13	up	yes
NLRP11	4.7175	17.5500	4.4256	3.60e-65	1.03e-63	up	yes
TYRP1	4.7162	20.1250	3.3590	8.03e-35	6.20e-34	up	yes
SMIM9	4.7109	2.8300	0.3333	5.04e-38	4.37e-37	up	yes
IL22	4.7102	4.4150	0.9077	2.53e-43	2.68e-42	up	yes
