gene_symbol	log2_fold_change	mean_test	mean_control	pvalue	pvalue_adjusted	direction	significant
GRB7	-4.0235	1.3776	7.7886	3.39e-21	5.91e-20	down	yes
TNNI1	-4.0235	8.0816	49.8130	1.73e-35	3.25e-33	down	yes
ACOT12	-4.0212	2.0051	3.1707	8.43e-16	7.76e-15	down	yes
PGAP4	-4.0197	4.0714	50.3333	4.88e-22	9.63e-21	down	yes
SPATA48	-4.0184	0.5459	2.7154	8.85e-08	3.62e-07	down	yes
C22ORF42	-4.0182	4.0612	13.3089	1.24e-29	7.58e-28	down	yes
SLC26A3	-4.0168	2.0663	6.3902	3.09e-23	7.40e-22	down	yes
CRYAB	-4.0156	1.8418	7.9837	1.01e-14	8.38e-14	down	yes
TMEM114	-4.0154	0.1990	0.5366	1.29e-04	3.51e-04	down	yes
PCDH10	-4.0147	6.5510	114.2033	1.59e-24	4.53e-23	down	yes
CLCA1	-4.0111	0.5765	2.8780	3.80e-05	1.12e-04	down	yes
ST8SIA3	-4.0101	0.6173	2.9675	6.14e-09	2.84e-08	down	yes
SHISA6	-4.0097	0.9235	2.6260	8.82e-11	4.93e-10	down	yes
GYS2	-4.0096	0.6020	2.0244	1.78e-06	6.26e-06	down	yes
R3HDML	-4.0074	1.6276	4.2114	8.56e-22	1.64e-20	down	yes
FGD1	-4.0019	1.5867	11.4878	2.14e-24	6.00e-23	down	yes
LRIT1	-3.9974	0.1837	1.2195	1.99e-03	4.47e-03	down	yes
GPR26	-3.9974	0.9949	3.9350	3.34e-11	1.95e-10	down	yes
ESRP1	-3.9971	2.7704	10.4390	3.93e-23	9.24e-22	down	yes
CAVIN2	-3.9921	14059.5153	6966.7724	6.12e-28	2.84e-26	down	yes
SDR9C7	-3.9913	0.4439	1.8537	9.38e-07	3.41e-06	down	yes
PRAME	-3.9897	0.9286	36.4146	1.45e-09	7.16e-09	down	yes
DCC	-3.9897	3.9745	15.2520	1.56e-17	1.74e-16	down	yes
LUM	-3.9891	1.0867	5.7561	1.25e-11	7.64e-11	down	yes
CDKL2	-3.9857	7.4388	12.9268	5.30e-30	3.47e-28	down	yes
PCDH7	-3.9838	5.0867	18.2927	5.16e-25	1.58e-23	down	yes
PYGO1	-3.9837	14.2755	22.6992	2.15e-39	9.63e-37	down	yes
AMY1C	-3.9808	1.3265	3.6585	1.56e-12	1.02e-11	down	yes
SPATA16	-3.9795	0.6684	3.0000	4.01e-06	1.35e-05	down	yes
CFHR3	-3.9782	4.4949	8.5691	3.02e-22	6.17e-21	down	yes
PSG2	-3.9765	59.5102	170.0894	1.03e-25	3.45e-24	down	yes
THBS2	-3.9757	2.5867	17.8211	1.18e-23	2.98e-22	down	yes
C11ORF16	-3.9744	1.1020	4.2927	5.14e-24	1.36e-22	down	yes
C9ORF57	-3.9720	1.1633	1.3577	5.16e-14	3.98e-13	down	yes
GABRG3	-3.9661	26.8776	30.0569	4.25e-42	3.04e-39	down	yes
PCDHB4	-3.9647	0.3929	1.6748	3.55e-08	1.51e-07	down	yes
HTR1A	-3.9637	0.2500	2.0244	1.71e-04	4.58e-04	down	yes
KDM5D	-3.9574	164.7347	738.3415	2.14e-23	5.24e-22	down	yes
CCN4	-3.9571	2.1173	11.3659	1.94e-13	1.42e-12	down	yes
BANF2	-3.9558	0.4694	1.4390	4.86e-09	2.28e-08	down	yes
KCNH5	-3.9555	11.5153	18.6748	2.06e-22	4.33e-21	down	yes
HOXC6	-3.9541	0.7704	5.3089	8.62e-16	7.92e-15	down	yes
MROH2A	-3.9475	0.4337	4.5285	7.49e-07	2.76e-06	down	yes
PABPC4L	-3.9475	0.4082	8.3089	2.89e-04	7.48e-04	down	yes
SMCO2	-3.9457	0.7245	2.0081	7.04e-16	6.56e-15	down	yes
CASQ2	-3.9451	2.0204	2.8780	9.97e-11	5.54e-10	down	yes
PON1	-3.9418	1.6939	5.4228	4.81e-19	6.37e-18	down	yes
CBARP	-3.9363	6.3367	15.2764	3.49e-26	1.24e-24	down	yes
COL12A1	-3.9353	11.4796	38.2602	1.90e-29	1.14e-27	down	yes
SLC22A2	-3.9310	5.3163	15.0894	5.68e-23	1.30e-21	down	yes
DMRT2	-3.9307	1.4898	4.5691	8.52e-14	6.41e-13	down	yes
PRKAA2	-3.9276	23.6633	29.3089	1.24e-32	1.44e-30	down	yes
NGF	-3.9268	0.2296	1.8618	1.60e-06	5.65e-06	down	yes
TCF15	-3.9255	0.3878	4.1301	9.76e-08	3.98e-07	down	yes
FAT3	-3.9233	17.4847	31.4065	8.63e-38	2.82e-35	down	yes
ZBBX	-3.9213	2.8265	9.2520	2.76e-27	1.17e-25	down	yes
CCDC85A	-3.9211	0.7551	14.6667	2.05e-07	8.07e-07	down	yes
FGF12	-3.9208	18.0714	43.8049	2.14e-39	9.63e-37	down	yes
CIBAR2	-3.9138	7.0969	19.5203	1.66e-30	1.19e-28	down	yes
GDPD4	-3.9134	0.9184	2.7154	1.80e-13	1.32e-12	down	yes
SNCAIP	-3.9129	6.8520	34.1789	3.85e-31	3.15e-29	down	yes
SRPX2	-3.9093	13.0204	136.4634	2.15e-35	3.92e-33	down	yes
AWAT2	-3.9090	0.5102	0.9350	1.38e-06	4.93e-06	down	yes
DLGAP2	-3.9082	1.3469	4.0407	3.37e-08	1.44e-07	down	yes
LAMA3	-3.9064	7.7602	26.5203	5.32e-29	2.93e-27	down	yes
SH3BGRL2	-3.9026	2462.6531	1790.2520	5.79e-30	3.75e-28	down	yes
DRGX	-3.8999	0.6939	3.3984	7.43e-10	3.78e-09	down	yes
CHRDL2	-3.8981	0.6939	4.5691	3.50e-13	2.48e-12	down	yes
GFRA3	-3.8978	0.8520	3.2114	3.72e-12	2.37e-11	down	yes
ESRRG	-3.8943	6.8316	17.4878	2.07e-23	5.08e-22	down	yes
TMSB4Y	-3.8936	13.1020	63.2927	1.08e-20	1.75e-19	down	yes
ITIH6	-3.8924	0.4133	1.0244	1.63e-06	5.75e-06	down	yes
SLC9C1	-3.8920	1.4694	5.4634	9.90e-13	6.68e-12	down	yes
CCDC168	-3.8910	11.9949	23.9431	3.02e-23	7.26e-22	down	yes
ADGRL4	-3.8891	4.5918	573.8049	4.28e-22	8.56e-21	down	yes
NLRP9	-3.8879	1.8673	4.7805	3.67e-23	8.67e-22	down	yes
FHOD3	-3.8866	5.9643	12.3415	4.10e-26	1.44e-24	down	yes
PDE1A	-3.8854	4.7959	14.1951	1.29e-17	1.45e-16	down	yes
DZIP1	-3.8814	22.2041	44.4715	3.18e-39	1.33e-36	down	yes
FOXL1	-3.8801	0.4235	7.4715	1.47e-06	5.23e-06	down	yes
ADCY8	-3.8774	0.6939	7.1626	3.92e-05	1.16e-04	down	yes
CCDC63	-3.8753	0.7908	1.2195	5.20e-08	2.18e-07	down	yes
CBLN1	-3.8748	0.1020	0.6260	3.00e-04	7.75e-04	down	yes
CTRB2	-3.8738	0.2704	1.2927	1.00e-04	2.79e-04	down	yes
SLC7A2	-3.8689	6.7908	14.5366	2.67e-31	2.27e-29	down	yes
MUC13	-3.8688	1.0459	4.1870	1.74e-09	8.54e-09	down	yes
PTHLH	-3.8670	0.9694	5.4797	3.76e-13	2.66e-12	down	yes
LRP2	-3.8661	18.6939	35.1382	5.81e-40	2.95e-37	down	yes
ALX1	-3.8649	0.5663	12.9431	4.85e-04	1.21e-03	down	yes
TRIM60	-3.8635	35.9439	12.2927	1.95e-14	1.57e-13	down	yes
LAMC2	-3.8626	21.2245	51.0163	1.41e-33	1.92e-31	down	yes
SH2D7	-3.8615	0.8112	1.7236	4.26e-14	3.32e-13	down	yes
ADRA1B	-3.8598	0.1735	2.0732	1.96e-07	7.73e-07	down	yes
PDZRN4	-3.8592	0.6633	3.4309	4.39e-07	1.66e-06	down	yes
PRAMEF17	-3.8585	0.6224	1.1138	2.22e-10	1.20e-09	down	yes
SAMD7	-3.8585	4.7755	7.7886	1.67e-22	3.57e-21	down	yes
OPN1SW	-3.8546	0.9337	3.4878	2.58e-14	2.05e-13	down	yes
SIGLECL1	-3.8546	2.0663	3.6016	1.65e-14	1.34e-13	down	yes
POU3F4	-3.8539	0.6173	0.9512	1.06e-07	4.31e-07	down	yes
OLIG3	-3.8537	0.1276	20.2195	1.02e-03	2.43e-03	down	yes
ATP4B	-3.8535	0.3265	0.6829	1.25e-04	3.42e-04	down	yes
MAMDC2	-3.8527	3.0510	18.3089	1.13e-17	1.28e-16	down	yes
MEP1A	-3.8526	4.4235	11.6829	1.61e-14	1.31e-13	down	yes
RAET1L	-3.8513	0.1378	1.0407	1.81e-04	4.83e-04	down	yes
OR4D11	-3.8505	0.5459	0.7317	1.25e-03	2.92e-03	down	yes
ADCY1	-3.8503	16.3265	65.7561	4.15e-44	5.34e-41	down	yes
PDE10A	-3.8498	51.6224	69.5935	3.32e-42	2.46e-39	down	yes
LIPI	-3.8497	0.5816	3.0000	1.44e-09	7.14e-09	down	yes
C5ORF47	-3.8487	1.1327	3.1301	6.36e-15	5.37e-14	down	yes
PCSK2	-3.8469	6.2296	14.0325	4.12e-24	1.11e-22	down	yes
OR56A3	-3.8466	0.5306	1.8862	4.23e-05	1.24e-04	down	yes
CCDC73	-3.8464	4.7959	10.6748	3.28e-29	1.89e-27	down	yes
CCNO	-3.8439	0.6633	3.7073	2.49e-10	1.33e-09	down	yes
LRRTM1	-3.8436	0.2806	1.6748	2.34e-05	7.12e-05	down	yes
HAS2	-3.8431	5.0816	7.4634	7.51e-25	2.23e-23	down	yes
SERPINA5	-3.8429	0.3214	1.2033	4.68e-04	1.17e-03	down	yes
ANKRD30BL	-3.8408	13.2347	32.2927	9.41e-32	9.17e-30	down	yes
GRIN2B	-3.8368	10.9133	26.8699	1.10e-25	3.67e-24	down	yes
PKDCC	-3.8367	1.3010	36.0000	3.11e-23	7.43e-22	down	yes
RBFOX2	-3.8354	12.8469	97.6992	3.19e-45	4.40e-42	down	yes
NRSN1	-3.8334	0.9337	2.5285	5.51e-12	3.48e-11	down	yes
BDKRB2	-3.8333	0.6173	6.2602	2.13e-09	1.04e-08	down	yes
SOX9	-3.8329	1.2041	3.4715	1.03e-11	6.34e-11	down	yes
S100A16	-3.8317	5.0000	510.6016	9.35e-14	7.00e-13	down	yes
CETN1	-3.8301	0.0765	0.4390	3.58e-03	7.65e-03	down	yes
DDI1	-3.8292	3.2143	5.6260	8.19e-11	4.60e-10	down	yes
ATRNL1	-3.8289	5.4541	21.7642	4.48e-24	1.20e-22	down	yes
OR2T35	-3.8288	0.6531	0.9919	7.25e-08	2.99e-07	down	yes
ZNF454	-3.8277	2.3520	3.3740	4.09e-19	5.50e-18	down	yes
DGKB	-3.8231	15.0408	21.2358	4.53e-32	4.85e-30	down	yes
TSPAN11	-3.8213	0.6020	61.4553	3.98e-11	2.30e-10	down	yes
CRB1	-3.8178	24.9541	33.6829	1.43e-53	8.88e-50	down	yes
LRRC53	-3.8160	0.1378	2.4472	9.99e-04	2.37e-03	down	yes
SP8	-3.8141	2.9439	7.7805	2.55e-13	1.83e-12	down	yes
GLI3	-3.8128	6.2194	30.9675	6.06e-29	3.31e-27	down	yes
PRR30	-3.8113	0.1837	1.0000	6.08e-04	1.49e-03	down	yes
PAX1	-3.8112	2.8571	7.5610	1.92e-19	2.66e-18	down	yes
COBL	-3.8096	10.5714	21.3496	1.73e-27	7.52e-26	down	yes
NTF3	-3.8084	0.1276	1.8537	3.07e-03	6.66e-03	down	yes
PARVA	-3.8076	54.1786	203.0813	8.86e-51	2.14e-47	down	yes
IL13	-3.8074	2.1582	599.7886	1.11e-19	1.58e-18	down	yes
MYBPC1	-3.8068	2.2959	4.7642	3.83e-15	3.31e-14	down	yes
ARFGEF3	-3.8036	19.5867	44.5447	1.95e-37	6.27e-35	down	yes
CNTN1	-3.8001	11.8418	17.0000	1.68e-21	3.10e-20	down	yes
AQP7B	-3.7993	1.9949	7.6748	2.37e-18	2.90e-17	down	yes
MMP26	-3.7989	3.6990	8.0488	3.56e-23	8.44e-22	down	yes
MXRA5	-3.7985	1.0102	2.6748	2.08e-05	6.38e-05	down	yes
GAD1	-3.7957	2.0153	63.4634	1.52e-17	1.69e-16	down	yes
ZP2	-3.7932	0.6735	2.1382	1.51e-11	9.12e-11	down	yes
OR5H1	-3.7923	5.9235	13.2276	1.22e-26	4.68e-25	down	yes
MEIS2	-3.7919	20.2908	107.6748	5.70e-35	9.65e-33	down	yes
WSCD1	-3.7916	1.4949	54.3659	1.04e-19	1.50e-18	down	yes
OR8H2	-3.7911	4.2041	6.0894	3.87e-21	6.68e-20	down	yes
PTCHD3	-3.7905	5.4541	7.0732	5.17e-26	1.78e-24	down	yes
ZFHX4	-3.7885	12.7602	30.7480	3.66e-28	1.76e-26	down	yes
OTOP2	-3.7883	1.2449	1.9837	1.25e-10	6.88e-10	down	yes
NTF4	-3.7880	0.1786	1.3171	5.53e-05	1.60e-04	down	yes
NYAP2	-3.7879	16.7806	32.8211	5.14e-32	5.43e-30	down	yes
KIAA1549L	-3.7863	4.9592	28.8130	3.02e-19	4.12e-18	down	yes
FMO1	-3.7852	7.5306	8.4146	6.01e-22	1.17e-20	down	yes
GABRA4	-3.7833	5.0867	9.6585	5.29e-21	8.96e-20	down	yes
MC5R	-3.7832	2.9031	3.8780	5.27e-16	4.97e-15	down	yes
ACOT6	-3.7791	0.6429	2.4065	2.42e-12	1.57e-11	down	yes
AADAT	-3.7785	13.5408	19.7805	1.78e-21	3.27e-20	down	yes
RIPPLY2	-3.7784	0.1684	2.6748	1.55e-03	3.55e-03	down	yes
TUSC3	-3.7745	6.9949	98.2927	1.58e-20	2.52e-19	down	yes
TUBA3C	-3.7740	0.9388	2.0244	2.06e-05	6.31e-05	down	yes
ACRV1	-3.7709	2.1990	3.8862	3.31e-19	4.50e-18	down	yes
DAO	-3.7703	0.7551	2.6179	7.84e-11	4.40e-10	down	yes
CDCP2	-3.7693	0.7398	1.5772	8.04e-15	6.74e-14	down	yes
GHRH	-3.7689	0.2194	0.6911	3.84e-07	1.46e-06	down	yes
ANO3	-3.7685	4.1837	14.1138	1.22e-25	4.03e-24	down	yes
SLC22A8	-3.7682	0.8724	2.6911	1.39e-04	3.77e-04	down	yes
IRX2	-3.7676	1.3929	3.4228	3.82e-15	3.30e-14	down	yes
MDFI	-3.7663	0.1429	18.2358	1.68e-03	3.82e-03	down	yes
SYDE1	-3.7654	2.3265	22.5691	4.57e-22	9.09e-21	down	yes
PCDH18	-3.7654	1.8469	11.4553	1.60e-14	1.30e-13	down	yes
FRZB	-3.7651	1.3520	3.2927	1.09e-12	7.29e-12	down	yes
OR5K1	-3.7638	0.4694	1.8130	4.23e-09	2.00e-08	down	yes
ARHGEF15	-3.7638	15.5459	64.3902	1.11e-28	5.81e-27	down	yes
CCDC179	-3.7635	0.7092	2.0081	1.72e-11	1.03e-10	down	yes
OR2A12	-3.7632	6.6173	6.2439	2.17e-27	9.30e-26	down	yes
SLC17A6	-3.7630	3.1684	4.6911	1.23e-10	6.75e-10	down	yes
CCN1	-3.7624	2.1786	524.4065	3.44e-18	4.14e-17	down	yes
SHROOM2	-3.7604	3.8418	17.0163	7.35e-25	2.19e-23	down	yes
CCDC172	-3.7584	0.3878	1.7154	3.53e-06	1.20e-05	down	yes
CXADR	-3.7551	31.7143	56.7805	5.75e-47	9.24e-44	down	yes
OR3A1	-3.7527	2.9490	3.6341	2.67e-12	1.73e-11	down	yes
CATSPERD	-3.7521	2.6837	4.7724	1.88e-20	2.95e-19	down	yes
CNPY1	-3.7515	1.8112	6.0000	4.07e-14	3.18e-13	down	yes
MDGA2	-3.7510	6.5765	12.8455	3.37e-26	1.20e-24	down	yes
OR9G1	-3.7475	0.8265	4.3496	5.64e-09	2.63e-08	down	yes
FCAMR	-3.7471	0.8878	2.6911	1.55e-07	6.19e-07	down	yes
GAB4	-3.7467	1.0714	5.2276	1.07e-09	5.36e-09	down	yes
ASIC2	-3.7464	0.5510	3.1626	3.20e-06	1.09e-05	down	yes
SYNDIG1L	-3.7462	1.6122	2.6829	2.74e-12	1.77e-11	down	yes
EBF2	-3.7450	3.5408	8.1789	4.36e-21	7.47e-20	down	yes
SYTL5	-3.7440	0.9388	3.4878	4.38e-11	2.52e-10	down	yes
DNAH5	-3.7434	18.1020	33.1057	6.09e-35	1.02e-32	down	yes
SEMA3F	-3.7426	1.8827	33.5772	4.26e-22	8.53e-21	down	yes
NOX4	-3.7424	31.0918	77.3171	2.47e-36	5.47e-34	down	yes
MS4A10	-3.7416	23.4184	23.8293	1.30e-31	1.20e-29	down	yes
GNA14	-3.7401	2.6837	56.1707	1.46e-26	5.47e-25	down	yes
TJP1	-3.7399	29.0408	87.1382	7.63e-37	2.07e-34	down	yes
GAP43	-3.7390	2.0306	8.8699	6.27e-13	4.32e-12	down	yes
CPLX4	-3.7385	0.8929	4.2358	2.24e-16	2.20e-15	down	yes
CCDC83	-3.7385	1.5765	4.5285	6.54e-16	6.11e-15	down	yes
UGT1A8	-3.7380	0.1071	0.9268	1.13e-03	2.65e-03	down	yes
LIPK	-3.7363	0.4541	1.3008	1.34e-07	5.39e-07	down	yes
GULP1	-3.7342	34.1531	52.6260	2.87e-36	6.23e-34	down	yes
BTG4	-3.7328	0.3418	1.2033	3.08e-06	1.05e-05	down	yes
CFAP91	-3.7318	3.9031	10.5854	1.07e-23	2.70e-22	down	yes
PAGE1	-3.7295	0.2908	0.9756	1.35e-07	5.43e-07	down	yes
HTR4	-3.7259	1.9031	4.2439	9.12e-13	6.18e-12	down	yes
TNN	-3.7254	1.7245	9.2927	1.79e-11	1.07e-10	down	yes
DPEP2NB	-3.7212	1.3265	3.1220	9.49e-15	7.87e-14	down	yes
INA	-3.7191	1.0765	6.5772	1.80e-17	2.00e-16	down	yes
SPINK1	-3.7188	10.2602	78.9106	1.60e-24	4.56e-23	down	yes
AXDND1	-3.7180	6.4031	12.3740	6.93e-21	1.16e-19	down	yes
KRT6B	-3.7173	3.0561	1.7236	1.83e-05	5.66e-05	down	yes
FRMPD4	-3.7170	1.5153	4.7561	2.72e-06	9.36e-06	down	yes
HORMAD2	-3.7170	0.6582	1.9675	8.11e-10	4.12e-09	down	yes
RIMS2	-3.7160	48.7806	59.3415	3.65e-39	1.50e-36	down	yes
GRM3	-3.7153	9.7500	20.0163	1.85e-25	5.99e-24	down	yes
C3ORF84	-3.7153	0.2041	1.5691	3.28e-07	1.26e-06	down	yes
MUC19	-3.7117	18.3367	29.9106	2.75e-20	4.22e-19	down	yes
MYH15	-3.7111	5.1633	14.5935	9.28e-27	3.62e-25	down	yes
ERICH5	-3.7108	1.5765	3.2114	8.86e-13	6.02e-12	down	yes
MMP13	-3.7103	2.7704	5.3171	4.99e-28	2.36e-26	down	yes
LARP6	-3.7092	10.9847	33.6179	5.61e-39	2.26e-36	down	yes
TYR	-3.7089	7.4694	6.7236	9.18e-19	1.18e-17	down	yes
CATSPER4	-3.7084	0.8061	1.9756	2.77e-09	1.33e-08	down	yes
SGCD	-3.7076	6.5204	17.1951	1.63e-26	6.05e-25	down	yes
TFAP2C	-3.7056	4.7755	9.7886	1.51e-30	1.09e-28	down	yes
DDR2	-3.7043	17.0459	46.6585	7.39e-35	1.23e-32	down	yes
DLX3	-3.7037	0.4694	24.3659	2.95e-10	1.56e-09	down	yes
MS4A12	-3.7027	0.1888	0.9431	3.61e-04	9.19e-04	down	yes
TMEM61	-3.7021	0.0459	0.5041	3.26e-03	7.04e-03	down	yes
ERVMER34-1	-3.6989	7.1582	8.4065	1.23e-22	2.68e-21	down	yes
CHAC1	-3.6971	8.6582	85.8374	3.89e-25	1.21e-23	down	yes
SPACA5	-3.6959	3.0357	8.4878	1.18e-22	2.58e-21	down	yes
HHIP	-3.6957	24.2398	526.2439	4.16e-33	5.15e-31	down	yes
AKNAD1	-3.6946	6.0765	7.8455	4.73e-26	1.65e-24	down	yes
LMX1A	-3.6925	0.4235	1.7154	1.38e-03	3.19e-03	down	yes
FOXL2	-3.6916	0.4235	4.5366	5.03e-06	1.68e-05	down	yes
TANC1	-3.6916	34.0561	146.2602	5.28e-48	1.02e-44	down	yes
TSPAN12	-3.6912	1.2041	43.2683	3.29e-12	2.11e-11	down	yes
PLPPR4	-3.6899	1.1480	3.6179	7.01e-10	3.58e-09	down	yes
RXRG	-3.6885	0.2398	2.0163	4.45e-06	1.50e-05	down	yes
PSG1	-3.6875	2.4439	5.7642	8.79e-15	7.32e-14	down	yes
GUCY2F	-3.6863	1.1582	2.8293	1.83e-08	8.05e-08	down	yes
OPRK1	-3.6861	5.8878	8.6179	1.79e-24	5.09e-23	down	yes
SPRY4	-3.6850	2.0561	66.6748	6.46e-24	1.67e-22	down	yes
OR52N5	-3.6848	5.5000	8.7480	4.59e-15	3.93e-14	down	yes
LRRIQ4	-3.6836	2.3724	6.8293	8.40e-26	2.84e-24	down	yes
SERPINA6	-3.6818	0.2602	2.1057	4.03e-04	1.02e-03	down	yes
KCNC2	-3.6817	3.3520	3.5935	7.06e-13	4.84e-12	down	yes
SHISAL2B	-3.6794	0.6480	1.6911	2.79e-16	2.71e-15	down	yes
CSMD2	-3.6793	15.0204	40.6504	5.47e-32	5.73e-30	down	yes
SVEP1	-3.6753	27.1276	29.2033	2.47e-27	1.05e-25	down	yes
CDH12	-3.6752	7.9439	11.4228	1.45e-24	4.14e-23	down	yes
TBC1D28	-3.6747	0.5051	2.5854	7.74e-10	3.93e-09	down	yes
FAM189A2	-3.6727	5.4694	28.1626	1.80e-21	3.30e-20	down	yes
ARHGAP40	-3.6714	0.4235	2.4146	5.49e-09	2.56e-08	down	yes
FERMT2	-3.6693	25.5510	115.9675	6.38e-52	2.21e-48	down	yes
BHLHE22	-3.6691	1.7194	57.2520	1.70e-08	7.53e-08	down	yes
FAT1	-3.6677	12.8163	99.6992	2.60e-33	3.46e-31	down	yes
OR6C6	-3.6667	5.7602	8.0407	8.15e-24	2.08e-22	down	yes
AGBL4	-3.6636	13.6990	17.1707	2.67e-33	3.51e-31	down	yes
NOX1	-3.6635	2.5612	7.0488	2.48e-30	1.72e-28	down	yes
PXDN	-3.6630	15.3265	883.0244	9.02e-39	3.28e-36	down	yes
PLAC1	-3.6588	0.6122	1.9675	1.34e-08	5.98e-08	down	yes
HNF1B	-3.6569	3.5204	16.6585	1.32e-26	5.03e-25	down	yes
PTPRG	-3.6568	19.9949	99.9512	6.94e-37	1.91e-34	down	yes
FRG2C	-3.6552	1.9133	6.1138	4.63e-19	6.14e-18	down	yes
SHANK2	-3.6544	5.3163	26.7561	6.44e-27	2.55e-25	down	yes
TAGLN3	-3.6537	0.5459	4.2927	4.18e-13	2.94e-12	down	yes
OIT3	-3.6537	1.9133	4.4634	1.43e-16	1.44e-15	down	yes
APLNR	-3.6505	0.9439	5.3902	1.20e-06	4.29e-06	down	yes
IFNL4	-3.6481	0.7092	5.4146	5.69e-13	3.94e-12	down	yes
TMEM271	-3.6479	0.6786	0.9187	4.78e-09	2.24e-08	down	yes
EGFL6	-3.6463	2.0153	5.1789	3.33e-13	2.36e-12	down	yes
ANGPTL5	-3.6454	1.8929	3.1707	8.08e-10	4.10e-09	down	yes
OR6C75	-3.6436	67.2959	100.5854	9.08e-35	1.45e-32	down	yes
NEU4	-3.6432	8.6990	174.9024	3.30e-17	3.53e-16	down	yes
COLEC10	-3.6431	1.5918	10.5203	2.95e-12	1.90e-11	down	yes
MMP12	-3.6422	2.7500	8.2439	4.56e-05	1.33e-04	down	yes
KNG1	-3.6420	6.9082	8.3659	9.69e-22	1.84e-20	down	yes
COL1A2	-3.6412	27.4949	146.9675	1.04e-38	3.70e-36	down	yes
PAH	-3.6408	1.2959	6.4797	1.97e-13	1.43e-12	down	yes
FAM135B	-3.6401	5.2194	15.3496	4.53e-24	1.21e-22	down	yes
ULBP2	-3.6373	6.1837	51.9024	5.46e-30	3.57e-28	down	yes
SPATA31A6	-3.6372	0.1939	0.9024	1.60e-03	3.65e-03	down	yes
TEX13C	-3.6360	1.1327	3.0976	3.94e-16	3.79e-15	down	yes
TPSG1	-3.6359	0.1888	0.7317	1.77e-06	6.22e-06	down	yes
ZPLD1	-3.6352	10.6276	10.4309	3.12e-15	2.71e-14	down	yes
GLRA2	-3.6350	0.6020	0.9350	3.09e-08	1.33e-07	down	yes
MSI1	-3.6346	8.9337	14.2439	2.31e-37	7.20e-35	down	yes
OR1J1	-3.6342	2.9184	3.9106	2.77e-13	1.98e-12	down	yes
ELOVL2	-3.6339	1.8010	3.7642	9.85e-12	6.06e-11	down	yes
OR2T2	-3.6330	2.8980	5.4797	3.23e-10	1.71e-09	down	yes
PRR27	-3.6312	6.0561	6.1789	8.43e-29	4.48e-27	down	yes
CADPS	-3.6282	14.4796	21.0325	4.77e-31	3.77e-29	down	yes
HMCN1	-3.6277	7.3316	21.5041	4.31e-22	8.62e-21	down	yes
PEX5L	-3.6276	13.1378	20.9756	6.66e-32	6.76e-30	down	yes
CFAP65	-3.6262	3.9898	8.6016	1.15e-20	1.87e-19	down	yes
NWD2	-3.6254	0.9031	5.2195	6.86e-07	2.53e-06	down	yes
USP26	-3.6235	10.6633	11.8618	8.34e-28	3.83e-26	down	yes
DIRAS3	-3.6230	1.1837	2.4146	4.13e-17	4.36e-16	down	yes
ELMOD1	-3.6223	8.5867	15.7236	5.33e-25	1.63e-23	down	yes
SIM1	-3.6180	10.2959	11.1545	8.70e-20	1.26e-18	down	yes
NPC1L1	-3.6173	2.0204	4.5772	9.05e-23	2.01e-21	down	yes
SCGN	-3.6160	0.6122	1.7642	9.94e-06	3.19e-05	down	yes
PTPN21	-3.6154	4.2500	19.1545	9.71e-26	3.26e-24	down	yes
PRAMEF9	-3.6151	9.3316	12.6423	2.56e-28	1.24e-26	down	yes
HABP2	-3.6143	0.3520	3.8374	7.90e-06	2.57e-05	down	yes
CWH43	-3.6138	0.2092	2.0976	3.02e-04	7.78e-04	down	yes
SLITRK3	-3.6119	6.5408	4.6667	3.14e-16	3.04e-15	down	yes
KANK4	-3.6106	10.7806	12.5854	3.74e-27	1.55e-25	down	yes
BMP5	-3.6086	1.3980	4.6098	6.67e-11	3.78e-10	down	yes
HMCN2	-3.6082	8.7959	16.6585	1.13e-19	1.61e-18	down	yes
RXFP1	-3.6082	4.3673	11.0244	3.34e-20	5.07e-19	down	yes
PPIC	-3.6072	4.3112	93.6667	1.07e-20	1.75e-19	down	yes
ERICH6	-3.6071	3.2296	11.2927	9.92e-27	3.85e-25	down	yes
SVOPL	-3.6059	5.8316	11.1707	1.31e-20	2.12e-19	down	yes
ARL14	-3.6047	1.1786	1.7398	1.36e-09	6.74e-09	down	yes
UCP1	-3.6014	0.9286	3.4797	8.92e-11	4.99e-10	down	yes
PCDH17	-3.6014	5.9847	18.2846	1.17e-24	3.40e-23	down	yes
DCN	-3.6013	22.0561	28.8293	6.74e-33	8.18e-31	down	yes
ARSI	-3.5997	0.7551	7.6748	1.11e-11	6.81e-11	down	yes
AOX1	-3.5984	2.6633	8.6829	1.50e-18	1.87e-17	down	yes
GPR139	-3.5968	2.7449	8.7480	7.06e-15	5.94e-14	down	yes
CARD10	-3.5942	2.2806	38.1382	6.34e-27	2.52e-25	down	yes
CACNA1B	-3.5925	2.5969	8.0813	8.91e-20	1.29e-18	down	yes
CLDN14	-3.5918	0.9439	6.9837	4.83e-12	3.06e-11	down	yes
TRPA1	-3.5907	6.8673	15.9919	1.06e-26	4.10e-25	down	yes
IGSF3	-3.5843	7.0153	78.5285	6.78e-30	4.36e-28	down	yes
ERICH4	-3.5821	1.2602	4.7236	5.34e-18	6.30e-17	down	yes
ECSCR	-3.5820	1.7245	151.3415	3.10e-10	1.64e-09	down	yes
GK2	-3.5806	0.2041	0.4715	1.47e-04	3.96e-04	down	yes
