gene_symbol	log2_fold_change	mean_test	mean_control	pvalue	pvalue_adjusted	direction	significant
FOXF2	-3.2637	119.6510	34.9885	1.34e-07	1.65e-06	down	yes
CLDN18	-3.2498	5.7292	24.3333	3.15e-16	3.95e-14	down	yes
SKOR2	-3.2436	2.4427	5.2069	1.59e-07	1.92e-06	down	yes
IQGAP3	-3.2425	27.1615	151.0920	5.36e-28	5.13e-25	down	yes
EPB41L4B	-3.1898	1.7708	43.3678	2.34e-09	4.77e-08	down	yes
KIAA1217	-3.1714	12.9375	99.5057	1.90e-24	9.34e-22	down	yes
COL8A1	-3.1652	49.3125	1624.0805	4.49e-24	1.97e-21	down	yes
STEAP2	-3.1484	12.6875	224.9425	2.63e-18	4.59e-16	down	yes
HOXC11	-3.1432	0.1979	8.1149	1.94e-03	6.91e-03	down	yes
SALL4	-3.1369	19.7552	53.8506	2.52e-22	8.64e-20	down	yes
CXCL2	-3.1200	93.7552	523.5977	2.36e-14	1.85e-12	down	yes
TOX3	-3.1150	1.7344	31.3333	1.50e-10	4.23e-09	down	yes
MND1	-3.1059	27.0885	48.0230	1.43e-19	3.36e-17	down	yes
PARVA	-3.1056	31.4583	413.3103	6.63e-25	3.45e-22	down	yes
RAI14	-3.1020	19.6615	313.5862	4.55e-19	9.62e-17	down	yes
RHBDF1	-3.0846	3.2865	101.2989	2.76e-19	6.27e-17	down	yes
MT1M	-3.0711	11.5000	57.2299	5.38e-05	3.14e-04	down	yes
HOXC8	-3.0612	0.3125	23.3333	3.74e-04	1.68e-03	down	yes
TREH	-3.0579	0.5729	4.1494	1.70e-03	6.16e-03	down	yes
CCL26	-3.0460	0.2812	3.9770	1.92e-03	6.84e-03	down	yes
LARP6	-3.0338	5.6667	108.7701	1.08e-16	1.52e-14	down	yes
CLCA2	-3.0176	0.4479	30.8966	6.78e-04	2.81e-03	down	yes
COL6A3	-3.0148	71.9635	15090.9425	4.54e-24	1.97e-21	down	yes
LUM	-2.9870	2.6042	1086.9655	5.08e-07	5.29e-06	down	yes
B4GALNT1	-2.9832	1.0208	24.7011	3.55e-08	5.13e-07	down	yes
FN1	-2.9786	1575.0156	71477.1609	2.79e-12	1.29e-10	down	yes
IRX2	-2.9779	0.8490	26.6897	1.75e-06	1.58e-05	down	yes
CAP2	-2.9695	0.8177	41.5977	6.35e-05	3.62e-04	down	yes
TCIM	-2.9623	0.2865	13.2989	8.35e-04	3.36e-03	down	yes
KIRREL1	-2.9452	1.8750	536.1609	1.56e-04	7.93e-04	down	yes
SLC44A4	-2.9412	1.5260	15.7126	1.96e-05	1.29e-04	down	yes
SSX1	-2.9369	0.3906	10.7931	9.86e-04	3.86e-03	down	yes
CYP2C18	-2.9297	0.2812	3.9885	2.51e-04	1.19e-03	down	yes
CSF3	-2.9269	1.9479	78.3563	1.80e-04	8.95e-04	down	yes
DKK1	-2.9149	0.6250	75.5287	6.16e-04	2.59e-03	down	yes
GRB7	-2.9108	1.4792	11.8276	5.15e-13	2.85e-11	down	yes
PBK	-2.8874	24.8802	138.6667	5.42e-13	2.99e-11	down	yes
MEIS2	-2.8793	18.1302	195.3563	1.82e-15	1.92e-13	down	yes
RNF128	-2.8641	1.7031	23.3103	8.04e-04	3.24e-03	down	yes
COL6A2	-2.8550	414.8021	7593.1724	1.76e-18	3.27e-16	down	yes
PPP1R3C	-2.8478	0.3646	109.0575	4.06e-04	1.80e-03	down	yes
KIF2C	-2.8416	81.4896	404.6552	4.78e-20	1.22e-17	down	yes
MMP2	-2.8390	56.2917	9238.1149	1.52e-05	1.03e-04	down	yes
SUPT20HL2	-2.8301	225.3906	433.2874	4.28e-22	1.39e-19	down	yes
PRRX2	-2.8253	0.2708	123.9885	8.21e-05	4.54e-04	down	yes
TBX18	-2.8099	0.4115	90.2529	4.94e-04	2.14e-03	down	yes
NQO1	-2.8025	114.7812	729.1264	4.09e-24	1.86e-21	down	yes
KLF15	-2.7893	106.2760	244.8161	5.78e-15	5.18e-13	down	yes
IL17A	-2.7880	0.6302	15.3793	2.21e-03	7.69e-03	down	yes
CA12	-2.7842	15.1198	1159.8851	1.82e-15	1.92e-13	down	yes
EFS	-2.7767	0.6094	64.6552	9.55e-04	3.76e-03	down	yes
BCAR1	-2.7763	5.8958	83.0115	3.07e-08	4.51e-07	down	yes
PTPN14	-2.7750	86.7552	475.9770	1.10e-22	4.08e-20	down	yes
GALNT18	-2.7713	1.7917	37.1264	7.00e-11	2.20e-09	down	yes
FST	-2.7324	7.0885	291.0690	7.90e-16	9.21e-14	down	yes
TJP1	-2.7244	22.2240	133.4138	9.44e-17	1.34e-14	down	yes
IL6	-2.7137	71.0417	1801.9080	7.52e-14	5.13e-12	down	yes
PTPRG	-2.6981	12.6406	294.1609	1.60e-15	1.75e-13	down	yes
P3H3	-2.6979	26.6198	268.6667	6.10e-26	4.27e-23	down	yes
SMIM22	-2.6897	4.0417	24.1494	4.17e-14	3.02e-12	down	yes
ITGA11	-2.6878	43.9375	491.2989	2.88e-19	6.47e-17	down	yes
SLC2A10	-2.6835	10.1198	116.8736	9.52e-18	1.56e-15	down	yes
CENPF	-2.6771	219.5677	982.8621	3.84e-22	1.27e-19	down	yes
EIF1AY	-2.6626	204.9635	493.7931	2.10e-11	7.64e-10	down	yes
FGF18	-2.6583	2.2448	22.0345	9.04e-17	1.29e-14	down	yes
AADAT	-2.6367	2.0781	17.8621	5.10e-08	7.06e-07	down	yes
FAM180A	-2.6349	1.1823	28.8276	1.52e-06	1.39e-05	down	yes
IFNG	-2.6342	67.9531	7572.8966	2.46e-14	1.92e-12	down	yes
ITGB8	-2.6315	77.8490	365.7586	9.94e-20	2.44e-17	down	yes
TPX2	-2.6133	181.6823	789.8276	3.20e-19	7.01e-17	down	yes
MLPH	-2.6094	17.6354	104.1954	4.61e-22	1.47e-19	down	yes
ESRP1	-2.6077	2.1771	39.4483	1.56e-08	2.47e-07	down	yes
MYO1B	-2.5975	43.1771	791.8506	2.28e-16	2.96e-14	down	yes
FAIM2	-2.5922	4.4375	24.0460	1.61e-11	6.04e-10	down	yes
RBFOX2	-2.5851	11.5885	238.6437	5.49e-21	1.51e-18	down	yes
PTPN21	-2.5831	3.2396	76.4943	1.28e-11	4.95e-10	down	yes
CDH13	-2.5725	20.2812	264.2069	5.53e-15	5.00e-13	down	yes
GEM	-2.5714	11.8854	299.1379	1.06e-10	3.19e-09	down	yes
KIF20A	-2.5705	37.7917	276.7356	1.26e-13	7.94e-12	down	yes
FERMT2	-2.5647	14.8698	382.9540	5.20e-17	7.82e-15	down	yes
IGFBPL1	-2.5622	28.2500	65.1264	1.36e-16	1.87e-14	down	yes
IL23R	-2.5565	14.1875	68.1954	3.06e-16	3.87e-14	down	yes
CLDN1	-2.5497	1.7448	50.7126	6.36e-04	2.66e-03	down	yes
ENAH	-2.5484	44.8177	629.5172	1.06e-18	2.07e-16	down	yes
SERPINH1	-2.5332	174.2031	1568.9195	1.01e-27	8.32e-25	down	yes
CCNB1	-2.5320	147.7656	636.2529	1.56e-19	3.59e-17	down	yes
STEAP1	-2.5235	2.2812	190.0805	5.01e-05	2.95e-04	down	yes
SLC1A1	-2.5220	6.6354	64.7241	3.27e-13	1.89e-11	down	yes
CLDN11	-2.5126	13.5365	168.5632	1.93e-16	2.56e-14	down	yes
COL4A1	-2.5108	20.2500	1773.1034	4.41e-13	2.46e-11	down	yes
DSG2	-2.5088	26.1667	112.2759	2.50e-17	3.93e-15	down	yes
FMOD	-2.5073	2.2760	329.7471	1.47e-05	1.00e-04	down	yes
KCNK15	-2.5049	0.3281	17.7931	2.04e-03	7.21e-03	down	yes
RAET1G	-2.5010	0.4583	10.0690	9.54e-06	6.92e-05	down	yes
GFRA1	-2.4956	1.4740	190.9655	2.02e-05	1.33e-04	down	yes
FGF1	-2.4943	1.5625	63.8736	3.04e-05	1.91e-04	down	yes
AOX1	-2.4941	2.2656	335.6207	1.18e-07	1.47e-06	down	yes
TFAP2C	-2.4926	2.3854	28.2644	2.42e-10	6.47e-09	down	yes
KIF7	-2.4913	7.6719	71.8506	1.19e-13	7.56e-12	down	yes
GALNTL5	-2.4843	0.8438	18.1149	1.87e-04	9.26e-04	down	yes
SPP1	-2.4782	8670.4844	4372.5862	2.00e-07	2.36e-06	down	yes
CDCA8	-2.4772	98.5885	335.6897	9.19e-19	1.84e-16	down	yes
EBF2	-2.4768	1.7708	39.5172	5.67e-07	5.83e-06	down	yes
RPS4Y1	-2.4731	2240.6667	3773.7931	2.86e-04	1.33e-03	down	yes
PTGIS	-2.4723	21.8229	715.9425	1.04e-12	5.34e-11	down	yes
PRDM16	-2.4617	7.7812	56.2069	5.31e-15	4.88e-13	down	yes
ONECUT2	-2.4557	2.8646	18.7931	3.13e-05	1.96e-04	down	yes
DCN	-2.4466	10.8490	5283.4138	7.63e-13	4.01e-11	down	yes
KRT7	-2.4414	7.0104	116.5862	4.78e-11	1.57e-09	down	yes
CPA4	-2.4393	7.0208	44.3908	2.34e-10	6.30e-09	down	yes
DPP6	-2.4354	13.6771	60.9425	5.36e-16	6.46e-14	down	yes
CCL4L2	-2.4330	51.1615	540.7471	1.40e-10	3.98e-09	down	yes
INHBA	-2.4274	71.8906	1095.3563	3.64e-11	1.24e-09	down	yes
CCDC74A	-2.4240	5.4688	27.8276	2.89e-17	4.46e-15	down	yes
PIMREG	-2.4171	10.8333	58.8736	1.02e-19	2.47e-17	down	yes
LAMC2	-2.4146	10.2604	51.0920	2.55e-09	5.12e-08	down	yes
HMMR	-2.4089	63.8698	306.6092	3.81e-13	2.16e-11	down	yes
NEK2	-2.4049	38.8542	158.6437	2.92e-18	5.06e-16	down	yes
CDH15	-2.3946	2.9479	15.6092	5.62e-09	1.01e-07	down	yes
IGFBP6	-2.3909	8.3958	740.4598	4.29e-18	7.36e-16	down	yes
NFATC4	-2.3891	2.4948	136.5747	5.39e-11	1.73e-09	down	yes
HNF4A	-2.3839	28.0781	69.6207	1.52e-13	9.43e-12	down	yes
PPP2R2C	-2.3831	3.2188	26.4713	3.35e-08	4.87e-07	down	yes
MB	-2.3827	0.3281	11.8391	1.75e-03	6.30e-03	down	yes
SHROOM3	-2.3782	10.2344	52.4023	2.18e-12	1.03e-10	down	yes
LPIN3	-2.3706	27.4583	103.3793	1.44e-19	3.36e-17	down	yes
FGF23	-2.3690	1919.4323	3368.1379	1.95e-13	1.20e-11	down	yes
PLA2R1	-2.3625	24.8802	140.0000	1.06e-13	6.85e-12	down	yes
SIX1	-2.3601	1.3854	75.0460	6.10e-08	8.28e-07	down	yes
PNMA2	-2.3523	17.3958	131.2069	4.52e-16	5.56e-14	down	yes
TOP2A	-2.3494	276.8385	1478.5862	1.96e-13	1.20e-11	down	yes
HNF1B	-2.3477	2.2135	32.0575	5.21e-08	7.19e-07	down	yes
SEZ6L2	-2.3361	2.3438	30.3563	9.81e-11	2.98e-09	down	yes
P4HA2	-2.3354	46.3750	396.3333	1.88e-17	2.99e-15	down	yes
RASSF8	-2.3340	17.1615	203.2644	2.12e-14	1.67e-12	down	yes
FOXG1	-2.3335	1.4688	5.1149	6.31e-07	6.39e-06	down	yes
CCBE1	-2.3329	36.6094	324.5057	1.62e-15	1.76e-13	down	yes
DZIP1	-2.3309	10.0625	104.0575	2.95e-11	1.03e-09	down	yes
LAMB3	-2.3263	35.0469	125.3908	3.35e-13	1.93e-11	down	yes
HEPH	-2.3251	11.4219	156.5287	1.59e-08	2.52e-07	down	yes
BDKRB1	-2.3134	5.1510	124.8391	6.89e-10	1.65e-08	down	yes
SULF1	-2.3133	3.2917	1065.8851	2.32e-07	2.69e-06	down	yes
MYH14	-2.3129	8.0052	78.7586	4.15e-11	1.40e-09	down	yes
MEX3A	-2.3122	3.9010	29.5632	7.62e-13	4.01e-11	down	yes
NNMT	-2.3120	9.5625	991.3908	1.22e-12	6.09e-11	down	yes
EFNB3	-2.3101	1.3802	14.6092	2.57e-03	8.75e-03	down	yes
KIF4A	-2.3081	43.8229	209.9655	3.41e-11	1.17e-09	down	yes
CYP1A1	-2.3035	2.1927	17.4713	2.70e-10	7.07e-09	down	yes
HR	-2.3029	38.6458	48.8161	5.37e-07	5.56e-06	down	yes
KCNJ8	-2.2990	0.9948	9.4138	1.01e-05	7.26e-05	down	yes
DST	-2.2900	249.0573	1117.4828	3.05e-16	3.87e-14	down	yes
CENPA	-2.2891	29.2135	93.9080	3.62e-13	2.07e-11	down	yes
CNTN3	-2.2817	2.1406	28.3103	7.32e-05	4.10e-04	down	yes
CIART	-2.2814	16.0625	56.2989	1.20e-17	1.93e-15	down	yes
NPNT	-2.2767	1.0729	22.0690	7.52e-05	4.20e-04	down	yes
ASCL1	-2.2744	0.5521	2.4713	2.27e-04	1.09e-03	down	yes
GPR85	-2.2731	57.6250	156.0575	2.24e-15	2.27e-13	down	yes
RAB3B	-2.2721	85.3698	251.2069	1.96e-14	1.57e-12	down	yes
ARC	-2.2711	4.0677	88.4253	1.19e-09	2.63e-08	down	yes
CLSPN	-2.2711	171.8073	404.2989	3.07e-19	6.81e-17	down	yes
FERMT1	-2.2695	27.4010	89.2989	3.55e-12	1.60e-10	down	yes
ETV4	-2.2634	4.0365	36.8851	9.32e-10	2.12e-08	down	yes
ALDH1L2	-2.2630	29.7760	367.3563	2.06e-13	1.24e-11	down	yes
RGS22	-2.2566	5.3490	11.1724	5.76e-06	4.44e-05	down	yes
SLIT2	-2.2543	4.0885	126.1494	6.01e-06	4.61e-05	down	yes
VSTM4	-2.2427	24.1771	119.5057	3.03e-14	2.29e-12	down	yes
MICOS10-NBL1	-2.2426	1.0521	5.3103	1.72e-03	6.20e-03	down	yes
PPP1R1B	-2.2404	3.7500	30.6437	3.09e-08	4.54e-07	down	yes
FZD7	-2.2400	12.7344	100.1954	6.50e-13	3.47e-11	down	yes
TMEM98	-2.2305	16.0000	115.9770	1.40e-11	5.34e-10	down	yes
PALM	-2.2269	17.8490	86.5402	1.95e-14	1.56e-12	down	yes
FAT1	-2.2250	10.1094	546.7241	2.51e-09	5.05e-08	down	yes
RHOXF2	-2.2146	13.9844	34.0805	4.33e-10	1.08e-08	down	yes
CHDH	-2.2126	34.4219	70.3103	1.69e-16	2.31e-14	down	yes
AKR1C2	-2.2114	15.0729	229.0460	1.64e-12	7.99e-11	down	yes
TFAP2A	-2.2077	1.2240	56.6667	3.85e-06	3.12e-05	down	yes
SGK2	-2.2072	10.9531	23.0690	3.75e-14	2.76e-12	down	yes
ZFHX4	-2.2069	9.2552	70.2759	8.42e-10	1.96e-08	down	yes
ZFY	-2.1991	66.6354	210.4138	6.16e-04	2.59e-03	down	yes
SLC7A2	-2.1956	2.7396	77.7126	2.26e-08	3.42e-07	down	yes
GDA	-2.1955	20.7917	62.3448	6.66e-14	4.64e-12	down	yes
GPRC5A	-2.1931	29.9583	441.7586	7.42e-15	6.46e-13	down	yes
FOXQ1	-2.1908	3.3698	52.1954	4.66e-04	2.04e-03	down	yes
COMP	-2.1889	8.2500	3537.9310	4.31e-08	6.06e-07	down	yes
CDCA2	-2.1873	43.0000	222.0460	1.43e-10	4.05e-09	down	yes
ENPP1	-2.1821	29.3958	129.1379	2.13e-15	2.19e-13	down	yes
IRX5	-2.1792	0.4635	10.2759	2.66e-03	9.03e-03	down	yes
ERICH2	-2.1747	5.3177	17.2989	1.55e-11	5.84e-10	down	yes
NES	-2.1742	1.8125	108.9655	4.18e-06	3.35e-05	down	yes
COL27A1	-2.1689	32.4948	114.8046	7.08e-14	4.88e-12	down	yes
PITX1	-2.1689	9.2760	69.5632	2.06e-12	9.70e-11	down	yes
EBF3	-2.1611	4.4271	83.3218	3.52e-07	3.84e-06	down	yes
CAMK2B	-2.1608	14.7396	42.6207	1.25e-11	4.84e-10	down	yes
KLK10	-2.1591	11.6302	152.4023	5.15e-09	9.36e-08	down	yes
PCDHGB5	-2.1581	6.2135	94.4943	2.44e-10	6.48e-09	down	yes
SLC16A1	-2.1533	255.4896	561.5402	1.24e-22	4.51e-20	down	yes
NFASC	-2.1506	18.2344	157.5057	3.51e-12	1.58e-10	down	yes
VGLL3	-2.1482	36.0781	265.9310	1.09e-12	5.53e-11	down	yes
MOCOS	-2.1473	18.9740	83.0115	5.30e-15	4.88e-13	down	yes
ZBED2	-2.1466	21.7396	519.5172	1.75e-08	2.71e-07	down	yes
EXPH5	-2.1443	57.6667	174.4368	1.16e-14	9.74e-13	down	yes
ELN	-2.1440	24.7656	2638.1494	8.36e-12	3.39e-10	down	yes
CAVIN1	-2.1386	83.1823	1463.8391	1.73e-13	1.06e-11	down	yes
AICDA	-2.1375	39.1198	181.8506	3.29e-14	2.45e-12	down	yes
LRATD1	-2.1319	1.1146	20.6782	9.00e-04	3.58e-03	down	yes
CPS1	-2.1271	15.2812	72.4943	1.78e-15	1.90e-13	down	yes
C1QTNF1	-2.1259	19.0781	493.5287	1.11e-10	3.30e-09	down	yes
MFAP2	-2.1228	1.2552	134.7816	8.55e-06	6.28e-05	down	yes
THY1	-2.1223	11.6354	454.4828	2.18e-09	4.48e-08	down	yes
NTNG1	-2.1190	10.9375	78.8736	8.89e-13	4.61e-11	down	yes
THBS2	-2.1186	1.7188	400.5172	1.69e-07	2.03e-06	down	yes
BUB1B	-2.1148	64.8281	309.8506	7.02e-12	2.92e-10	down	yes
TIE1	-2.1141	21.3229	158.4713	9.06e-15	7.74e-13	down	yes
CDCP1	-2.1136	58.2760	128.3678	8.56e-14	5.68e-12	down	yes
LAMA4	-2.1091	15.4896	793.2759	1.05e-10	3.17e-09	down	yes
ABCA8	-2.1074	10.4948	73.2989	3.96e-08	5.63e-07	down	yes
EDIL3	-2.1030	0.7083	128.9885	2.30e-03	7.97e-03	down	yes
ZNF462	-2.1021	32.1406	88.2759	8.22e-14	5.50e-12	down	yes
EMP2	-2.0998	88.9167	419.6897	7.42e-14	5.09e-12	down	yes
NECTIN4	-2.0964	9.1771	55.0805	4.81e-11	1.58e-09	down	yes
PLAT	-2.0944	33.8125	252.9885	7.29e-15	6.38e-13	down	yes
LAMA3	-2.0944	7.9427	92.9310	9.30e-08	1.19e-06	down	yes
ERRFI1	-2.0942	24.8594	203.1954	2.06e-14	1.64e-12	down	yes
OMD	-2.0877	27.2031	62.4138	5.04e-08	6.99e-07	down	yes
PHLDB1	-2.0782	83.4479	422.5977	5.47e-17	8.16e-15	down	yes
SEMA3F	-2.0763	1.6302	111.4943	1.23e-05	8.60e-05	down	yes
RASAL2	-2.0735	86.9792	358.7931	3.22e-15	3.19e-13	down	yes
FBN1	-2.0681	54.5885	8203.0230	7.41e-12	3.06e-10	down	yes
NPHS1	-2.0668	20.1719	50.0575	2.07e-09	4.29e-08	down	yes
PUS7	-2.0620	131.8854	227.4253	4.03e-25	2.29e-22	down	yes
BARX2	-2.0614	8.5677	24.1034	3.35e-10	8.60e-09	down	yes
EGR2	-2.0611	217.3802	984.6207	9.44e-10	2.15e-08	down	yes
HNF4G	-2.0587	1.1354	12.1264	1.67e-03	6.06e-03	down	yes
SLC39A14	-2.0578	176.7760	1991.4023	4.76e-17	7.22e-15	down	yes
CDCA3	-2.0572	58.5417	199.6667	9.15e-15	7.77e-13	down	yes
CENPW	-2.0550	92.6719	132.5747	1.10e-13	7.05e-12	down	yes
GGT5	-2.0544	43.5052	240.7356	1.52e-13	9.43e-12	down	yes
LRFN5	-2.0517	0.7396	9.7356	7.26e-04	2.97e-03	down	yes
TMPRSS4	-2.0472	30.4375	102.5862	3.17e-13	1.84e-11	down	yes
GJD2	-2.0471	1.7031	7.7011	6.68e-05	3.79e-04	down	yes
IGSF3	-2.0457	7.2031	52.2874	3.03e-09	5.93e-08	down	yes
PLA2G4E	-2.0420	3.6562	39.0460	7.39e-06	5.52e-05	down	yes
ASPM	-2.0416	120.6094	545.9655	8.71e-09	1.48e-07	down	yes
PGBD5	-2.0397	15.6927	36.8161	3.81e-15	3.70e-13	down	yes
AURKA	-2.0344	88.5885	331.8966	1.06e-15	1.22e-13	down	yes
PNMA8A	-2.0335	15.0990	34.4598	5.30e-10	1.29e-08	down	yes
DSC3	-2.0326	22.6615	193.5402	9.80e-10	2.21e-08	down	yes
PCDHGB4	-2.0303	3.6302	51.9540	1.36e-06	1.26e-05	down	yes
LRIG3	-2.0297	1.7240	44.6782	8.38e-04	3.37e-03	down	yes
PYCR1	-2.0275	63.6250	315.8851	1.87e-09	3.93e-08	down	yes
H3C8	-2.0261	26.2708	302.7701	1.62e-04	8.17e-04	down	yes
CFH	-2.0249	164.0938	442.6207	1.10e-15	1.25e-13	down	yes
GLIS3	-2.0236	20.9531	153.0575	4.23e-09	7.87e-08	down	yes
PTHLH	-2.0204	1.0625	35.5287	2.28e-03	7.92e-03	down	yes
ETNPPL	-2.0176	1.7031	6.8046	2.74e-04	1.28e-03	down	yes
ASS1	-2.0168	11.1927	396.4483	3.93e-07	4.22e-06	down	yes
NGEF	-2.0127	1.5990	26.3678	4.85e-06	3.83e-05	down	yes
CDH17	-2.0119	13.8750	105.5172	3.06e-07	3.40e-06	down	yes
ITGBL1	-2.0082	4.9896	407.5057	4.37e-06	3.49e-05	down	yes
CCNO	-2.0035	0.5990	5.6322	2.02e-03	7.12e-03	down	yes
OSMR	-2.0030	35.3802	587.1839	1.11e-09	2.46e-08	down	yes
