direction	term_id	term_name	source	pvalue_adjusted	intersection_size	term_size	precision	recall	genes
up	GO:0006954	inflammatory response	GO:BP	1.42e-11	72	862	0.1125	0.0835	ADIPOQ,ADORA3,SIGLEC1,CEBPA,LPL,CMA1,STAB1,PLP1,CSF1R,ABCD2,CD36,SCGB1A1,LEP,CX3CR1,C4B_2,AGTR2,FOLR2,SLC18A2,PTGER3,TNF,TREM2,TMIGD3,ALOX5,CSRP3,NPY5R,ITGAM,TNFAIP8L2,CCR2,CCL3,HP,FCGR2B,SYK,CCL21,P2RX1,PTPN6,AOC3,FABP4,CCL13,IL10RA,NFAM1,SERPINF2,EPHB6,SERPINA1,IRF5,CCR1,TRIM55,TLR7,CD200R1,TAC1,NCF1,TRIL,NLRC4,SCN9A,PIK3AP1,ACP5,APOE,FPR3,CYBB,CD14,ELANE,C4A,NRROS,NOX4,CD163,SCNN1B,FCGR3B,CCL19,PLA2G4B,TYROBP,SUCNR1,C3AR1,MSMP
down	GO:0000785	chromatin	GO:CC	1.44e-11	32	1404	0.3019	0.0228	H4C11,H2AC16,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H1-5,H3C12,HES5,H2BC13,H2AC17,H3C11,H2BC10,H2AC13,H2AC12,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H1-1,H3C10,H2BC11,BCL11B,H2BC9,SALL1,ATF3,GATA6,SOX17,H2BC6
down	REAC:R-HSA-1221632	Meiotic synapsis	REAC	1.52e-11	13	76	0.1429	0.1711	H4C11,H2BC17,H2AC14,H2BC14,H2BC13,H2BC10,H2AC7,H2BC3,H4C13,H2BC8,H2BC11,H2BC9,H2BC6
down	GO:0071222	cellular response to lipopolysaccharide	GO:BP	2.57e-11	16	215	0.1509	0.0744	CXCL5,CSF3,IL1B,CXCL8,CXCL3,CXCL2,IL6,CXCL1,PF4V1,IL1A,CXCL6,TNFAIP3,CSF2,GHSR,SERPINE1,ANKRD1
up	GO:0031012	extracellular matrix	GO:CC	2.92e-11	54	559	0.0799	0.0966	ADIPOQ,CTSG,TPSAB1,CPA3,CILP,CHAD,F13A1,CMA1,SNORC,TPSB2,AZGP1,FREM1,MMP27,HMCN2,LINGO4,KERA,EMILIN3,LEFTY2,SFRP2,CBLN4,EGFL6,EMID1,C1QC,COL2A1,HPSE2,FGL1,ADAMTSL2,ASPN,THBS4,COCH,WNT11,SERPINF2,SBSPON,SERPINA1,OPTC,COL10A1,GPC3,MYOC,TRIL,MUC5AC,CBLN1,APOE,NCAM1,ELANE,COL6A5,COL9A1,OGN,COL9A3,PHOSPHO1,ANGPTL6,SERPINF1,PTPRZ1,MMP23B,WNT6
up	GO:0030312	external encapsulating structure	GO:CC	3.14e-11	54	560	0.0799	0.0964	ADIPOQ,CTSG,TPSAB1,CPA3,CILP,CHAD,F13A1,CMA1,SNORC,TPSB2,AZGP1,FREM1,MMP27,HMCN2,LINGO4,KERA,EMILIN3,LEFTY2,SFRP2,CBLN4,EGFL6,EMID1,C1QC,COL2A1,HPSE2,FGL1,ADAMTSL2,ASPN,THBS4,COCH,WNT11,SERPINF2,SBSPON,SERPINA1,OPTC,COL10A1,GPC3,MYOC,TRIL,MUC5AC,CBLN1,APOE,NCAM1,ELANE,COL6A5,COL9A1,OGN,COL9A3,PHOSPHO1,ANGPTL6,SERPINF1,PTPRZ1,MMP23B,WNT6
down	GO:0009617	response to bacterium	GO:BP	3.54e-11	25	728	0.2358	0.0343	CXCL5,CSF3,IL1B,SELE,CXCL8,CXCL3,CXCL2,IL6,CXCL1,PF4V1,H2BC10,IL1A,CXCL6,CCL20,C15ORF48,TNFAIP3,CSF2,H2BC8,GHSR,SERPINE1,H2BC11,ANKRD1,GNLY,IL7R,H2BC6
down	GO:0006325	chromatin organization	GO:BP	4.47e-11	27	884	0.2547	0.0305	H4C11,H2AC16,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H1-5,H3C12,H2BC13,H2AC17,H3C11,H2BC10,H2AC13,H2AC12,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H1-1,H3C10,H2BC11,H2BC9,H2BC6,KDM6B
down	KEGG:05323	Rheumatoid arthritis	KEGG	5.14e-11	13	88	0.1711	0.1477	CXCL5,IL1B,CXCL8,CXCL3,CXCL2,IL6,CXCL1,IFNG,IL1A,CXCL6,CCL20,CSF2,CCL5
down	GO:0071219	cellular response to molecule of bacterial origin	GO:BP	5.24e-11	16	225	0.1509	0.0711	CXCL5,CSF3,IL1B,CXCL8,CXCL3,CXCL2,IL6,CXCL1,PF4V1,IL1A,CXCL6,TNFAIP3,CSF2,GHSR,SERPINE1,ANKRD1
up	GO:0051239	regulation of multicellular organismal process	GO:BP	5.96e-11	161	2956	0.2516	0.0545	ADIPOQ,CTSG,HLA-DOA,ADORA3,TNMD,SIGLEC1,RHEX,CEBPA,LPL,LILRB2,CLEC4G,KLK3,CIDEA,CMA1,KCNIP2,STAB1,LGALS12,NPY1R,CSF1R,ABCD2,CD36,CNMD,SCGB1A1,FEZF2,VSIG4,FRZB,LEP,FOXA2,CALCR,CX3CR1,LINGO4,TRDN,NELL1,ADCYAP1,FGF20,AGTR2,SLN,SFRP2,PTGER3,TNF,PIK3R6,TREM2,DTX1,SASH3,TMIGD3,C1QC,ALOX5,CSRP3,BMP5,ACVR1C,CACNG1,TNFAIP8L2,CCR2,TNNT3,CCL3,FGL1,DES,C1QTNF4,ARHGAP4,FCGR2B,SYK,MSTN,ALDH1A1,ASPN,CD209,CCL21,HLA-DPB1,P2RX1,PTPN6,TRPC3,EDN3,THBS4,TRIM63,HLA-DOB,FABP4,FOXS1,SCN4A,CNTNAP4,NFAM1,CACNA1H,SLITRK6,WNT11,MYF6,GRID2,SERPINF2,MAP2K6,SCN4B,ATP1A2,KCNQ1,EPHB6,IRF5,CCR1,OPTC,PLA2G5,KCNJ5,TLR7,CD200R1,YBX2,SPI1,SRY,NCF1,CD4,HCAR2,GATM,HPGDS,CD244,DIO3,TRIL,TSPAN8,CARD11,MZB1,CD300LF,CD19,NLRC4,EBI3,CD84,CBLN1,ACP5,KBTBD13,NGFR,BPI,LCN2,APOE,CORO1A,NCKAP1L,DCC,CYBB,CD14,APOA2,SLC46A2,ELANE,CSF3R,CD33,CD300A,NPR1,TBXAS1,PHOSPHO1,LAPTM5,RAB25,PTPRD,TPPP,CCL19,MERTK,RYR2,TYROBP,SERPINF1,SOX8,VAX1,RASAL3,KCNA2,SLC39A12,ATP2A1,ADRA2B,DMRT2,HCRTR2,PTPRZ1,PDCD1,GATA1,C3AR1,HRH2,WNT6
down	GO:0008009	chemokine activity	GO:MF	6.16e-11	10	50	0.0926	0.2000	CXCL5,CXCL8,CXCL3,CXCL2,CXCL1,PF4V1,CXCL6,CCL20,XCL1,CCL5
up	GO:0031982	vesicle	GO:CC	6.45e-11	200	4033	0.2959	0.0496	TRARG1,KRT6A,KLK5,GPD1,CTSG,C6,HLA-DOA,CPA3,CILP,ACTA1,SIGLEC1,HBB,HK3,DCD,CALML5,LILRB2,F13A1,SPRR3,KRT5,KRT13,KLK3,CMA1,STAB1,CALML3,KRT6C,CD36,AZGP1,SCGB1A1,IBSP,PLCB2,AQP7,MYO7A,CALCR,CX3CR1,KLK6,PRKAR2B,MPEG1,SERPINB13,C4B_2,TRPM2,LEFTY2,MRC1,SLC18A2,NXPE4,TMEM150B,SIGLEC9,FCER2,TNF,C8B,RYR1,ALOX5,BMP5,SCEL,JCHAIN,ITGAM,KRT6B,LYVE1,SERPINI2,DES,MROH2B,WDFY4,NCF4,KRT2,AOC1,TUBB8,CILP2,KLK8,HP,SYK,TREML1,ALDH1A1,GPA33,HLA-DPB1,P2RX1,DPYS,PTPN6,SLC6A5,AOC3,LHCGR,DENND1C,ITLN1,CRISPLD1,C7,THBS4,SLC17A8,HLA-DOB,FGD2,FABP4,MSR1,CA4,NFAM1,OLFM4,SERPINF2,AQP4,ATP1A2,KCNQ1,SERPINA1,CALB1,MAL2,CLVS2,PLA2G5,UNC13C,XPNPEP2,CD79A,TLR7,DPEP3,NCF1,CD4,SLC40A1,MYOC,AMY2A,ARHGAP30,GATM,ALB,SYT13,DIO3,TSPAN8,PKD2L1,CARD11,MUC5AC,PGAM4,CD19,HPGD,AMY2B,DMTN,FBP2,OR2A4,NGFR,TTN,CNTN1,BPI,LCN2,APOE,CORO1A,CD177,ATP13A5,NCKAP1L,CYBB,CD14,SLC37A2,KRT24,APOA2,SLC46A2,ELANE,CXCR1,CSF3R,PCLO,CHL1,BBOX1,GRIA2,KRT25,BIN2,CD33,NME8,CD300A,SELENOP,CLCA1,C4A,ADCYAP1R1,OGN,CD163,LAPTM5,ANXA8L1,SCNN1B,PCSK1N,C2,RAB25,ANGPTL6,PTPRD,GLIPR1L1,FLT3,FCGR3B,CES3,C1ORF116,EML5,NEB,CEACAM3,AKR1C4,CACNG4,PLA2G4B,TYROBP,SERPINF1,PARM1,PPFIA2,LRAT,EVPL,SUCNR1,SLC6A2,NKD2,RASAL3,SLC39A12,ARHGAP45,SYT17,KRT12,CHIT1,C3AR1,ANO1,ACKR4,ITIH3,WNT6
down	REAC:R-HSA-195721	Signaling by WNT	REAC	6.59e-11	21	327	0.2308	0.0642	H4C11,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,H2BC13,H3C11,H2BC10,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,SOX17,H2BC6
down	KEGG:04657	IL-17 signaling pathway	KEGG	9.30e-11	13	92	0.1711	0.1413	CXCL5,CSF3,IL1B,CXCL8,CXCL3,CXCL2,IL6,CXCL1,IFNG,CXCL6,CCL20,TNFAIP3,CSF2
up	GO:0009605	response to external stimulus	GO:BP	9.38e-11	139	2415	0.2172	0.0576	KRT6A,THRSP,KLK5,ADIPOQ,CTSG,C6,ACTA1,CEBPA,LPL,DCD,LILRB2,ADH7,KRT5,KLK3,CMA1,STAB1,CSF1R,ABCD2,CD36,SCGB1A1,FEZF2,VSIG4,LEP,FOXA2,CX3CR1,TRDN,MPEG1,C4B_2,TRPM2,MRC1,PTGER3,TNF,PIK3R6,C8B,P2RY12,TREM2,C1QC,ALOX5,CSRP3,SCEL,NPY5R,JCHAIN,ITGAM,TNFAIP8L2,CCR2,CCL3,WDFY4,RNASE13,HP,CXCL14,FCGR2B,SYK,MSTN,TREML1,CD209,CCL21,FMO1,SEMA3D,PTPN6,PGLYRP4,TRPC3,EDN3,ITLN1,C7,THBS4,FABP4,CCL13,IL10RA,C4BPA,SLITRK6,WNT11,GRID2,SERPINF2,MAP2K6,AQP4,ATP1A2,IFNA5,KCNQ1,IRF5,CALB1,CCR1,IFNA13,USP17L2,PLA2G5,TLR7,CD200R1,SPI1,NCF1,CD4,GPC3,LRTM1,CD244,TRIL,TSPAN8,PKD2L1,CA3,CD300LF,HPGD,NLRC4,SCN9A,PIK3AP1,CD84,ACP5,IFIT1B,NGFR,TTN,F10,BPI,LCN2,APOE,CORO1A,CD177,FPR3,NCKAP1L,CYBB,CD14,SLC46A2,ELANE,CXCR1,CSF3R,BIN2,CD300A,PDGFD,C4A,SCNN1B,C2,CCL19,RYR2,TYROBP,LRAT,EVPL,SUCNR1,CHIT1,GATA1,C3AR1,ANO1,ACKR4,GPR88,MSMP
down	REAC:R-HSA-73884	Base Excision Repair	REAC	1.10e-10	13	88	0.1429	0.1477	H4C11,H2BC17,H2AC14,H2BC14,H2BC13,H2BC10,H2AC7,H2BC3,H4C13,H2BC8,H2BC11,H2BC9,H2BC6
up	GO:0009897	external side of plasma membrane	GO:CC	1.51e-10	44	408	0.0651	0.1078	CNTFR,CLEC4G,CD36,AZGP1,CX3CR1,FOLR2,FCER2,TNF,IGSF21,ITGAM,CCR2,ST14,FCRL4,FCGR2B,MS4A2,CD163L1,IZUMO1R,CD209,P2RX1,GFRA3,CA4,AQP4,CCR1,CD79A,CD200R1,CD4,CD244,CD19,EBI3,CD84,F10,NCAM1,CD14,CXCR1,CSF3R,UMODL1,GRIA2,CD33,CD163,SCNN1B,FCGR3B,GFRA2,PDCD1,ACKR4
down	REAC:R-HSA-2262752	Cellular responses to stress	REAC	2.21e-10	30	796	0.3297	0.0377	H4C11,CXCL8,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,IL6,H1-5,H3C12,AREG,H2BC13,CA9,H3C11,H2BC10,IL1A,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H1-1,H3C10,H2BC11,H2BC9,ATF3,H2BC6,RPS18,KDM6B
down	GO:0019221	cytokine-mediated signaling pathway	GO:BP	2.46e-10	21	518	0.1981	0.0405	CXCL5,CSF3,IL1B,CXCL8,EREG,CXCL3,CXCL2,IL6,CXCL1,IFNG,PF4V1,IL1A,CXCL6,CCL20,TNFAIP3,CSF2,H2BC11,XCL1,IL1RN,IL7R,CCL5
up	GO:0065007	biological regulation	GO:BP	2.66e-10	475	12743	0.7422	0.0373	CIDEC,ADH1B,KRT6A,THRSP,KLK5,GPD1,ADIPOQ,CTSG,C6,HLA-DOA,XIRP2,ADORA3,CPA3,CILP,TNMD,NUPR2,ACTA1,SIGLEC1,RHEX,PPP1R3A,CEBPA,LPL,HBB,CHAD,ADH1C,SLC7A10,CALML5,LILRB2,SEZ6,F13A1,ADH7,KRT5,CNTFR,KRT13,CLEC4G,KLK3,CIDEA,CMA1,KCNIP2,MAS1L,PFKFB1,STAB1,LGALS12,PLP1,LIPE,MRAP,NPY1R,DPP6,CSF1R,UGT1A10,ABCD2,CD36,VIPR1,AZGP1,CNMD,SCGB1A1,FEZF2,LILRA1,VSIG4,FRZB,IBSP,LEP,PPP1R1B,PLCB2,GRIK3,FOXA2,CALCR,CX3CR1,LINGO4,KLK6,TRDN,PRKAR2B,STYXL2,NELL1,KLHL41,ADCYAP1,SERPINB13,FGF20,C4B_2,AGTR2,TRPM2,MS4A14,LEFTY2,FOLR2,DBX2,P2RY14,ZNF648,FOXA3,SLC18A2,SLN,SFRP2,PCDH8,PTGER3,RHOXF1,CBLN4,CYTH4,SIGLEC9,FCER2,TNF,PIK3R6,ADH1A,C8B,P2RY12,TREM2,RYR1,EGFL6,DTX1,SASH3,TMIGD3,C1QC,SORCS3,CRABP1,MRGPRX2,TBXT,TPPP2,ALOX5,WNK2,GABRA3,CSRP3,BMP5,HOXC12,SCEL,IGSF21,SCGB2A2,NPY5R,TBL1Y,ACVR1C,LPAR5,DRD5,JCHAIN,COL2A1,HPSE2,KLHL40,ITGAM,CACNG1,GPR34,TNFAIP8L2,CCR2,TNNT3,CCL3,FGL1,UCN3,FCRL4,EPB42,LYVE1,MLXIPL,KCNA6,DES,C1QTNF4,MROH2B,ADAMTSL2,SSTR3,KRT2,ECRG4,KLK8,HP,ARHGAP4,CYP4F12,CXCL14,FGFBP1,FCGR2B,SYK,NKX1-2,P2RY13,MSTN,TREML1,MS4A2,OSTN,ALDH1A1,ASPN,SLC38A3,LRRC63,CD209,CCL21,FMO1,ASCL4,OR5C1,HLA-DPB1,SEMA3D,LMX1A,P2RX1,LILRA6,TSHB,PTPN6,SLC6A5,HJV,ADAP2,PIK3R5,MS4A6E,RASL10A,TRPC3,LHCGR,OVOL1,EDN3,ITLN1,C7,THBS4,TRIM63,TNNI2,COCH,GFRA3,KAT7,SLC17A8,HLA-DOB,FGD2,FABP4,CCL13,IL10RA,SP8,FOXS1,SORBS1,MSR1,SCN4A,CNTNAP4,RORC,C4BPA,PSG6,NFAM1,CACNA1H,NOXA1,VANGL2,OLFM4,SLITRK6,WNT11,SORCS1,MYF6,GRID2,POU3F3,H1-7,SERPINF2,MAP2K6,SCN4B,GABRQ,FMO2,UTS2,AQP4,ATP1A2,IFNA5,KCNQ1,HLF,EPHB6,GTF2A1L,SERPINA1,IRF5,RXRG,ASB2,CALB1,CCR1,HOXB6,MS4A7,DOK2,OPTC,IFNA13,TRIM55,KCNK13,GPR142,GJD2,KLB,PLCZ1,USP17L2,PLA2G5,FXYD6-FXYD2,CPLX2,UNC13C,KCNJ5,FGD3,GPR87,OR51Q1,CD79A,TLR7,MS4A6A,CD200R1,HTR3E,YBX2,SPI1,MAPK4,SRY,TAC1,NCF1,ZFP57,MORC1,CD4,FTMT,SLC40A1,GPC3,HCAR2,OLFM2,ANKFN1,MYOC,ARHGAP30,ZNF536,GATM,GPBAR1,MGAT3,NNAT,ALB,LILRB1,LRTM1,HPGDS,CD244,DIO3,SDR9C7,TRIL,TSPAN8,PKD2L1,KLHL31,ADCY5,PSG8,MBOAT1,ATRNL1,ZIC5,SAP25,CARD11,MZB1,OR52I2,CD300LF,PGAM4,UNC5D,RIMS4,CD19,HPGD,OR9Q1,NLRC4,SCN9A,PIK3AP1,GRAP,DMTN,ADGRG5,TRPC6,EBI3,CD84,CBLN1,OXER1,ACP5,KBTBD13,OR2A4,RIMBP2,NGFR,SHISA6,ALX4,TTN,F10,TENM1,CNTN1,BPI,LCN2,KCNK17,APOE,MYO3A,NCAM1,CORO1A,TDRD6,CD177,FPR3,ADAM22,NCKAP1L,NR0B1,DCC,CYBB,INSM1,CD14,TSPEAR,C10ORF71,RSPO4,APOA2,SLC46A2,ELANE,PLIN5,OR1L6,CXCR1,HSD11B2,CSF3R,PCLO,CHL1,UMODL1,GRIA2,CD33,CD300A,DLGAP2,NPR1,TBXAS1,PDGFD,SELENOP,NKAIN4,BCO1,C4A,NRROS,ADCYAP1R1,ADGRL3,NOX4,OGN,RGS5,OR52N4,STRA8,TRPV6,PHOSPHO1,LAPTM5,SCNN1B,PCSK1N,C2,TAS2R13,RAB25,PTPRD,HORMAD1,LILRB5,FLT3,FCGR3B,PRAME,CES3,SOX21,CYP4A11,GNA15,TPPP,RTN1,CCL19,NEB,PTPN5,CEACAM3,SH2D3C,MERTK,GFRA2,RYR2,PRDM9,VWC2L,AKR1C4,CACNG4,PLA2G4B,TYROBP,SERPINF1,SOX8,EDA,VAX1,PPFIA2,LRAT,EVPL,METTL21C,DND1,SUCNR1,HOXB5,SLC6A2,CLEC1B,OR1K1,NKD2,RASAL3,TAS2R10,PSG3,KCNA2,OR2A14,PLPPR4,HSD17B3,SLC39A12,ATP2A1,HTR1F,ADRA2B,S100B,DMRT2,ARHGAP45,HCRTR2,PTPRZ1,SYT17,ARHGAP25,KCNH7,PDCD1,GATA1,ARHGAP27,C3AR1,POU6F2,HRH2,ANO1,ACKR4,GPR88,FOXE1,UPK3B,MSMP,WNT6
down	GO:0071216	cellular response to biotic stimulus	GO:BP	3.05e-10	16	252	0.1509	0.0635	CXCL5,CSF3,IL1B,CXCL8,CXCL3,CXCL2,IL6,CXCL1,PF4V1,IL1A,CXCL6,TNFAIP3,CSF2,GHSR,SERPINE1,ANKRD1
down	GO:0051707	response to other organism	GO:BP	3.15e-10	34	1592	0.3208	0.0214	CXCL5,CSF3,IL1B,SELE,CXCL8,EREG,CXCL3,CXCL2,IL6,CXCL1,IFNG,PF4V1,SERPINB4,H2BC10,PRSS3,IL1A,CXCL6,CCL20,C15ORF48,TNFAIP3,CH25H,CSF2,H2BC8,GHSR,SERPINE1,H2BC11,ANKRD1,XCL1,GATA6,GNLY,IL7R,H2BC6,TUBB,CCL5
down	GO:0043207	response to external biotic stimulus	GO:BP	3.32e-10	34	1595	0.3208	0.0213	CXCL5,CSF3,IL1B,SELE,CXCL8,EREG,CXCL3,CXCL2,IL6,CXCL1,IFNG,PF4V1,SERPINB4,H2BC10,PRSS3,IL1A,CXCL6,CCL20,C15ORF48,TNFAIP3,CH25H,CSF2,H2BC8,GHSR,SERPINE1,H2BC11,ANKRD1,XCL1,GATA6,GNLY,IL7R,H2BC6,TUBB,CCL5
down	REAC:R-HSA-195258	RHO GTPase Effectors	REAC	4.03e-10	20	318	0.2198	0.0629	H4C11,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,H2BC13,H3C11,H2BC10,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,H2BC6
down	GO:0046983	protein dimerization activity	GO:MF	4.05e-10	29	1126	0.2685	0.0258	H4C11,H2AC16,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,HES5,H2BC13,H2AC17,H3C11,H2BC10,H2AC13,H2AC12,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,XCL1,ATF3,H2BC6,TMEM132A,CCL5
down	KEGG:04060	Cytokine-cytokine receptor interaction	KEGG	4.79e-10	19	291	0.2500	0.0653	CXCL5,CSF3,IL1B,CXCL8,CXCL3,CXCL2,IL6,CXCL1,IFNG,PF4V1,IL1A,CXCL6,CCL20,CSF2,XCL1,IL1RN,LIF,IL7R,CCL5
down	GO:0009607	response to biotic stimulus	GO:BP	6.63e-10	34	1634	0.3208	0.0208	CXCL5,CSF3,IL1B,SELE,CXCL8,EREG,CXCL3,CXCL2,IL6,CXCL1,IFNG,PF4V1,SERPINB4,H2BC10,PRSS3,IL1A,CXCL6,CCL20,C15ORF48,TNFAIP3,CH25H,CSF2,H2BC8,GHSR,SERPINE1,H2BC11,ANKRD1,XCL1,GATA6,GNLY,IL7R,H2BC6,TUBB,CCL5
up	GO:0007267	cell-cell signaling	GO:BP	8.23e-10	91	1342	0.1422	0.0678	ADIPOQ,ADORA3,SLC7A10,LILRB2,SEZ6,KCNIP2,STAB1,PLP1,LEP,GRIK3,FOXA2,CX3CR1,PRKAR2B,ADCYAP1,FGF20,SLC18A2,SFRP2,PCDH8,CBLN4,TNF,SORCS3,ALOX5,GABRA3,IGSF21,NPY5R,ACVR1C,DRD5,CCR2,CCL3,UCN3,SSTR3,CXCL14,FGFBP1,SYK,CCL21,P2RX1,TSHB,SLC6A5,EDN3,SLC17A8,CCL13,CNTNAP4,GRID2,MAP2K6,SCN4B,UTS2,ATP1A2,KCNQ1,CALB1,CCR1,GJD2,CPLX2,UNC13C,KCNJ5,HTR3E,TAC1,HCAR2,NNAT,ADCY5,RIMS4,GRAP,CBLN1,RIMBP2,NGFR,SHISA6,APOE,DCC,PCLO,GRIA2,CD33,DLGAP2,TRPV6,PTPRD,GNA15,MERTK,RYR2,CACNG4,TYROBP,PPFIA2,SUCNR1,SLC6A2,KCNA2,PLPPR4,HTR1F,ADRA2B,S100B,HCRTR2,GATA1,HRH2,ANO1,WNT6
up	GO:0009653	anatomical structure morphogenesis	GO:BP	8.45e-10	148	2713	0.2313	0.0546	KRT6A,KLK5,ADIPOQ,XIRP2,TNMD,ACTA1,CHAD,KLK3,CMA1,MYBPC1,STAB1,NPY1R,CSF1R,CD36,CNMD,FEZF2,FRZB,FREM1,LEP,FOXA2,MYO7A,HMCN2,CX3CR1,KLHL41,FGF20,AGTR2,FOXA3,SFRP2,PCDH8,TNF,PIK3R6,TREM2,RYR1,TBXT,ALOX5,CSRP3,BMP5,NPY5R,COL2A1,ADAMTS19,CCR2,TNNT3,CNTN5,ST14,CCL3,FGL1,EPB42,LYVE1,MLXIPL,KLK8,ARHGAP4,FGFBP1,SYK,DSCAML1,OSTN,ASPN,MYBPC2,SEMA3D,LMX1A,TSHB,PTPN6,EDN3,CRISPLD1,THBS4,COCH,GFRA3,FGD2,CCL13,SP8,FOXS1,MYMX,CACNA1H,VANGL2,SLITRK6,WNT11,MYF6,CDHR1,GRID2,SERPINF2,KCNQ1,ASB2,CALB1,HOXB6,OPTC,FGD3,SPI1,SRY,SLC40A1,GPC3,LRTM1,DIO3,UNC5D,HPGD,DMTN,CBLN1,ACP5,NGFR,ALX4,TTN,CNTN1,APOE,MYO3A,NCAM1,CORO1A,NCKAP1L,NR0B1,DCC,CYBB,TSPEAR,CDH23,CSF3R,CHL1,KRT25,NPR1,NOX4,COL9A1,PHOSPHO1,CDH12,RAB25,ANGPTL6,PTPRD,TPPP,NEB,RYR2,TYROBP,MYOT,SERPINF1,SOX8,EDA,VAX1,PPFIA2,HOXB5,CLEC1B,KCNA2,PLPPR4,SLC39A12,ADRA2B,S100B,DMRT2,PTPRZ1,SYT17,KRT12,GATA1,C3AR1,ANO1,FOXE1,WDR74,WNT6
up	GO:0002376	immune system process	GO:BP	9.43e-10	154	2871	0.2406	0.0536	KRT6A,KLK5,ADIPOQ,CTSG,C6,HLA-DOA,RHEX,CEBPA,LILRB2,CLEC4G,KLK3,LGALS12,CSF1R,CD36,AZGP1,SCGB1A1,LILRA1,VSIG4,LEP,CX3CR1,MPEG1,C4B_2,TRPM2,MRC1,SLC18A2,FCER2,TNF,PIK3R6,C8B,P2RY12,TREM2,DTX1,SASH3,C1QC,MRGPRX2,ALOX5,BMP5,NPY5R,JCHAIN,ITGAM,TNFAIP8L2,CCR2,CCL3,FGL1,FCRL4,EPB42,LYVE1,WDFY4,HP,CXCL14,FCGR2B,SYK,MSTN,TREML1,MS4A2,CD209,CCL21,HLA-DPB1,LILRA6,PTPN6,PGLYRP4,PIK3R5,EDN3,C7,THBS4,KAT7,HLA-DOB,CCL13,RORC,C4BPA,PSG6,NFAM1,MAP2K6,AQP4,IFNA5,KCNQ1,EPHB6,IRF5,ASB2,CCR1,HOXB6,IFNA13,TRIM55,USP17L2,PLA2G5,CPLX2,CD79A,TLR7,CD200R1,SPI1,NCF1,CD4,SLC40A1,HCAR2,CD244,TRIL,PSG8,CARD11,MZB1,CD300LF,CD19,NLRC4,PIK3AP1,DMTN,EBI3,CD84,ACP5,F10,TENM1,BPI,LCN2,APOE,CORO1A,CD177,LY6D,FPR3,NCKAP1L,CYBB,CD14,APOA2,SLC46A2,ELANE,CXCR1,CSF3R,CD33,CD300A,PDGFD,C4A,NRROS,TREML2,LAPTM5,SCNN1B,C2,PTPRD,LILRB5,FLT3,FCGR3B,CCL19,CEACAM3,MERTK,TYROBP,EDA,EVPL,SUCNR1,RASAL3,PSG3,CHIT1,PDCD1,GATA1,C3AR1,HRH2,ACKR4,FOXE1,MSMP
up	GO:0098552	side of membrane	GO:CC	1.05e-09	61	746	0.0902	0.0818	CNTFR,CLEC4G,CD36,AZGP1,CX3CR1,FOLR2,FCER2,TNF,IGSF21,ITGAM,CCR2,CNTN5,ST14,FCRL4,FCGR2B,MS4A2,CD163L1,IZUMO1R,CD209,HLA-DPB1,P2RX1,HJV,ITLN1,GFRA3,DPEP2,CA4,AQP4,KCNQ1,CCR1,XPNPEP2,CD79A,CD200R1,DPEP3,NCF1,CD4,GPC3,CD244,CD19,EBI3,CD84,F10,CNTN1,NCAM1,CD177,LY6D,CD14,CXCR1,CSF3R,UMODL1,VNN2,GRIA2,CD33,CD163,SCNN1B,GLIPR1L1,FCGR3B,GNA15,GFRA2,RASAL3,PDCD1,ACKR4
down	KEGG:04668	TNF signaling pathway	KEGG	1.38e-09	13	113	0.1711	0.1150	CXCL5,IL1B,SELE,CXCL3,CXCL2,IL6,CXCL1,CXCL6,CCL20,TNFAIP3,CSF2,LIF,CCL5
down	GO:0034097	response to cytokine	GO:BP	1.72e-09	26	947	0.2453	0.0275	CXCL5,CSF3,IL1B,SELE,CXCL8,EREG,CXCL3,CXCL2,IL6,CXCL1,IFNG,PF4V1,IL1A,CXCL6,CCL20,TNFAIP3,CH25H,CSF2,MT2A,H2BC11,ANKRD1,XCL1,IL1RN,SOX17,IL7R,CCL5
down	GO:0045236	CXCR chemokine receptor binding	GO:MF	1.80e-09	7	18	0.0648	0.3889	CXCL5,CXCL8,CXCL3,CXCL2,CXCL1,PF4V1,CXCL6
