gene_symbol	log2_fold_change	mean_test	mean_control	pvalue	pvalue_adjusted	direction	significant
VWDE	2.6702	16.2722	32.3684	1.18e-06	1.20e-05	up	yes
POU3F3	2.6681	76.2848	79.2456	5.41e-12	2.20e-10	up	yes
H1-7	2.6658	0.9430	0.5088	8.51e-08	1.21e-06	up	yes
SERPINF2	2.6645	11.7215	11.3509	1.06e-12	5.22e-11	up	yes
PRSS36	2.6639	93.6519	59.6667	7.85e-13	3.97e-11	up	yes
MAP2K6	2.6634	492.5570	1365.9474	3.10e-15	2.99e-13	up	yes
SCN4B	2.6597	69.7342	76.0351	4.06e-13	2.25e-11	up	yes
GABRQ	2.6593	0.9494	1.3509	3.80e-04	1.77e-03	up	yes
FMO2	2.6543	388.4873	233.5439	9.30e-12	3.59e-10	up	yes
SBSPON	2.6503	265.8797	553.2982	7.75e-18	1.30e-15	up	yes
UTS2	2.6497	24.5949	19.4035	3.98e-06	3.53e-05	up	yes
AQP4	2.6470	2.2342	3.2105	1.69e-03	6.30e-03	up	yes
PCARE	2.6435	2.2532	1.7368	4.57e-06	3.96e-05	up	yes
ATP1A2	2.6433	194.0127	120.1930	5.76e-14	4.16e-12	up	yes
IFNA5	2.6411	1.0443	0.7719	5.42e-05	3.33e-04	up	yes
ALDH3A1	2.6367	403.0190	189.1754	5.11e-10	1.32e-08	up	yes
KCNQ1	2.6292	85.4304	100.1053	6.43e-06	5.34e-05	up	yes
HLF	2.6236	245.0886	384.4912	8.30e-16	8.89e-14	up	yes
EPHB6	2.6201	51.2911	32.4035	1.62e-15	1.65e-13	up	yes
GTF2A1L	2.6174	5.3418	3.3684	1.56e-08	2.78e-07	up	yes
SERPINA1	2.6131	7328.1266	25892.2632	9.10e-10	2.21e-08	up	yes
IRF5	2.5935	188.6962	159.6316	4.39e-15	4.08e-13	up	yes
AMPD1	2.5899	16.1076	9.7895	9.76e-05	5.55e-04	up	yes
RXRG	2.5868	8.0000	6.7368	5.53e-07	6.25e-06	up	yes
ASB2	2.5844	9.5633	5.0175	1.24e-08	2.26e-07	up	yes
DIPK1C	2.5837	4.2532	11.0351	3.88e-04	1.80e-03	up	yes
CALB1	2.5821	42.7089	28.1228	3.96e-21	1.43e-18	up	yes
LRRC25	2.5797	118.3481	109.6667	8.03e-14	5.51e-12	up	yes
MAL2	2.5769	28.0506	15.7895	1.38e-13	9.00e-12	up	yes
CCR1	2.5738	254.7152	262.5965	3.21e-09	6.74e-08	up	yes
HOXB6	2.5734	77.0443	47.1404	6.29e-06	5.25e-05	up	yes
CLVS2	2.5707	98.1013	646.8246	6.29e-08	9.31e-07	up	yes
MS4A7	2.5686	1445.6709	934.1754	4.16e-07	4.88e-06	up	yes
DOK2	2.5676	258.6709	219.0526	2.60e-04	1.28e-03	up	yes
OPTC	2.5674	4.8481	8.2281	6.51e-06	5.40e-05	up	yes
IFNA13	2.5669	0.4430	0.1053	2.45e-03	8.58e-03	up	yes
TRIM55	2.5669	3.1139	2.2105	4.02e-10	1.07e-08	up	yes
KCNK13	2.5667	6.1013	5.6842	4.94e-05	3.07e-04	up	yes
GPR142	2.5660	0.9873	0.8947	2.88e-04	1.40e-03	up	yes
GJD2	2.5650	8.5823	26.8596	9.15e-06	7.25e-05	up	yes
ITIH6	2.5646	367.1709	809.9123	3.26e-04	1.55e-03	up	yes
KLB	2.5633	151.4241	153.8070	7.50e-12	2.96e-10	up	yes
PLCZ1	2.5621	1.1962	1.0000	1.44e-04	7.76e-04	up	yes
COL10A1	2.5597	321.7722	3332.6667	9.12e-13	4.56e-11	up	yes
ALDH3B2	2.5586	1.5253	0.8947	2.91e-07	3.58e-06	up	yes
USP17L2	2.5490	14.8291	14.0175	7.34e-07	7.97e-06	up	yes
PLA2G5	2.5490	20.2848	17.2105	1.15e-09	2.74e-08	up	yes
HMGCLL1	2.5482	31.6266	52.7895	1.46e-08	2.62e-07	up	yes
CKMT1A	2.5466	1.9114	2.1930	1.09e-05	8.44e-05	up	yes
FXYD6-FXYD2	2.5431	5.1899	14.9825	1.29e-04	7.10e-04	up	yes
CPLX2	2.5424	1.6835	1.8947	1.13e-03	4.46e-03	up	yes
UNC13C	2.5393	4.1329	3.0877	2.65e-04	1.30e-03	up	yes
KCNJ5	2.5382	121.0759	122.8947	2.07e-13	1.27e-11	up	yes
PIRT	2.5372	5.2342	3.5789	4.03e-07	4.74e-06	up	yes
XPNPEP2	2.5358	124.4177	43.9474	1.13e-10	3.45e-09	up	yes
FGD3	2.5349	76.9684	86.8947	1.14e-05	8.76e-05	up	yes
GPR87	2.5319	1.3797	0.9825	7.53e-07	8.13e-06	up	yes
OR51Q1	2.5290	1.2975	1.4561	7.30e-04	3.08e-03	up	yes
CD79A	2.5266	94.2025	98.9825	1.33e-09	3.12e-08	up	yes
TMEM174	2.5243	0.7532	0.8246	1.30e-03	5.03e-03	up	yes
TLR7	2.5238	156.2848	158.5965	2.76e-08	4.58e-07	up	yes
MS4A6A	2.5195	1519.8797	1079.5965	7.46e-08	1.08e-06	up	yes
CD200R1	2.5155	83.0886	51.9298	8.65e-07	9.19e-06	up	yes
HTR3E	2.5151	0.8987	0.8947	8.12e-04	3.37e-03	up	yes
YBX2	2.5111	8.4494	7.6316	3.47e-08	5.60e-07	up	yes
DPEP3	2.5109	1.4430	0.9649	4.49e-05	2.84e-04	up	yes
MYL1	2.5052	151.9367	9.7368	9.35e-04	3.80e-03	up	yes
SPI1	2.4947	515.9494	495.7719	8.58e-06	6.85e-05	up	yes
MAPK4	2.4916	2.0316	2.4035	2.31e-04	1.16e-03	up	yes
SRY	2.4916	1.3291	0.4561	2.74e-03	9.43e-03	up	yes
TAC1	2.4911	288.9177	174.3158	3.35e-08	5.45e-07	up	yes
NCF1	2.4873	489.7342	324.7018	5.85e-08	8.71e-07	up	yes
ZFP57	2.4869	2.4557	2.4737	3.62e-04	1.70e-03	up	yes
SMPX	2.4854	4.9177	1.5263	6.02e-04	2.62e-03	up	yes
MORC1	2.4847	0.6392	0.4561	1.52e-03	5.73e-03	up	yes
CD4	2.4830	783.8291	705.7368	8.64e-13	4.35e-11	up	yes
FTMT	2.4817	0.4873	0.1754	1.77e-04	9.25e-04	up	yes
SLC40A1	2.4776	2767.9810	2185.4737	1.65e-24	1.22e-21	up	yes
GPC3	2.4749	66.7975	70.7895	9.64e-12	3.72e-10	up	yes
HCAR2	2.4722	28.3228	53.9649	8.46e-07	9.02e-06	up	yes
OLFM2	2.4697	671.5823	166.3684	5.27e-15	4.76e-13	up	yes
ANKFN1	2.4645	7.4430	7.0000	2.09e-08	3.61e-07	up	yes
MYOC	2.4640	824.3165	602.2281	5.61e-14	4.09e-12	up	yes
AMY2A	2.4637	1.2595	2.6140	1.68e-04	8.85e-04	up	yes
ARHGAP30	2.4627	298.0506	310.0526	7.00e-10	1.76e-08	up	yes
ZNF536	2.4623	2.5127	3.0175	1.99e-05	1.40e-04	up	yes
GATM	2.4615	190.3354	153.6667	2.39e-11	8.51e-10	up	yes
GPBAR1	2.4602	52.3291	34.0526	9.46e-11	2.95e-09	up	yes
MGAT3	2.4600	49.7911	51.4912	2.20e-13	1.33e-11	up	yes
WDR87	2.4579	3.8418	7.1579	4.02e-06	3.56e-05	up	yes
NNAT	2.4562	82.9937	66.7895	2.04e-23	1.26e-20	up	yes
ALB	2.4531	6.3101	6.8596	6.40e-14	4.56e-12	up	yes
PSORS1C2	2.4498	0.7405	0.4035	2.29e-04	1.15e-03	up	yes
LILRB1	2.4488	91.9051	123.2632	5.71e-05	3.49e-04	up	yes
LRTM1	2.4478	11.1582	9.2456	2.16e-08	3.70e-07	up	yes
CRYBB1	2.4422	26.1329	17.4912	1.43e-05	1.06e-04	up	yes
SYT13	2.4358	37.5443	23.5965	3.43e-10	9.33e-09	up	yes
ST6GALNAC5	2.4331	62.2532	53.7018	2.37e-12	1.05e-10	up	yes
HPGDS	2.4274	196.9747	122.5614	3.26e-05	2.14e-04	up	yes
CD244	2.4274	12.6772	11.6140	9.15e-04	3.74e-03	up	yes
DIO3	2.4173	67.3671	206.2281	2.14e-10	6.13e-09	up	yes
SDR9C7	2.4154	1.2025	1.1579	7.98e-09	1.53e-07	up	yes
TRIL	2.4147	85.8671	88.4211	3.60e-13	2.04e-11	up	yes
CERS3	2.4089	11.3608	4.9649	4.66e-12	1.93e-10	up	yes
TSPAN8	2.4058	12.4114	8.1053	8.60e-11	2.72e-09	up	yes
PKD2L1	2.4055	3.9367	6.2281	7.92e-07	8.51e-06	up	yes
KLHL31	2.4055	45.3734	35.2281	5.04e-13	2.72e-11	up	yes
C10ORF62	2.4009	1.7595	1.2456	9.59e-09	1.80e-07	up	yes
LCNL1	2.4009	22.7025	26.4912	1.50e-09	3.47e-08	up	yes
CRIP3	2.3994	6.1076	3.6842	2.69e-14	2.07e-12	up	yes
ADCY5	2.3948	130.5253	76.3333	7.62e-21	2.56e-18	up	yes
PSG8	2.3923	3.9241	2.0175	2.82e-04	1.38e-03	up	yes
DMRTC1	2.3891	0.5380	0.2281	2.76e-03	9.51e-03	up	yes
MBOAT1	2.3866	504.8671	737.7719	3.86e-20	1.09e-17	up	yes
ATRNL1	2.3856	114.0190	80.0702	5.46e-15	4.89e-13	up	yes
GRP	2.3852	0.8924	2.6842	6.75e-04	2.88e-03	up	yes
ZIC5	2.3849	7.9241	8.7895	3.02e-05	2.01e-04	up	yes
SAP25	2.3834	38.7658	30.5088	7.79e-13	3.95e-11	up	yes
CARD11	2.3811	45.3797	49.0526	2.00e-07	2.59e-06	up	yes
MUC5AC	2.3779	3.6392	6.2632	2.32e-03	8.24e-03	up	yes
ABCC6	2.3777	42.5823	40.6842	8.47e-13	4.27e-11	up	yes
MZB1	2.3761	384.5063	268.8596	2.32e-07	2.94e-06	up	yes
OR52I2	2.3736	2.7658	2.9649	4.97e-05	3.09e-04	up	yes
MTARC1	2.3728	322.3544	189.6316	9.47e-18	1.55e-15	up	yes
CA3	2.3664	77.0000	16.1053	2.11e-14	1.66e-12	up	yes
CD300LF	2.3652	12.3038	17.3860	1.17e-03	4.60e-03	up	yes
PGAM4	2.3579	8.9873	11.1228	7.94e-10	1.97e-08	up	yes
SERTAD4	2.3570	145.8291	334.2632	6.30e-11	2.03e-09	up	yes
UNC5D	2.3558	1.7595	4.6491	2.02e-04	1.03e-03	up	yes
MROH7-TTC4	2.3540	24.7595	14.6316	8.37e-12	3.27e-10	up	yes
RIMS4	2.3522	116.8797	83.4386	4.80e-11	1.59e-09	up	yes
CD19	2.3500	14.5506	11.9123	4.01e-10	1.07e-08	up	yes
HPGD	2.3478	60.3797	82.2807	6.02e-06	5.06e-05	up	yes
OR9Q1	2.3475	1.3671	2.6316	1.33e-05	9.93e-05	up	yes
NLRC4	2.3460	45.1139	46.4912	4.34e-13	2.38e-11	up	yes
AMY2B	2.3429	303.6329	188.8070	1.36e-30	1.74e-27	up	yes
PCDH20	2.3427	8.4241	61.4737	1.22e-07	1.67e-06	up	yes
SCN9A	2.3412	378.0063	253.6667	9.09e-12	3.52e-10	up	yes
PIK3AP1	2.3355	243.2975	250.5439	2.83e-09	6.01e-08	up	yes
MYO15B	2.3349	581.6519	507.4386	1.72e-16	2.13e-14	up	yes
GRAP	2.3331	23.7342	26.6842	2.24e-08	3.82e-07	up	yes
DMTN	2.3326	63.5633	56.0351	5.69e-15	5.05e-13	up	yes
ADGRG5	2.3279	5.9177	6.7368	9.30e-06	7.33e-05	up	yes
PRRT4	2.3277	21.3354	19.4386	1.39e-09	3.24e-08	up	yes
TRPC6	2.3259	60.5633	54.6667	6.76e-16	7.45e-14	up	yes
EBI3	2.3239	9.8734	6.7719	5.19e-05	3.21e-04	up	yes
CD84	2.3231	885.2405	987.5789	2.03e-07	2.62e-06	up	yes
KLHDC8A	2.3230	0.8038	0.8070	2.05e-04	1.05e-03	up	yes
RLBP1	2.3191	2.0253	6.2632	1.12e-05	8.59e-05	up	yes
ABCA9	2.3190	485.1013	302.9825	9.36e-21	3.09e-18	up	yes
FBP2	2.3187	5.4114	1.2632	2.74e-03	9.44e-03	up	yes
CBLN1	2.3184	1.5316	1.4912	1.01e-04	5.71e-04	up	yes
MMEL1	2.3182	1.0063	1.3333	6.26e-06	5.24e-05	up	yes
UGT3A2	2.3174	0.6519	0.7193	1.73e-03	6.43e-03	up	yes
ABCA6	2.3157	1053.0570	478.2807	5.93e-19	1.29e-16	up	yes
OXER1	2.3133	22.5823	18.2632	2.08e-16	2.49e-14	up	yes
ACP5	2.3125	627.9873	829.0526	3.91e-08	6.21e-07	up	yes
KBTBD13	2.3118	1.5190	3.3333	3.78e-04	1.76e-03	up	yes
IFIT1B	2.3113	6.2722	1.8596	1.78e-05	1.28e-04	up	yes
OR2A4	2.3086	2.4051	3.0526	1.87e-03	6.87e-03	up	yes
RIMBP2	2.3053	29.0633	28.8772	6.10e-11	1.98e-09	up	yes
NGFR	2.3052	93.8608	119.9123	2.19e-08	3.74e-07	up	yes
SHISA6	2.3044	11.1772	6.9825	4.55e-06	3.95e-05	up	yes
ALX4	2.3020	23.5253	19.3509	4.71e-17	6.59e-15	up	yes
PDZRN4	2.3015	65.2848	155.6842	2.54e-06	2.37e-05	up	yes
CYP4Z1	2.3005	16.5443	3.1404	2.02e-06	1.94e-05	up	yes
TTN	2.2999	2548.8354	1487.4386	6.55e-16	7.30e-14	up	yes
F10	2.2997	54.3671	22.2807	1.09e-10	3.34e-09	up	yes
TENM1	2.2959	233.6013	235.2456	2.10e-10	6.03e-09	up	yes
CNTN1	2.2928	49.6582	55.5614	1.63e-10	4.78e-09	up	yes
BPI	2.2882	24.0633	22.2982	1.29e-15	1.34e-13	up	yes
CKMT1B	2.2874	2.6899	4.2456	2.09e-06	2.00e-05	up	yes
LCN2	2.2872	957.1835	364.0702	2.49e-04	1.24e-03	up	yes
KCNK17	2.2871	13.4367	19.3158	1.19e-06	1.22e-05	up	yes
SHOC1	2.2809	122.7215	81.9123	2.53e-09	5.46e-08	up	yes
APOE	2.2801	6650.4304	15579.0526	1.69e-06	1.65e-05	up	yes
MYO3A	2.2785	10.8608	24.7018	3.13e-05	2.07e-04	up	yes
NCAM1	2.2782	151.1962	192.8596	1.45e-13	9.32e-12	up	yes
CORO1A	2.2772	302.2658	348.0526	4.34e-09	8.83e-08	up	yes
TDRD6	2.2717	61.7911	59.0000	2.97e-24	2.11e-21	up	yes
CD177	2.2706	15.8987	7.5789	8.57e-05	4.95e-04	up	yes
LY6D	2.2702	24.5696	26.3158	1.77e-06	1.72e-05	up	yes
ATP13A5	2.2682	2.3608	6.6842	4.26e-05	2.71e-04	up	yes
FPR3	2.2677	547.9684	601.2281	4.76e-05	2.98e-04	up	yes
ADAM22	2.2651	172.2278	175.7193	3.17e-20	9.35e-18	up	yes
CCER2	2.2644	0.8544	1.1930	9.11e-04	3.72e-03	up	yes
NCKAP1L	2.2641	591.1519	700.9825	3.99e-08	6.32e-07	up	yes
NR0B1	2.2630	36.6456	8.1404	1.13e-05	8.66e-05	up	yes
DCC	2.2626	24.4114	62.3684	2.91e-06	2.67e-05	up	yes
CYBB	2.2575	2318.8797	2338.4386	1.89e-05	1.34e-04	up	yes
INSM1	2.2573	2.4620	1.5965	2.08e-03	7.50e-03	up	yes
CD14	2.2548	1664.5506	2315.2982	5.18e-12	2.12e-10	up	yes
LCN10	2.2540	18.7025	30.1579	9.42e-04	3.83e-03	up	yes
TSPEAR	2.2529	1.9430	1.4035	1.40e-07	1.90e-06	up	yes
SLC37A2	2.2529	587.0570	870.7018	9.82e-13	4.86e-11	up	yes
ZC2HC1B	2.2488	1.7532	1.0351	4.28e-08	6.70e-07	up	yes
KRT24	2.2469	6.7848	2.5088	4.41e-05	2.80e-04	up	yes
C10ORF71	2.2397	7.2405	7.5088	2.82e-05	1.90e-04	up	yes
RSPO4	2.2380	6.7152	4.4912	4.95e-10	1.28e-08	up	yes
CDH23	2.2335	495.7595	536.3684	2.92e-15	2.83e-13	up	yes
MYO1A	2.2310	9.3354	8.2982	4.29e-07	4.99e-06	up	yes
APOA2	2.2309	1.9494	4.9123	3.16e-04	1.51e-03	up	yes
TDRD10	2.2289	45.8101	41.4737	2.53e-10	7.14e-09	up	yes
SULT1C3	2.2280	6.3987	1.8421	1.01e-04	5.71e-04	up	yes
ARL11	2.2271	97.0759	121.3158	1.96e-08	3.42e-07	up	yes
SLC46A2	2.2259	9.7278	7.4386	5.15e-12	2.11e-10	up	yes
ELANE	2.2194	26.8987	14.5614	2.70e-10	7.54e-09	up	yes
PLIN5	2.2174	224.5063	205.0175	2.13e-09	4.70e-08	up	yes
OR1L6	2.2157	0.9177	0.8947	9.32e-04	3.79e-03	up	yes
CXCR1	2.2154	1.7848	1.3333	1.90e-03	6.94e-03	up	yes
COL6A5	2.2151	2.8481	6.8070	1.84e-03	6.76e-03	up	yes
HSD11B2	2.2136	22.4241	37.8596	7.70e-08	1.11e-06	up	yes
CSF3R	2.2108	211.6646	229.2807	2.14e-08	3.68e-07	up	yes
NBPF4	2.2103	1.1962	1.8246	1.17e-04	6.50e-04	up	yes
PCLO	2.2099	45.8861	229.7544	5.24e-08	7.95e-07	up	yes
CHL1	2.2041	58.0063	49.3158	3.45e-06	3.12e-05	up	yes
CNTNAP5	2.2035	5.6076	9.0351	5.34e-07	6.06e-06	up	yes
IGSF3	2.1998	284.8418	199.4386	1.17e-19	2.94e-17	up	yes
UMODL1	2.1981	13.1519	34.3860	1.07e-06	1.11e-05	up	yes
BBOX1	2.1947	4.7215	5.8772	8.80e-08	1.25e-06	up	yes
VNN2	2.1945	22.6139	19.7368	2.24e-07	2.85e-06	up	yes
PTPRCAP	2.1936	53.9684	83.3684	1.51e-04	8.07e-04	up	yes
GRIA2	2.1926	57.0633	75.4035	8.85e-06	7.05e-05	up	yes
PABPC1L2A	2.1909	2.6835	3.0351	6.02e-06	5.06e-05	up	yes
KRT25	2.1905	1.3481	1.2632	2.77e-03	9.53e-03	up	yes
CAPN13	2.1896	1.3861	2.9474	4.65e-04	2.11e-03	up	yes
BIN2	2.1865	125.8101	123.3158	2.46e-05	1.69e-04	up	yes
HSPA12B	2.1854	107.8671	131.5263	9.51e-08	1.33e-06	up	yes
CD33	2.1843	125.6582	97.3158	1.11e-05	8.54e-05	up	yes
NME8	2.1767	4.5823	4.1754	1.20e-04	6.62e-04	up	yes
CD300A	2.1746	57.2722	84.6316	1.39e-04	7.52e-04	up	yes
DLGAP2	2.1744	5.5759	9.5965	4.81e-04	2.16e-03	up	yes
NPR1	2.1734	160.4873	144.7544	1.85e-06	1.78e-05	up	yes
TBXAS1	2.1709	314.9494	271.3684	2.25e-10	6.41e-09	up	yes
PDGFD	2.1694	1027.5949	850.1930	7.17e-19	1.46e-16	up	yes
SELENOP	2.1681	6059.9937	5922.0000	1.44e-17	2.23e-15	up	yes
NKAIN4	2.1667	4.8797	6.0702	1.53e-06	1.51e-05	up	yes
BCO1	2.1642	3.4241	3.1053	3.35e-07	4.03e-06	up	yes
CLCA1	2.1622	2.0443	1.8070	8.01e-04	3.34e-03	up	yes
C4A	2.1614	190.2025	223.5263	2.33e-06	2.19e-05	up	yes
NRROS	2.1587	95.5823	73.1579	5.98e-15	5.23e-13	up	yes
ADCYAP1R1	2.1572	10.5633	11.3509	1.54e-07	2.07e-06	up	yes
ADGRL3	2.1543	44.2468	65.3158	3.10e-07	3.78e-06	up	yes
NOX4	2.1540	180.7152	242.4211	1.75e-10	5.09e-09	up	yes
COL9A1	2.1525	332.6456	1289.9825	2.44e-07	3.07e-06	up	yes
OGN	2.1508	7366.1582	14494.5965	4.91e-12	2.02e-10	up	yes
CD163	2.1499	1939.3101	2715.3158	1.39e-04	7.55e-04	up	yes
RGS5	2.1436	1217.7975	2333.3333	6.29e-11	2.03e-09	up	yes
COL9A3	2.1423	3107.8291	10865.8421	5.60e-06	4.76e-05	up	yes
OR52N4	2.1408	4.1519	3.6842	1.43e-06	1.42e-05	up	yes
STRA8	2.1407	4.0633	5.6842	7.61e-07	8.20e-06	up	yes
TRPV6	2.1403	3.2089	5.0702	2.62e-06	2.43e-05	up	yes
TREML2	2.1398	11.0443	15.7544	5.05e-08	7.73e-07	up	yes
PHOSPHO1	2.1385	40.9367	137.4211	1.65e-06	1.62e-05	up	yes
LAPTM5	2.1384	1976.7722	2539.0877	2.93e-06	2.69e-05	up	yes
ANXA8L1	2.1377	11.8228	10.0000	8.61e-08	1.22e-06	up	yes
SCNN1B	2.1362	10.1076	9.2632	1.13e-03	4.45e-03	up	yes
PCSK1N	2.1356	186.8101	2226.5965	1.21e-12	5.80e-11	up	yes
CDH12	2.1350	7.8228	14.1053	1.07e-06	1.11e-05	up	yes
C2	2.1348	1286.8481	736.2105	1.34e-15	1.38e-13	up	yes
TAS2R13	2.1343	3.5190	2.1053	2.51e-04	1.24e-03	up	yes
RAB25	2.1328	1.3354	2.5263	1.29e-05	9.68e-05	up	yes
PSG11	2.1302	7.8481	1.6140	1.56e-03	5.85e-03	up	yes
ANGPTL6	2.1290	24.9937	27.2632	2.91e-12	1.27e-10	up	yes
PTPRD	2.1275	384.3861	479.6667	6.51e-13	3.36e-11	up	yes
HORMAD1	2.1274	7.2911	7.5263	4.27e-07	4.98e-06	up	yes
GLIPR1L1	2.1259	22.3924	18.3158	4.06e-12	1.72e-10	up	yes
LILRB5	2.1258	742.5696	678.7895	9.30e-06	7.33e-05	up	yes
AQP7B	2.1251	196.1772	154.3509	4.53e-08	7.00e-07	up	yes
FLT3	2.1249	8.7595	14.3158	2.88e-04	1.40e-03	up	yes
FCGR3B	2.1207	37.8354	11.7018	1.34e-03	5.14e-03	up	yes
COLCA2	2.1204	9.4937	9.9825	4.78e-10	1.24e-08	up	yes
VAT1L	2.1192	96.3608	158.8947	1.14e-04	6.35e-04	up	yes
TSPAN33	2.1189	80.2025	81.3684	4.43e-11	1.48e-09	up	yes
KLHDC7A	2.1180	2.0443	1.2807	5.92e-04	2.58e-03	up	yes
PRAME	2.1163	2.4557	1.5789	4.25e-04	1.94e-03	up	yes
CES3	2.1158	64.2785	45.3333	1.26e-14	1.02e-12	up	yes
SOX21	2.1133	1.6392	1.2281	7.35e-07	7.98e-06	up	yes
CYP4A11	2.1100	11.8987	6.8596	4.22e-06	3.70e-05	up	yes
C1ORF87	2.1097	2.6899	21.9474	5.22e-05	3.23e-04	up	yes
GNA15	2.1056	96.3544	128.1228	5.04e-05	3.13e-04	up	yes
TPPP	2.1033	79.9684	108.3684	2.25e-09	4.96e-08	up	yes
RTN1	2.1031	87.1519	90.9825	4.66e-12	1.93e-10	up	yes
SYNDIG1L	2.1026	8.5316	5.9474	1.05e-09	2.52e-08	up	yes
C1ORF116	2.1024	4.5127	9.1754	1.62e-07	2.15e-06	up	yes
SPINT4	2.0990	1.0633	1.1930	1.08e-03	4.28e-03	up	yes
CCL19	2.0959	40.7025	94.0702	8.50e-04	3.51e-03	up	yes
EML5	2.0936	11.2911	22.6140	3.91e-08	6.21e-07	up	yes
FCGBP	2.0932	53.3418	36.9298	1.30e-10	3.90e-09	up	yes
NEB	2.0922	442.5823	319.3333	1.36e-12	6.47e-11	up	yes
PTPN5	2.0918	12.8608	20.5789	4.12e-06	3.63e-05	up	yes
RGPD3	2.0909	37.7152	56.0702	4.40e-13	2.41e-11	up	yes
CEACAM3	2.0901	4.6709	2.6316	2.95e-04	1.43e-03	up	yes
SH2D3C	2.0883	70.3165	113.8596	1.55e-07	2.08e-06	up	yes
TRIM74	2.0832	10.0949	10.4737	1.19e-11	4.50e-10	up	yes
MERTK	2.0830	361.4810	397.7719	2.16e-10	6.16e-09	up	yes
TPRG1	2.0830	295.5316	320.2807	4.36e-15	4.07e-13	up	yes
GFRA2	2.0801	114.3671	205.2281	7.25e-07	7.90e-06	up	yes
RYR2	2.0794	89.8861	117.4035	7.35e-05	4.33e-04	up	yes
PRDM9	2.0787	6.0127	14.1930	1.35e-04	7.34e-04	up	yes
VWC2L	2.0785	1.1456	1.5088	2.18e-04	1.10e-03	up	yes
AKR1C4	2.0784	6.4684	7.2105	1.21e-09	2.87e-08	up	yes
CACNG4	2.0781	1.3038	1.3333	4.16e-06	3.66e-05	up	yes
PLA2G4B	2.0775	79.8038	78.5263	6.74e-19	1.40e-16	up	yes
TYROBP	2.0770	2136.6013	2078.8246	8.87e-04	3.64e-03	up	yes
TKTL2	2.0756	0.8924	0.6491	7.77e-04	3.25e-03	up	yes
MYOT	2.0750	29.7025	25.2281	1.29e-06	1.30e-05	up	yes
DNAH8	2.0748	3.9620	5.8947	1.49e-06	1.48e-05	up	yes
SERPINF1	2.0739	3399.8671	2504.3684	2.59e-10	7.30e-09	up	yes
PARM1	2.0738	284.4684	777.3860	8.88e-11	2.80e-09	up	yes
SOX8	2.0729	186.0696	304.9123	1.77e-12	8.18e-11	up	yes
FMO3	2.0727	80.7658	115.0526	1.52e-11	5.57e-10	up	yes
EDA	2.0723	66.4114	63.7193	1.50e-13	9.54e-12	up	yes
VAX1	2.0710	2.6962	2.7544	8.35e-05	4.83e-04	up	yes
FAM78A	2.0698	110.4873	103.8772	2.11e-13	1.28e-11	up	yes
PPFIA2	2.0695	54.4114	52.4386	3.57e-09	7.41e-08	up	yes
LRAT	2.0647	49.6646	92.6842	3.19e-08	5.20e-07	up	yes
EVPL	2.0646	14.2911	18.8070	9.94e-11	3.06e-09	up	yes
MYO1F	2.0632	385.1266	448.2281	1.22e-10	3.67e-09	up	yes
METTL21C	2.0632	6.9747	15.4386	5.56e-05	3.41e-04	up	yes
DND1	2.0615	5.4620	9.9825	7.85e-04	3.28e-03	up	yes
SUCNR1	2.0604	30.8861	47.6842	1.84e-05	1.31e-04	up	yes
RASL12	2.0599	130.3861	205.3509	3.05e-10	8.39e-09	up	yes
HOXB5	2.0577	32.7911	25.7368	7.06e-04	3.00e-03	up	yes
SLC6A2	2.0569	39.8544	56.2281	3.19e-08	5.20e-07	up	yes
CLEC1B	2.0558	23.3608	13.3684	4.71e-04	2.13e-03	up	yes
OR1K1	2.0550	1.5633	1.0526	1.96e-04	1.01e-03	up	yes
NKD2	2.0548	2.4304	2.7719	1.09e-03	4.31e-03	up	yes
RASAL3	2.0535	71.0253	122.7018	5.81e-05	3.53e-04	up	yes
TAS2R10	2.0486	5.2152	3.6842	2.58e-04	1.28e-03	up	yes
PSG3	2.0463	10.0506	4.0526	4.78e-05	2.99e-04	up	yes
KCNA2	2.0447	17.3608	15.2982	6.15e-07	6.84e-06	up	yes
PARVG	2.0444	161.2975	256.8947	1.00e-04	5.69e-04	up	yes
OR2A14	2.0436	2.9873	3.8070	6.52e-04	2.79e-03	up	yes
PLPPR4	2.0435	127.7342	86.1930	4.02e-09	8.28e-08	up	yes
CFAP61	2.0430	16.9620	13.4211	1.11e-10	3.40e-09	up	yes
HSD17B3	2.0427	6.7658	6.5965	1.40e-09	3.25e-08	up	yes
C3ORF22	2.0404	0.9304	1.1754	1.21e-03	4.73e-03	up	yes
SLC39A12	2.0402	1.5633	1.3158	1.91e-05	1.35e-04	up	yes
ATP2A1	2.0377	143.7848	33.7719	3.84e-12	1.64e-10	up	yes
HTR1F	2.0368	24.5886	25.5088	1.25e-03	4.86e-03	up	yes
ADRA2B	2.0360	37.8797	125.7368	6.83e-05	4.07e-04	up	yes
S100B	2.0345	797.7911	10018.5789	7.78e-08	1.12e-06	up	yes
DMRT2	2.0334	15.4430	20.6842	1.25e-06	1.27e-05	up	yes
ARHGAP45	2.0330	339.1392	415.4737	4.05e-12	1.72e-10	up	yes
ACSM4	2.0322	5.9051	2.8596	2.78e-05	1.87e-04	up	yes
HCRTR2	2.0314	3.8354	4.6491	9.23e-06	7.30e-05	up	yes
PTPRZ1	2.0299	51.7722	125.9123	1.14e-10	3.46e-09	up	yes
