study_id,study_title,assay,go_id,go_term_name,adj_pvalue
E-GEOD-20318,E-GEOD-20318,https://spoke.ucsf.edu/genelab/E-GEOD-20318-g2_g1,GO:0042795,snRNA transcription by RNA polymerase II,4.535866E-6
E-GEOD-44342,E-GEOD-44342,https://spoke.ucsf.edu/genelab/E-GEOD-44342-g2_g1,GO:0019761,glucosinolate biosynthetic process,4.5527286E-6
E-GEOD-57253,E-GEOD-57253,https://spoke.ucsf.edu/genelab/E-GEOD-57253-g5_g3,GO:0002181,cytoplasmic translation,4.675279E-6
E-GEOD-51885,E-GEOD-51885,https://spoke.ucsf.edu/genelab/E-GEOD-51885-g5_g3,GO:0006694,steroid biosynthetic process,4.7552107E-6
E-GEOD-51885,E-GEOD-51885,https://spoke.ucsf.edu/genelab/E-GEOD-51885-g5_g3,GO:0016126,sterol biosynthetic process,4.7552107E-6
E-GEOD-31348,E-GEOD-31348,https://spoke.ucsf.edu/genelab/E-GEOD-31348-g1_g5,GO:0070125,mitochondrial translational elongation,5.02021E-6
E-GEOD-45564,E-GEOD-45564,https://spoke.ucsf.edu/genelab/E-GEOD-45564-g2_g1,GO:0016126,sterol biosynthetic process,5.403736E-6
E-GEOD-18304,E-GEOD-18304,https://spoke.ucsf.edu/genelab/E-GEOD-18304-g1_g2,GO:0016126,sterol biosynthetic process,5.417517E-6
E-GEOD-48433,E-GEOD-48433,https://spoke.ucsf.edu/genelab/E-GEOD-48433-g29_g30,GO:0070125,mitochondrial translational elongation,5.848916E-6
E-GEOD-24365,E-GEOD-24365,https://spoke.ucsf.edu/genelab/E-GEOD-24365-g2_g1,GO:0015995,chlorophyll biosynthetic process,6.23832E-6
E-GEOD-36766,E-GEOD-36766,https://spoke.ucsf.edu/genelab/E-GEOD-36766-g1_g2,GO:0070125,mitochondrial translational elongation,6.2916897E-6
E-GEOD-49608,E-GEOD-49608,https://spoke.ucsf.edu/genelab/E-GEOD-49608-g5_g6,GO:0002181,cytoplasmic translation,6.412858E-6
E-GEOD-29137,E-GEOD-29137,https://spoke.ucsf.edu/genelab/E-GEOD-29137-g8_g6,GO:0070125,mitochondrial translational elongation,6.5600934E-6
E-GEOD-56691,E-GEOD-56691,https://spoke.ucsf.edu/genelab/E-GEOD-56691-g4_g1,GO:0070125,mitochondrial translational elongation,6.5755216E-6
E-GEOD-60548,E-GEOD-60548,https://spoke.ucsf.edu/genelab/E-GEOD-60548-g1_g4,GO:0002181,cytoplasmic translation,6.6127495E-6
E-GEOD-5617,E-GEOD-5617,https://spoke.ucsf.edu/genelab/E-GEOD-5617-g14_g9,GO:0015995,chlorophyll biosynthetic process,7.075613E-6
E-GEOD-52463,E-GEOD-52463,https://spoke.ucsf.edu/genelab/E-GEOD-52463-g2_g1,GO:0006694,steroid biosynthetic process,7.316678E-6
E-GEOD-47399,E-GEOD-47399,https://spoke.ucsf.edu/genelab/E-GEOD-47399-g2_g1,GO:0070125,mitochondrial translational elongation,7.3296915E-6
E-GEOD-45684,E-GEOD-45684,https://spoke.ucsf.edu/genelab/E-GEOD-45684-g7_g16,GO:0016126,sterol biosynthetic process,7.500797E-6
E-GEOD-30030,E-GEOD-30030,https://spoke.ucsf.edu/genelab/E-GEOD-30030-g7_g6,GO:0015995,chlorophyll biosynthetic process,7.656936E-6
E-GEOD-20987,E-GEOD-20987,https://spoke.ucsf.edu/genelab/E-GEOD-20987-g1_g2,GO:0032543,mitochondrial translation,8.275244E-6
E-GEOD-45684,E-GEOD-45684,https://spoke.ucsf.edu/genelab/E-GEOD-45684-g7_g16,GO:0006694,steroid biosynthetic process,8.29884E-6
E-GEOD-45684,E-GEOD-45684,https://spoke.ucsf.edu/genelab/E-GEOD-45684-g6_g15,GO:0006695,cholesterol biosynthetic process,9.141589E-6
E-GEOD-45684,E-GEOD-45684,https://spoke.ucsf.edu/genelab/E-GEOD-45684-g3_g12,GO:0008299,isoprenoid biosynthetic process,9.1884685E-6
E-GEOD-58351,E-GEOD-58351,https://spoke.ucsf.edu/genelab/E-GEOD-58351-g1_g3,GO:0032543,mitochondrial translation,9.834558E-6
E-GEOD-22947,E-GEOD-22947,https://spoke.ucsf.edu/genelab/E-GEOD-22947-g5_g7,GO:0019253,reductive pentose-phosphate cycle,9.942203E-6
E-GEOD-31348,E-GEOD-31348,https://spoke.ucsf.edu/genelab/E-GEOD-31348-g1_g4,GO:0002181,cytoplasmic translation,1.00304205E-5
E-GEOD-49284,E-GEOD-49284,https://spoke.ucsf.edu/genelab/E-GEOD-49284-g13_g1,GO:0006412,translation,1.0056253E-5
E-GEOD-34523,E-GEOD-34523,https://spoke.ucsf.edu/genelab/E-GEOD-34523-g3_g2,GO:0032543,mitochondrial translation,1.0167646E-5
E-GEOD-51885,E-GEOD-51885,https://spoke.ucsf.edu/genelab/E-GEOD-51885-g5_g4,GO:0006694,steroid biosynthetic process,1.0978079E-5
E-GEOD-31348,E-GEOD-31348,https://spoke.ucsf.edu/genelab/E-GEOD-31348-g1_g4,GO:0070125,mitochondrial translational elongation,1.1434252E-5
E-GEOD-34670,E-GEOD-34670,https://spoke.ucsf.edu/genelab/E-GEOD-34670-g2_g1,GO:0002181,cytoplasmic translation,1.14436925E-5
E-GEOD-49608,E-GEOD-49608,https://spoke.ucsf.edu/genelab/E-GEOD-49608-g5_g8,GO:0002181,cytoplasmic translation,1.2006622E-5
E-GEOD-43463,E-GEOD-43463,https://spoke.ucsf.edu/genelab/E-GEOD-43463-g7_g3,GO:0030639,polyketide biosynthetic process,1.2447271E-5
E-GEOD-48433,E-GEOD-48433,https://spoke.ucsf.edu/genelab/E-GEOD-48433-g52_g55,GO:0002181,cytoplasmic translation,1.2467668E-5
E-GEOD-53280,E-GEOD-53280,https://spoke.ucsf.edu/genelab/E-GEOD-53280-g2_g1,GO:0006754,ATP biosynthetic process,1.2669806E-5
E-GEOD-51885,E-GEOD-51885,https://spoke.ucsf.edu/genelab/E-GEOD-51885-g5_g3,GO:0006695,cholesterol biosynthetic process,1.2980411E-5
E-GEOD-20318,E-GEOD-20318,https://spoke.ucsf.edu/genelab/E-GEOD-20318-g2_g1,GO:0006368,transcription elongation from RNA polymerase II promoter,1.3322572E-5
E-GEOD-28728,E-GEOD-28728,https://spoke.ucsf.edu/genelab/E-GEOD-28728-g4_g1,GO:0032543,mitochondrial translation,1.4009368E-5
E-GEOD-45564,E-GEOD-45564,https://spoke.ucsf.edu/genelab/E-GEOD-45564-g2_g1,GO:0006694,steroid biosynthetic process,1.4570686E-5
E-GEOD-60340,E-GEOD-60340,https://spoke.ucsf.edu/genelab/E-GEOD-60340-g7_g5,GO:0002181,cytoplasmic translation,1.4654809E-5
E-GEOD-33643,E-GEOD-33643,https://spoke.ucsf.edu/genelab/E-GEOD-33643-g7_g8,GO:0016126,sterol biosynthetic process,1.6795702E-5
E-GEOD-23211,E-GEOD-23211,https://spoke.ucsf.edu/genelab/E-GEOD-23211-g2_g1,GO:0002181,cytoplasmic translation,1.7199895E-5
E-GEOD-54711,E-GEOD-54711,https://spoke.ucsf.edu/genelab/E-GEOD-54711-g2_g1,GO:0070125,mitochondrial translational elongation,1.8024615E-5
E-GEOD-46538,E-GEOD-46538,https://spoke.ucsf.edu/genelab/E-GEOD-46538-g3_g1,GO:0070125,mitochondrial translational elongation,1.8487695E-5
E-GEOD-54962,E-GEOD-54962,https://spoke.ucsf.edu/genelab/E-GEOD-54962-g4_g3,GO:0032543,mitochondrial translation,1.9925496E-5
E-GEOD-57494,E-GEOD-57494,https://spoke.ucsf.edu/genelab/E-GEOD-57494-g8_g6,GO:0002181,cytoplasmic translation,2.0070996E-5
E-GEOD-54962,E-GEOD-54962,https://spoke.ucsf.edu/genelab/E-GEOD-54962-g4_g3,GO:0070125,mitochondrial translational elongation,2.0355832E-5
E-GEOD-31594,E-GEOD-31594,https://spoke.ucsf.edu/genelab/E-GEOD-31594-g8_g12,GO:0002181,cytoplasmic translation,2.0734336E-5
E-GEOD-57252,E-GEOD-57252,https://spoke.ucsf.edu/genelab/E-GEOD-57252-g1_g5,GO:0009695,jasmonic acid biosynthetic process,2.15657E-5
E-GEOD-38430,E-GEOD-38430,https://spoke.ucsf.edu/genelab/E-GEOD-38430-g2_g1,GO:0007307,eggshell chorion gene amplification,2.1753887E-5
E-GEOD-33643,E-GEOD-33643,https://spoke.ucsf.edu/genelab/E-GEOD-33643-g7_g4,GO:0016126,sterol biosynthetic process,2.2197306E-5
E-GEOD-32526,E-GEOD-32526,https://spoke.ucsf.edu/genelab/E-GEOD-32526-g2_g4,GO:0070125,mitochondrial translational elongation,2.318511E-5
E-GEOD-44392,E-GEOD-44392,https://spoke.ucsf.edu/genelab/E-GEOD-44392-g2_g1,GO:0070125,mitochondrial translational elongation,2.3415876E-5
E-GEOD-43865,E-GEOD-43865,https://spoke.ucsf.edu/genelab/E-GEOD-43865-g12_g4,GO:0002181,cytoplasmic translation,2.3643803E-5
E-GEOD-40643,E-GEOD-40643,https://spoke.ucsf.edu/genelab/E-GEOD-40643-g1_g2,GO:0032543,mitochondrial translation,2.461008E-5
E-GEOD-44674,E-GEOD-44674,https://spoke.ucsf.edu/genelab/E-GEOD-44674-g7_g4,GO:0015986,ATP synthesis coupled proton transport,2.5024763E-5
E-GEOD-39690,E-GEOD-39690,https://spoke.ucsf.edu/genelab/E-GEOD-39690-g2_g4,GO:0045489,pectin biosynthetic process,2.5675685E-5
E-GEOD-22278,E-GEOD-22278,https://spoke.ucsf.edu/genelab/E-GEOD-22278-g5_g2,GO:0002181,cytoplasmic translation,2.670804E-5
E-GEOD-29187,E-GEOD-29187,https://spoke.ucsf.edu/genelab/E-GEOD-29187-g3_g4,GO:0019761,glucosinolate biosynthetic process,2.8523327E-5
E-GEOD-48350,E-GEOD-48350,https://spoke.ucsf.edu/genelab/E-GEOD-48350-g6_g2,GO:0070125,mitochondrial translational elongation,2.949936E-5
E-GEOD-22351,E-GEOD-22351,https://spoke.ucsf.edu/genelab/E-GEOD-22351-g1_g2,GO:0006694,steroid biosynthetic process,3.0662875E-5
E-GEOD-45684,E-GEOD-45684,https://spoke.ucsf.edu/genelab/E-GEOD-45684-g1_g10,GO:0006633,fatty acid biosynthetic process,3.39956E-5
E-GEOD-43714,E-GEOD-43714,https://spoke.ucsf.edu/genelab/E-GEOD-43714-g4_g3,GO:0008654,phospholipid biosynthetic process,3.5698948E-5
E-GEOD-48433,E-GEOD-48433,https://spoke.ucsf.edu/genelab/E-GEOD-48433-g121_g124,GO:0070125,mitochondrial translational elongation,3.5897527E-5
E-GEOD-18980,E-GEOD-18980,https://spoke.ucsf.edu/genelab/E-GEOD-18980-g2_g1,GO:0019761,glucosinolate biosynthetic process,3.6247464E-5
E-GEOD-48433,E-GEOD-48433,https://spoke.ucsf.edu/genelab/E-GEOD-48433-g121_g123,GO:0070125,mitochondrial translational elongation,3.662186E-5
E-GEOD-52942,E-GEOD-52942,https://spoke.ucsf.edu/genelab/E-GEOD-52942-g2_g1,GO:0006412,translation,3.7038768E-5
E-GEOD-51720,E-GEOD-51720,https://spoke.ucsf.edu/genelab/E-GEOD-51720-g33_g24,GO:0019253,reductive pentose-phosphate cycle,3.7091017E-5
E-GEOD-37781,E-GEOD-37781,https://spoke.ucsf.edu/genelab/E-GEOD-37781-g1_g3,GO:0006352,"DNA-templated transcription, initiation",3.8099774E-5
E-GEOD-18304,E-GEOD-18304,https://spoke.ucsf.edu/genelab/E-GEOD-18304-g1_g2,GO:0006695,cholesterol biosynthetic process,3.8982045E-5
E-GEOD-32706,E-GEOD-32706,https://spoke.ucsf.edu/genelab/E-GEOD-32706-g1_g3,GO:0006636,unsaturated fatty acid biosynthetic process,3.900129E-5
E-GEOD-39685,E-GEOD-39685,https://spoke.ucsf.edu/genelab/E-GEOD-39685-g2_g1,GO:0070125,mitochondrial translational elongation,3.9421946E-5
E-GEOD-58805,E-GEOD-58805,https://spoke.ucsf.edu/genelab/E-GEOD-58805-g1_g2,GO:0019252,starch biosynthetic process,3.9847404E-5
E-GEOD-45564,E-GEOD-45564,https://spoke.ucsf.edu/genelab/E-GEOD-45564-g2_g1,GO:0006695,cholesterol biosynthetic process,4.0876756E-5
E-GEOD-51720,E-GEOD-51720,https://spoke.ucsf.edu/genelab/E-GEOD-51720-g21_g19,GO:0019253,reductive pentose-phosphate cycle,4.1114086E-5
E-GEOD-48433,E-GEOD-48433,https://spoke.ucsf.edu/genelab/E-GEOD-48433-g111_g113,GO:0070125,mitochondrial translational elongation,4.1535568E-5
E-GEOD-51720,E-GEOD-51720,https://spoke.ucsf.edu/genelab/E-GEOD-51720-g14_g13,GO:0019253,reductive pentose-phosphate cycle,4.1829873E-5
E-GEOD-37031,E-GEOD-37031,https://spoke.ucsf.edu/genelab/E-GEOD-37031-g2_g1,GO:0070125,mitochondrial translational elongation,4.199646E-5
E-GEOD-57027,E-GEOD-57027,https://spoke.ucsf.edu/genelab/E-GEOD-57027-g1_g3,GO:0002181,cytoplasmic translation,4.3058615E-5
E-GEOD-2192,E-GEOD-2192,https://spoke.ucsf.edu/genelab/E-GEOD-2192-g2_g8,GO:0006412,translation,4.6863734E-5
E-GEOD-54962,E-GEOD-54962,https://spoke.ucsf.edu/genelab/E-GEOD-54962-g4_g1,GO:0042795,snRNA transcription by RNA polymerase II,4.7858E-5
E-GEOD-19519,E-GEOD-19519,https://spoke.ucsf.edu/genelab/E-GEOD-19519-g1_g3,GO:0006368,transcription elongation from RNA polymerase II promoter,4.851906E-5
E-GEOD-58261,E-GEOD-58261,https://spoke.ucsf.edu/genelab/E-GEOD-58261-g2_g3,GO:0006636,unsaturated fatty acid biosynthetic process,4.982735E-5
E-GEOD-16797,E-GEOD-16797,https://spoke.ucsf.edu/genelab/E-GEOD-16797-g4_g1,GO:0002181,cytoplasmic translation,4.9831437E-5
E-GEOD-30249,E-GEOD-30249,https://spoke.ucsf.edu/genelab/E-GEOD-30249-g6_g2,GO:0015995,chlorophyll biosynthetic process,5.1706294E-5
E-GEOD-38959,E-GEOD-38959,https://spoke.ucsf.edu/genelab/E-GEOD-38959-g2_g1,GO:0070125,mitochondrial translational elongation,5.19654E-5
E-GEOD-19264,E-GEOD-19264,https://spoke.ucsf.edu/genelab/E-GEOD-19264-g3_g6,GO:0002181,cytoplasmic translation,5.3594114E-5
E-GEOD-40127,E-GEOD-40127,https://spoke.ucsf.edu/genelab/E-GEOD-40127-g2_g1,GO:0006412,translation,5.392528E-5
E-GEOD-43463,E-GEOD-43463,https://spoke.ucsf.edu/genelab/E-GEOD-43463-g6_g2,GO:0030639,polyketide biosynthetic process,5.4068005E-5
E-GEOD-2565,E-GEOD-2565,https://spoke.ucsf.edu/genelab/E-GEOD-2565-g3_g12,GO:0006412,translation,5.4127995E-5
E-GEOD-35700,E-GEOD-35700,https://spoke.ucsf.edu/genelab/E-GEOD-35700-g3_g1,GO:0008652,cellular amino acid biosynthetic process,5.4644708E-5
E-GEOD-41827,E-GEOD-41827,https://spoke.ucsf.edu/genelab/E-GEOD-41827-g1_g2,GO:0006351,"transcription, DNA-templated",5.527127E-5
E-GEOD-57252,E-GEOD-57252,https://spoke.ucsf.edu/genelab/E-GEOD-57252-g1_g6,GO:0009813,flavonoid biosynthetic process,5.6331923E-5
E-GEOD-57252,E-GEOD-57252,https://spoke.ucsf.edu/genelab/E-GEOD-57252-g1_g3,GO:0015995,chlorophyll biosynthetic process,5.8878388E-5
E-GEOD-24187,E-GEOD-24187,https://spoke.ucsf.edu/genelab/E-GEOD-24187-g3_g1,GO:0006694,steroid biosynthetic process,5.9200273E-5
E-GEOD-34655,E-GEOD-34655,https://spoke.ucsf.edu/genelab/E-GEOD-34655-g1_g4,GO:0015995,chlorophyll biosynthetic process,6.0398812E-5
E-GEOD-28728,E-GEOD-28728,https://spoke.ucsf.edu/genelab/E-GEOD-28728-g4_g3,GO:0002181,cytoplasmic translation,6.127604E-5
E-GEOD-34655,E-GEOD-34655,https://spoke.ucsf.edu/genelab/E-GEOD-34655-g3_g4,GO:0019253,reductive pentose-phosphate cycle,6.130269E-5
E-GEOD-33455,E-GEOD-33455,https://spoke.ucsf.edu/genelab/E-GEOD-33455-g4_g3,GO:0070125,mitochondrial translational elongation,6.3344465E-5
E-GEOD-36035,E-GEOD-36035,https://spoke.ucsf.edu/genelab/E-GEOD-36035-g4_g2,GO:0070125,mitochondrial translational elongation,6.3362946E-5
E-GEOD-18791,E-GEOD-18791,https://spoke.ucsf.edu/genelab/E-GEOD-18791-g11_g4,GO:0070125,mitochondrial translational elongation,6.542452E-5
E-GEOD-44674,E-GEOD-44674,https://spoke.ucsf.edu/genelab/E-GEOD-44674-g9_g6,GO:0032543,mitochondrial translation,6.799454E-5
E-GEOD-16722,E-GEOD-16722,https://spoke.ucsf.edu/genelab/E-GEOD-16722-g6_g3,GO:0002181,cytoplasmic translation,7.016849E-5
E-GEOD-2192,E-GEOD-2192,https://spoke.ucsf.edu/genelab/E-GEOD-2192-g2_g10,GO:0006412,translation,7.064058E-5
E-GEOD-5681,E-GEOD-5681,https://spoke.ucsf.edu/genelab/E-GEOD-5681-g4_g3,GO:0070125,mitochondrial translational elongation,7.0642185E-5
E-GEOD-53280,E-GEOD-53280,https://spoke.ucsf.edu/genelab/E-GEOD-53280-g2_g1,GO:0015986,ATP synthesis coupled proton transport,7.12865E-5
E-GEOD-55282,E-GEOD-55282,https://spoke.ucsf.edu/genelab/E-GEOD-55282-g4_g1,GO:0070125,mitochondrial translational elongation,7.4508076E-5
E-GEOD-18912,E-GEOD-18912,https://spoke.ucsf.edu/genelab/E-GEOD-18912-g2_g1,GO:0070125,mitochondrial translational elongation,7.493483E-5
E-GEOD-38332,E-GEOD-38332,https://spoke.ucsf.edu/genelab/E-GEOD-38332-g2_g1,GO:0070125,mitochondrial translational elongation,7.725874E-5
E-GEOD-54962,E-GEOD-54962,https://spoke.ucsf.edu/genelab/E-GEOD-54962-g4_g1,GO:0070125,mitochondrial translational elongation,7.784874E-5
E-GEOD-45581,E-GEOD-45581,https://spoke.ucsf.edu/genelab/E-GEOD-45581-g3_g2,GO:0002181,cytoplasmic translation,7.9355705E-5
E-GEOD-46867,E-GEOD-46867,https://spoke.ucsf.edu/genelab/E-GEOD-46867-g6_g4,GO:0002181,cytoplasmic translation,8.245213E-5
E-GEOD-43713,E-GEOD-43713,https://spoke.ucsf.edu/genelab/E-GEOD-43713-g3_g1,GO:0032543,mitochondrial translation,8.436615E-5
E-GEOD-21681,E-GEOD-21681,https://spoke.ucsf.edu/genelab/E-GEOD-21681-g11_g5,GO:0006412,translation,8.439872E-5
E-GEOD-16722,E-GEOD-16722,https://spoke.ucsf.edu/genelab/E-GEOD-16722-g3_g8,GO:0008652,cellular amino acid biosynthetic process,8.541644E-5
E-GEOD-57896,E-GEOD-57896,https://spoke.ucsf.edu/genelab/E-GEOD-57896-g5_g7,GO:0006694,steroid biosynthetic process,8.56663E-5
E-GEOD-43463,E-GEOD-43463,https://spoke.ucsf.edu/genelab/E-GEOD-43463-g8_g4,GO:0009813,flavonoid biosynthetic process,9.006719E-5
E-GEOD-51720,E-GEOD-51720,https://spoke.ucsf.edu/genelab/E-GEOD-51720-g21_g16,GO:0019253,reductive pentose-phosphate cycle,9.0262096E-5
E-GEOD-58603,E-GEOD-58603,https://spoke.ucsf.edu/genelab/E-GEOD-58603-g8_g2,GO:0015995,chlorophyll biosynthetic process,9.132124E-5
E-GEOD-35700,E-GEOD-35700,https://spoke.ucsf.edu/genelab/E-GEOD-35700-g4_g2,GO:0006633,fatty acid biosynthetic process,9.15292E-5
E-GEOD-41678,E-GEOD-41678,https://spoke.ucsf.edu/genelab/E-GEOD-41678-g19_g15,GO:0070125,mitochondrial translational elongation,9.325296E-5
E-GEOD-33455,E-GEOD-33455,https://spoke.ucsf.edu/genelab/E-GEOD-33455-g2_g1,GO:0032543,mitochondrial translation,9.4659474E-5
E-GEOD-16797,E-GEOD-16797,https://spoke.ucsf.edu/genelab/E-GEOD-16797-g4_g1,GO:0070125,mitochondrial translational elongation,1.0026366E-4
E-GEOD-51651,E-GEOD-51651,https://spoke.ucsf.edu/genelab/E-GEOD-51651-g2_g1,GO:0006412,translation,1.02757236E-4
E-GEOD-37031,E-GEOD-37031,https://spoke.ucsf.edu/genelab/E-GEOD-37031-g2_g1,GO:0006695,cholesterol biosynthetic process,1.0683526E-4
E-GEOD-39687,E-GEOD-39687,https://spoke.ucsf.edu/genelab/E-GEOD-39687-g4_g3,GO:0032544,plastid translation,1.0732252E-4
E-GEOD-52202,E-GEOD-52202,https://spoke.ucsf.edu/genelab/E-GEOD-52202-g2_g1,GO:0030208,dermatan sulfate biosynthetic process,1.11897025E-4
E-GEOD-41678,E-GEOD-41678,https://spoke.ucsf.edu/genelab/E-GEOD-41678-g19_g15,GO:0006368,transcription elongation from RNA polymerase II promoter,1.133544E-4
E-GEOD-57252,E-GEOD-57252,https://spoke.ucsf.edu/genelab/E-GEOD-57252-g1_g2,GO:0005992,trehalose biosynthetic process,1.14487426E-4
E-GEOD-59966,E-GEOD-59966,https://spoke.ucsf.edu/genelab/E-GEOD-59966-g1_g2,GO:0071897,DNA biosynthetic process,1.1925006E-4
E-GEOD-33643,E-GEOD-33643,https://spoke.ucsf.edu/genelab/E-GEOD-33643-g7_g2,GO:0070125,mitochondrial translational elongation,1.2021686E-4
E-GEOD-48433,E-GEOD-48433,https://spoke.ucsf.edu/genelab/E-GEOD-48433-g111_g112,GO:0042795,snRNA transcription by RNA polymerase II,1.2273637E-4
E-GEOD-48433,E-GEOD-48433,https://spoke.ucsf.edu/genelab/E-GEOD-48433-g111_g112,GO:0070125,mitochondrial translational elongation,1.2273637E-4
E-GEOD-37031,E-GEOD-37031,https://spoke.ucsf.edu/genelab/E-GEOD-37031-g2_g1,GO:0016126,sterol biosynthetic process,1.2588275E-4
E-GEOD-34925,E-GEOD-34925,https://spoke.ucsf.edu/genelab/E-GEOD-34925-g1_g2,GO:0006367,transcription initiation from RNA polymerase II promoter,1.2917056E-4
E-GEOD-57896,E-GEOD-57896,https://spoke.ucsf.edu/genelab/E-GEOD-57896-g5_g7,GO:0006695,cholesterol biosynthetic process,1.3265178E-4
E-GEOD-51885,E-GEOD-51885,https://spoke.ucsf.edu/genelab/E-GEOD-51885-g5_g4,GO:0016126,sterol biosynthetic process,1.3578644E-4
E-GEOD-20493,E-GEOD-20493,https://spoke.ucsf.edu/genelab/E-GEOD-20493-g4_g2,GO:0002181,cytoplasmic translation,1.3604977E-4
E-GEOD-45284,E-GEOD-45284,https://spoke.ucsf.edu/genelab/E-GEOD-45284-g2_g1,GO:0071897,DNA biosynthetic process,1.3742673E-4
E-GEOD-45684,E-GEOD-45684,https://spoke.ucsf.edu/genelab/E-GEOD-45684-g6_g15,GO:0006694,steroid biosynthetic process,1.4441756E-4
E-GEOD-18791,E-GEOD-18791,https://spoke.ucsf.edu/genelab/E-GEOD-18791-g11_g3,GO:0032543,mitochondrial translation,1.5223889E-4
E-GEOD-25073,E-GEOD-25073,https://spoke.ucsf.edu/genelab/E-GEOD-25073-g2_g1,GO:0002181,cytoplasmic translation,1.5306321E-4
E-GEOD-57252,E-GEOD-57252,https://spoke.ucsf.edu/genelab/E-GEOD-57252-g1_g7,GO:0009695,jasmonic acid biosynthetic process,1.6110108E-4
E-GEOD-57252,E-GEOD-57252,https://spoke.ucsf.edu/genelab/E-GEOD-57252-g1_g7,GO:0031408,oxylipin biosynthetic process,1.6110108E-4
E-GEOD-48433,E-GEOD-48433,https://spoke.ucsf.edu/genelab/E-GEOD-48433-g154_g157,GO:0006694,steroid biosynthetic process,1.630712E-4
E-GEOD-23820,E-GEOD-23820,https://spoke.ucsf.edu/genelab/E-GEOD-23820-g2_g1,GO:0010025,wax biosynthetic process,1.6350076E-4
E-GEOD-39752,E-GEOD-39752,https://spoke.ucsf.edu/genelab/E-GEOD-39752-g1_g2,GO:0006633,fatty acid biosynthetic process,1.6440869E-4
E-GEOD-54073,E-GEOD-54073,https://spoke.ucsf.edu/genelab/E-GEOD-54073-g1_g2,GO:0006412,translation,1.6450664E-4
E-GEOD-49284,E-GEOD-49284,https://spoke.ucsf.edu/genelab/E-GEOD-49284-g16_g4,GO:0070125,mitochondrial translational elongation,1.6531124E-4
E-GEOD-40422,E-GEOD-40422,https://spoke.ucsf.edu/genelab/E-GEOD-40422-g2_g1,GO:0070125,mitochondrial translational elongation,1.6671175E-4
E-GEOD-5735,E-GEOD-5735,https://spoke.ucsf.edu/genelab/E-GEOD-5735-g2_g1,GO:0009813,flavonoid biosynthetic process,1.6956693E-4
E-GEOD-41827,E-GEOD-41827,https://spoke.ucsf.edu/genelab/E-GEOD-41827-g1_g2,GO:0070125,mitochondrial translational elongation,1.7377557E-4
E-GEOD-18791,E-GEOD-18791,https://spoke.ucsf.edu/genelab/E-GEOD-18791-g11_g4,GO:0032543,mitochondrial translation,1.8331419E-4
E-GEOD-40750,E-GEOD-40750,https://spoke.ucsf.edu/genelab/E-GEOD-40750-g2_g1,GO:0006694,steroid biosynthetic process,1.87409E-4
E-GEOD-23940,E-GEOD-23940,https://spoke.ucsf.edu/genelab/E-GEOD-23940-g2_g1,GO:0002181,cytoplasmic translation,1.9068625E-4
E-GEOD-53201,E-GEOD-53201,https://spoke.ucsf.edu/genelab/E-GEOD-53201-g1_g5,GO:0006694,steroid biosynthetic process,1.9623635E-4
E-GEOD-35428,E-GEOD-35428,https://spoke.ucsf.edu/genelab/E-GEOD-35428-g8_g7,GO:0070125,mitochondrial translational elongation,1.9722813E-4
E-GEOD-57116,E-GEOD-57116,https://spoke.ucsf.edu/genelab/E-GEOD-57116-g3_g2,GO:0070125,mitochondrial translational elongation,2.0371619E-4
E-GEOD-45684,E-GEOD-45684,https://spoke.ucsf.edu/genelab/E-GEOD-45684-g4_g13,GO:0008299,isoprenoid biosynthetic process,2.0689104E-4
E-GEOD-57896,E-GEOD-57896,https://spoke.ucsf.edu/genelab/E-GEOD-57896-g6_g10,GO:0006695,cholesterol biosynthetic process,2.0716834E-4
E-GEOD-56785,E-GEOD-56785,https://spoke.ucsf.edu/genelab/E-GEOD-56785-g1_g5,GO:0002181,cytoplasmic translation,2.0783258E-4
E-GEOD-22278,E-GEOD-22278,https://spoke.ucsf.edu/genelab/E-GEOD-22278-g5_g1,GO:0002181,cytoplasmic translation,2.1221765E-4
E-GEOD-41678,E-GEOD-41678,https://spoke.ucsf.edu/genelab/E-GEOD-41678-g19_g16,GO:0070125,mitochondrial translational elongation,2.1348224E-4
E-GEOD-44250,E-GEOD-44250,https://spoke.ucsf.edu/genelab/E-GEOD-44250-g1_g2,GO:0006412,translation,2.1539444E-4
E-GEOD-5641,E-GEOD-5641,https://spoke.ucsf.edu/genelab/E-GEOD-5641-g2_g1,GO:0019761,glucosinolate biosynthetic process,2.1971954E-4
E-GEOD-48433,E-GEOD-48433,https://spoke.ucsf.edu/genelab/E-GEOD-48433-g150_g151,GO:0046854,phosphatidylinositol phosphate biosynthetic process,2.221571E-4
E-GEOD-48433,E-GEOD-48433,https://spoke.ucsf.edu/genelab/E-GEOD-48433-g82_g85,GO:0070125,mitochondrial translational elongation,2.2292548E-4
E-GEOD-57896,E-GEOD-57896,https://spoke.ucsf.edu/genelab/E-GEOD-57896-g5_g7,GO:0016126,sterol biosynthetic process,2.2622506E-4
E-GEOD-42780,E-GEOD-42780,https://spoke.ucsf.edu/genelab/E-GEOD-42780-g5_g6,GO:0006412,translation,2.3413413E-4
E-GEOD-2515,E-GEOD-2515,https://spoke.ucsf.edu/genelab/E-GEOD-2515-g1_g2,GO:0006412,translation,2.350707E-4
E-GEOD-32526,E-GEOD-32526,https://spoke.ucsf.edu/genelab/E-GEOD-32526-g1_g3,GO:0006351,"transcription, DNA-templated",2.3651103E-4
