gene_symbol	log2_fold_change	mean_test	mean_control	pvalue	pvalue_adjusted	direction	significant
DRD2	-2.4216	41.6931	267.7889	2.27e-22	7.04e-21	down	yes
INSM1	-2.4211	92.0529	616.4167	3.98e-22	1.20e-20	down	yes
TUBB6	-2.4179	259.9259	1283.6111	4.69e-26	2.35e-24	down	yes
NES	-2.4137	1048.8042	6849.3556	9.56e-26	4.59e-24	down	yes
RPL39	-2.4128	2585.0529	28168.1722	4.03e-28	2.72e-26	down	yes
H2AC12	-2.4127	33.8042	129.6611	2.25e-14	2.45e-13	down	yes
EBF1	-2.4118	355.7566	2135.1111	1.45e-33	2.02e-31	down	yes
HS3ST3A1	-2.4113	16.8201	161.7778	1.21e-22	3.93e-21	down	yes
IGDCC3	-2.4098	393.1746	1832.4444	5.56e-28	3.68e-26	down	yes
HAS2	-2.4009	43.8889	236.6833	2.62e-35	4.64e-33	down	yes
DSG2	-2.4006	157.6085	724.0667	6.23e-36	1.22e-33	down	yes
PLP2	-2.3990	127.2593	625.9611	3.57e-19	7.21e-18	down	yes
PCDH18	-2.3962	155.6190	1091.7722	1.76e-27	1.07e-25	down	yes
E2F7	-2.3962	53.9259	305.2722	8.94e-19	1.73e-17	down	yes
DYNLT1	-2.3856	593.5291	4331.0833	2.36e-39	6.51e-37	down	yes
TWIST1	-2.3855	65.7831	350.9778	3.85e-23	1.33e-21	down	yes
ACTG2	-2.3854	40.7672	518.6722	1.31e-24	5.38e-23	down	yes
RPS3A	-2.3840	4777.3915	43866.8167	8.80e-40	2.62e-37	down	yes
TAGLN	-2.3788	1625.8148	7361.1611	1.97e-26	1.04e-24	down	yes
TNC	-2.3785	548.1164	4240.2667	1.38e-24	5.61e-23	down	yes
HOXC10	-2.3785	3.5291	21.5889	1.26e-04	3.44e-04	down	yes
TUBA1A	-2.3781	10240.2857	87523.7111	5.26e-38	1.24e-35	down	yes
IGF2BP2	-2.3778	381.4021	1945.8222	5.70e-28	3.76e-26	down	yes
TNFRSF19	-2.3760	121.5820	881.3167	9.60e-34	1.40e-31	down	yes
ONECUT1	-2.3749	86.2487	455.4833	5.41e-23	1.83e-21	down	yes
HMGA1	-2.3740	1238.5556	4367.0222	1.77e-30	1.72e-28	down	yes
EPS8L1	-2.3723	18.6349	256.4167	2.61e-18	4.74e-17	down	yes
PBX3	-2.3702	318.2804	2098.6778	8.53e-43	3.36e-40	down	yes
TUBB3	-2.3700	2979.1746	20527.2167	7.89e-43	3.18e-40	down	yes
FBLN1	-2.3688	559.3862	2751.8222	1.81e-28	1.32e-26	down	yes
FOS	-2.3615	1042.1217	14617.7944	4.15e-21	1.10e-19	down	yes
FGFBP3	-2.3586	386.0317	1573.5889	1.28e-20	3.15e-19	down	yes
EIF4EBP1	-2.3558	202.4339	1509.0722	1.40e-19	2.98e-18	down	yes
SCUBE1	-2.3502	230.9259	1081.0667	1.43e-36	3.01e-34	down	yes
ODC1	-2.3473	774.1534	6186.2556	1.71e-30	1.67e-28	down	yes
CDCA2	-2.3430	44.1058	212.5000	1.37e-12	1.16e-11	down	yes
CA12	-2.3348	130.7725	726.9278	3.64e-30	3.36e-28	down	yes
BPI	-2.3327	1.6085	42.0389	5.00e-07	2.02e-06	down	yes
CDCA5	-2.3323	103.9735	344.5833	2.00e-21	5.47e-20	down	yes
RND3	-2.3270	383.6931	2959.7000	8.85e-28	5.69e-26	down	yes
SALL4	-2.3261	215.9153	587.8667	3.32e-24	1.29e-22	down	yes
ARF4	-2.3239	844.0529	4562.0611	2.79e-45	1.58e-42	down	yes
ACTG1	-2.3231	13161.2646	73431.9667	1.12e-44	5.83e-42	down	yes
FOXD3	-2.3216	1.2698	40.6889	8.84e-06	2.93e-05	down	yes
NMU	-2.3152	28.7619	149.0111	9.41e-14	9.33e-13	down	yes
FZD1	-2.3152	227.3439	1193.8667	2.62e-29	2.11e-27	down	yes
IL13RA2	-2.3112	21.7672	225.7000	4.67e-21	1.23e-19	down	yes
HOXB7	-2.3097	36.7249	402.1722	8.09e-19	1.57e-17	down	yes
ID1	-2.3095	509.1905	1981.9056	5.45e-18	9.43e-17	down	yes
ROR2	-2.3059	53.1587	203.9889	5.27e-24	1.99e-22	down	yes
MAGEA2B	-2.3042	0.8730	58.8500	4.30e-04	1.07e-03	down	yes
PROSER2	-2.3039	27.9206	110.6667	6.41e-20	1.44e-18	down	yes
TPX2	-2.3007	292.5820	1226.4111	7.92e-23	2.61e-21	down	yes
ZPR1	-2.2993	1583.0952	27543.1833	2.60e-39	7.08e-37	down	yes
CENPW	-2.2961	91.4074	376.4333	3.20e-24	1.25e-22	down	yes
PRL	-2.2938	1.1058	17.4444	1.80e-06	6.67e-06	down	yes
FKBP10	-2.2928	411.6878	2389.1111	3.89e-27	2.26e-25	down	yes
ALX1	-2.2905	2.0423	29.3500	4.07e-08	1.90e-07	down	yes
TYMS	-2.2899	218.4339	1120.6444	1.21e-22	3.93e-21	down	yes
MYL6	-2.2868	3103.1058	21716.7667	1.26e-33	1.78e-31	down	yes
CENPA	-2.2823	30.6190	154.5722	2.37e-15	2.89e-14	down	yes
HMMR	-2.2775	72.9947	304.5111	1.61e-17	2.57e-16	down	yes
ART5	-2.2767	3.7513	35.7556	1.37e-08	6.95e-08	down	yes
MYMX	-2.2708	0.4392	5.5222	5.29e-05	1.54e-04	down	yes
BNC2	-2.2703	141.1587	762.5111	1.36e-27	8.37e-26	down	yes
NUSAP1	-2.2687	183.1799	1119.9500	3.54e-23	1.23e-21	down	yes
SINHCAF	-2.2646	258.6561	1496.0333	2.14e-25	9.82e-24	down	yes
PHLDA2	-2.2632	123.3915	564.3611	1.07e-11	8.13e-11	down	yes
LMX1A	-2.2620	25.8201	148.7611	2.15e-04	5.66e-04	down	yes
FOXC2	-2.2609	34.3492	298.7222	3.60e-12	2.90e-11	down	yes
CD70	-2.2608	10.6667	40.8833	3.35e-13	3.09e-12	down	yes
RPL10A	-2.2600	2657.3333	19121.8833	1.14e-31	1.22e-29	down	yes
BCL2A1	-2.2572	49.6878	865.6500	1.62e-09	9.33e-09	down	yes
VEPH1	-2.2555	31.5344	200.2500	3.00e-25	1.35e-23	down	yes
ISYNA1	-2.2539	639.5714	2338.6000	1.13e-22	3.69e-21	down	yes
GSC	-2.2534	1.3122	37.0500	1.84e-05	5.82e-05	down	yes
BCHE	-2.2534	123.1058	570.2444	2.33e-29	1.90e-27	down	yes
C22ORF42	-2.2519	10.1005	85.1444	3.46e-12	2.80e-11	down	yes
OTP	-2.2518	2.0212	39.1667	6.52e-06	2.21e-05	down	yes
COPZ2	-2.2481	55.0476	387.4833	2.30e-19	4.73e-18	down	yes
HBD	-2.2411	4.5132	180.0500	8.51e-06	2.83e-05	down	yes
PPIC	-2.2379	145.1164	574.6111	1.38e-30	1.36e-28	down	yes
LGALS3BP	-2.2369	743.5767	3484.0333	1.40e-29	1.19e-27	down	yes
RHOD	-2.2293	15.9365	118.2944	1.75e-12	1.47e-11	down	yes
C12ORF75	-2.2283	192.2328	1120.5444	6.23e-25	2.65e-23	down	yes
TLX3	-2.2243	2.1164	40.0111	1.32e-03	2.98e-03	down	yes
IGF2BP3	-2.2216	279.7672	1278.3500	1.22e-26	6.62e-25	down	yes
MYL12A	-2.2191	669.9683	3829.8611	1.22e-27	7.64e-26	down	yes
NREP	-2.2179	2262.3280	9879.7333	1.94e-35	3.54e-33	down	yes
SERINC2	-2.2176	51.4603	505.0556	1.11e-19	2.40e-18	down	yes
CFI	-2.2154	211.1905	1076.9333	1.16e-25	5.50e-24	down	yes
MYL1	-2.2154	2.2434	74.6333	3.85e-08	1.81e-07	down	yes
MYL9	-2.2137	391.2328	1838.3944	4.44e-15	5.21e-14	down	yes
MAB21L1	-2.2133	107.5291	695.8778	2.92e-20	6.88e-19	down	yes
CDC20	-2.2133	137.8148	663.5944	8.65e-13	7.55e-12	down	yes
ITGA5	-2.2127	280.2804	1221.0222	2.30e-18	4.21e-17	down	yes
DEFB1	-2.2059	1.2540	23.4333	1.30e-03	2.94e-03	down	yes
KIRREL1	-2.2047	223.6032	1303.9889	3.48e-20	8.09e-19	down	yes
BCL2L12	-2.2031	72.0476	275.6278	4.51e-19	9.04e-18	down	yes
RPL41	-2.2030	9137.4603	60888.6944	3.37e-29	2.65e-27	down	yes
H2AC13	-2.2006	34.8889	144.8333	1.40e-10	9.36e-10	down	yes
RPL7A	-2.1996	2666.4180	19277.9833	6.17e-33	7.80e-31	down	yes
STAC	-2.1986	26.8730	116.2278	4.80e-16	6.40e-15	down	yes
DTL	-2.1976	57.1111	329.6389	3.55e-11	2.57e-10	down	yes
IQGAP2	-2.1976	123.9841	798.2278	5.18e-26	2.58e-24	down	yes
TMEM179B	-2.1968	182.4444	902.9722	4.15e-27	2.40e-25	down	yes
EEF1G	-2.1945	4706.8148	29475.5333	1.47e-29	1.24e-27	down	yes
NTS	-2.1895	8.0899	1011.4667	4.08e-10	2.56e-09	down	yes
SULF2	-2.1890	908.0635	3290.6222	8.22e-30	7.26e-28	down	yes
C19ORF33	-2.1889	52.2063	159.9833	1.15e-09	6.80e-09	down	yes
EMP3	-2.1881	345.6243	1915.2833	1.79e-18	3.32e-17	down	yes
CHAT	-2.1868	6.5556	49.4944	1.89e-17	2.98e-16	down	yes
TH	-2.1857	12.5238	128.7444	4.41e-12	3.52e-11	down	yes
KLHDC8A	-2.1857	176.9259	905.0556	9.13e-22	2.64e-20	down	yes
RPLP0	-2.1821	4811.3069	26901.4889	1.94e-28	1.40e-26	down	yes
STK26	-2.1803	88.5714	446.4000	6.87e-15	7.91e-14	down	yes
PPP1R14B	-2.1775	612.6508	3090.9667	6.10e-25	2.60e-23	down	yes
DAD1	-2.1733	711.6190	4628.1444	2.06e-29	1.70e-27	down	yes
EEF1A1	-2.1728	31624.6667	189250.8444	1.55e-37	3.52e-35	down	yes
LAPTM4B	-2.1659	824.0317	4495.0000	5.02e-35	8.44e-33	down	yes
RPS23	-2.1640	6284.2751	41162.1444	3.12e-32	3.59e-30	down	yes
MARVELD1	-2.1544	179.9735	568.0778	5.00e-26	2.50e-24	down	yes
KLF10	-2.1523	275.5714	1270.6389	4.33e-35	7.35e-33	down	yes
RPS12	-2.1500	3922.8624	36737.9833	2.15e-24	8.51e-23	down	yes
CCNB1	-2.1483	309.8413	1082.4833	2.26e-21	6.17e-20	down	yes
HPGD	-2.1467	22.7037	110.1778	6.32e-20	1.42e-18	down	yes
KIF11	-2.1451	215.0317	726.9333	1.29e-28	9.67e-27	down	yes
ZNF300	-2.1451	111.0159	553.1111	2.19e-29	1.79e-27	down	yes
PROS1	-2.1428	260.9947	1083.5111	3.24e-37	6.97e-35	down	yes
CCL8	-2.1407	3.4339	70.8722	7.73e-06	2.59e-05	down	yes
PLK4	-2.1404	71.2646	268.5667	4.09e-24	1.56e-22	down	yes
ABRACL	-2.1376	258.9947	1250.3444	3.42e-24	1.32e-22	down	yes
ALPK2	-2.1369	22.9735	260.1500	3.75e-17	5.69e-16	down	yes
DPPA4	-2.1357	452.3757	1382.7667	8.01e-20	1.77e-18	down	yes
FIGNL2	-2.1316	95.7672	257.8278	5.36e-18	9.30e-17	down	yes
FZD2	-2.1312	190.3439	992.8222	2.02e-16	2.82e-15	down	yes
WEE1	-2.1311	223.8307	818.6833	4.07e-29	3.17e-27	down	yes
DLL3	-2.1266	169.8519	1048.8167	1.60e-21	4.45e-20	down	yes
CST1	-2.1263	0.4497	10.6722	2.42e-03	5.18e-03	down	yes
RPL30	-2.1239	3323.3915	29704.0333	1.92e-27	1.15e-25	down	yes
RPL22L1	-2.1224	443.2751	1601.8333	2.37e-26	1.24e-24	down	yes
TSPAN4	-2.1221	274.7778	1146.2889	7.57e-23	2.51e-21	down	yes
RPL12	-2.1218	3816.8413	27297.1556	2.20e-25	1.00e-23	down	yes
COL5A2	-2.1189	1070.5503	3735.3278	2.51e-21	6.79e-20	down	yes
SERPINF1	-2.1176	527.9418	1830.0944	4.94e-27	2.83e-25	down	yes
FAM183A	-2.1154	3.3651	174.7722	1.31e-09	7.66e-09	down	yes
SDC2	-2.1126	579.9683	2811.1000	6.39e-25	2.70e-23	down	yes
DDAH2	-2.1117	48.0212	426.6111	2.67e-23	9.35e-22	down	yes
MYC	-2.1106	183.1852	916.3444	4.64e-21	1.22e-19	down	yes
CDK4	-2.1103	568.0476	2915.5056	4.27e-30	3.93e-28	down	yes
SDHAF3	-2.1100	123.6402	553.4222	4.59e-32	5.16e-30	down	yes
BUB1	-2.1071	106.2328	496.7778	1.70e-14	1.88e-13	down	yes
IGFBP5	-2.1058	2331.4974	22980.2389	8.23e-21	2.09e-19	down	yes
COL9A3	-2.1054	403.0106	1403.4111	2.06e-18	3.80e-17	down	yes
TRIB3	-2.1049	103.9259	419.5889	6.39e-27	3.61e-25	down	yes
ITIH6	-2.1047	1.0847	2.2389	1.46e-05	4.67e-05	down	yes
SMCO3	-2.1043	7.4974	63.1167	5.98e-13	5.33e-12	down	yes
BUB1B	-2.1020	103.3598	497.0389	5.79e-19	1.14e-17	down	yes
LBH	-2.1010	286.0212	1515.8667	3.75e-27	2.19e-25	down	yes
SKA3	-2.1006	42.0423	165.7333	1.09e-16	1.57e-15	down	yes
TK1	-2.0991	106.0212	267.8222	5.27e-17	7.84e-16	down	yes
TEAD2	-2.0987	133.0529	575.6000	1.75e-13	1.68e-12	down	yes
RPS5	-2.0977	2916.2698	20529.3611	1.42e-25	6.70e-24	down	yes
RPL35A	-2.0977	4730.4815	26000.3556	1.18e-26	6.45e-25	down	yes
TXNDC5	-2.0966	508.7460	1840.2278	6.01e-27	3.41e-25	down	yes
RCN1	-2.0959	854.2540	3795.1778	4.95e-30	4.48e-28	down	yes
RPS13	-2.0957	2919.4444	25324.7889	7.94e-24	2.92e-22	down	yes
RPS10	-2.0938	1972.1587	20823.0167	4.47e-23	1.52e-21	down	yes
HTRA3	-2.0937	9.9259	157.1944	4.03e-12	3.23e-11	down	yes
NKAIN1	-2.0932	171.1111	920.9778	2.63e-21	7.11e-20	down	yes
IGFBP7	-2.0929	1322.2116	6367.1556	5.53e-19	1.09e-17	down	yes
RPL15	-2.0922	8332.4339	44468.6944	5.59e-40	1.69e-37	down	yes
SCRT2	-2.0915	74.6931	313.1333	2.89e-14	3.10e-13	down	yes
RPS10-NUDT3	-2.0908	2338.3016	7304.3722	1.44e-18	2.70e-17	down	yes
RPL26	-2.0896	4435.4921	34568.3278	8.64e-34	1.27e-31	down	yes
KDELR2	-2.0895	953.8571	3692.5500	1.67e-37	3.76e-35	down	yes
RPL36A-HNRNPH2	-2.0885	630.4603	2043.3778	7.05e-13	6.22e-12	down	yes
BMP4	-2.0875	87.8942	498.8556	6.40e-21	1.65e-19	down	yes
CXCL10	-2.0853	12.2222	93.9778	6.09e-08	2.79e-07	down	yes
HNRNPA1	-2.0834	5700.8942	28338.0722	4.74e-43	1.99e-40	down	yes
SEMA3C	-2.0750	424.0212	1625.8444	2.66e-32	3.13e-30	down	yes
NT5E	-2.0748	235.7249	950.6778	6.05e-22	1.80e-20	down	yes
CFAP77	-2.0748	5.7037	61.3833	4.41e-09	2.40e-08	down	yes
COL6A1	-2.0734	2157.9471	6264.8222	5.09e-26	2.54e-24	down	yes
TMEM100	-2.0729	77.9788	217.7333	1.31e-21	3.72e-20	down	yes
LHX1	-2.0720	10.2116	78.4500	1.85e-08	9.20e-08	down	yes
EEF1B2	-2.0716	864.6455	5705.9111	1.56e-28	1.15e-26	down	yes
FGG	-2.0705	1.3069	280.1667	6.28e-04	1.51e-03	down	yes
CAV1	-2.0697	170.0317	1170.4444	6.15e-17	9.06e-16	down	yes
LOXL2	-2.0693	248.2487	1077.3333	2.22e-32	2.65e-30	down	yes
UGT3A2	-2.0686	5.8836	87.9778	7.16e-06	2.41e-05	down	yes
CDCA4	-2.0664	117.1746	343.8111	1.49e-25	7.00e-24	down	yes
ZWINT	-2.0646	116.4180	465.7278	3.96e-15	4.68e-14	down	yes
VAT1	-2.0645	736.8201	3904.1111	3.10e-26	1.61e-24	down	yes
AURKB	-2.0620	62.7989	329.7111	6.83e-12	5.34e-11	down	yes
SMTNL2	-2.0563	11.4233	89.8111	1.07e-12	9.21e-12	down	yes
CD99	-2.0556	753.1799	6508.0222	2.40e-22	7.41e-21	down	yes
SPARC	-2.0542	3791.9735	18845.9000	5.65e-19	1.11e-17	down	yes
SPINT1	-2.0534	43.1852	158.3056	6.77e-15	7.80e-14	down	yes
EMP1	-2.0532	361.7090	1783.5500	1.38e-18	2.62e-17	down	yes
ACTA2	-2.0518	298.3968	3497.8333	7.28e-27	4.09e-25	down	yes
DACH1	-2.0496	368.2698	1381.8389	8.93e-26	4.32e-24	down	yes
RPS19	-2.0495	9567.2169	48439.0556	7.41e-21	1.90e-19	down	yes
RPL9	-2.0489	4611.3439	24228.5722	1.43e-23	5.13e-22	down	yes
NT5DC2	-2.0465	468.5132	2017.9833	9.63e-22	2.77e-20	down	yes
RPL36	-2.0452	5187.7037	23191.9722	3.04e-22	9.23e-21	down	yes
REM2	-2.0436	36.7566	173.6500	6.57e-20	1.47e-18	down	yes
TXN	-2.0431	1790.6667	8336.5389	1.81e-23	6.42e-22	down	yes
ACKR3	-2.0431	137.7090	731.5833	2.08e-19	4.31e-18	down	yes
ARL4D	-2.0423	293.2222	799.4000	4.60e-24	1.75e-22	down	yes
DCTPP1	-2.0410	237.8677	1034.2722	1.48e-25	6.98e-24	down	yes
WDR86	-2.0400	111.2275	465.0944	1.73e-21	4.77e-20	down	yes
CRIP1	-2.0398	62.8042	391.2389	5.19e-15	6.07e-14	down	yes
SHH	-2.0398	86.0053	303.0389	1.44e-20	3.53e-19	down	yes
RPL18A	-2.0387	4541.0952	30497.2222	1.90e-22	5.96e-21	down	yes
CCN1	-2.0383	635.9735	2904.4000	1.65e-16	2.34e-15	down	yes
ADM	-2.0382	116.6402	692.2833	1.75e-16	2.46e-15	down	yes
IGFBPL1	-2.0379	499.4815	3087.6167	1.74e-20	4.23e-19	down	yes
PFN1	-2.0376	1848.1587	10796.9056	6.12e-21	1.59e-19	down	yes
HSPE1-MOB4	-2.0365	16.8889	98.3944	2.11e-09	1.20e-08	down	yes
DES	-2.0361	28.4921	560.2278	1.66e-10	1.10e-09	down	yes
CCNG1	-2.0361	692.4021	2919.7333	4.30e-33	5.59e-31	down	yes
NPM1	-2.0355	4025.1640	18075.5889	4.26e-41	1.50e-38	down	yes
CRISPLD1	-2.0350	217.8360	1055.9111	5.35e-24	2.02e-22	down	yes
RACK1	-2.0322	4885.9524	26748.7056	1.87e-33	2.55e-31	down	yes
PPIB	-2.0311	1926.9418	8508.4778	1.94e-29	1.61e-27	down	yes
FOXB1	-2.0271	46.1746	93.7722	1.81e-16	2.54e-15	down	yes
FBLN5	-2.0268	187.8466	1052.0278	1.88e-23	6.67e-22	down	yes
CCL3L1	-2.0266	4.5397	51.0833	9.80e-06	3.23e-05	down	yes
EIF6	-2.0246	546.2857	2061.7222	1.84e-25	8.53e-24	down	yes
PTH2	-2.0222	4.2487	36.7667	6.09e-06	2.08e-05	down	yes
RPS4Y1	-2.0206	783.7778	4085.2444	2.26e-07	9.54e-07	down	yes
SCGB2A2	-2.0202	0.4815	4.6722	1.82e-03	4.00e-03	down	yes
RCOR2	-2.0199	260.2698	1144.7889	6.62e-18	1.13e-16	down	yes
EGR2	-2.0189	44.7460	816.8722	2.46e-19	5.03e-18	down	yes
SERTAD3	-2.0188	97.8624	457.4778	4.54e-26	2.28e-24	down	yes
TIFAB	-2.0188	1.4444	79.0833	1.76e-04	4.70e-04	down	yes
TSPAN2	-2.0179	60.4339	315.4222	1.45e-18	2.72e-17	down	yes
MIF	-2.0177	4450.0106	17840.9556	4.17e-19	8.37e-18	down	yes
EVX1	-2.0165	0.5608	5.3667	1.41e-03	3.17e-03	down	yes
CST6	-2.0156	2.3862	9.6833	5.24e-07	2.11e-06	down	yes
BTF3	-2.0106	2419.3069	12602.7556	1.91e-32	2.30e-30	down	yes
RPL8	-2.0105	5809.9524	32189.3333	7.48e-22	2.19e-20	down	yes
CAVIN1	-2.0080	770.2116	2867.7611	4.38e-20	1.00e-18	down	yes
VKORC1	-2.0076	517.6772	2257.4000	2.45e-28	1.74e-26	down	yes
DUSP1	-2.0075	1027.7302	7394.8833	1.34e-22	4.28e-21	down	yes
MAGED2	-2.0057	1407.1005	6526.5056	5.65e-34	8.46e-32	down	yes
PCDHB2	-2.0048	136.2063	782.5500	2.98e-30	2.77e-28	down	yes
SLITRK6	-2.0048	30.2434	146.0444	3.52e-11	2.55e-10	down	yes
COMMD6	-2.0040	834.1323	6265.5222	2.34e-21	6.34e-20	down	yes
H3C10	-2.0035	30.4074	113.3000	8.54e-15	9.77e-14	down	yes
HEPACAM2	-2.0016	3.5873	23.2000	1.26e-11	9.56e-11	down	yes
UBE2S	-2.0016	844.2804	3716.9889	4.17e-24	1.59e-22	down	yes
CKAP4	-2.0006	788.1323	2853.6778	7.80e-36	1.51e-33	down	yes
