direction	term_id	term_name	source	pvalue_adjusted	intersection_size	term_size	precision	recall	genes
down	GO:0050794	regulation of cellular process	GO:BP	2.18e-06	207	11946	0.7419	0.0173	MAGEA4,NR0B1,EEF1A2,HOXB9,PRAME,ABCC2,CPLX2,ZIC2,IGFBP1,ZNF683,MYBL2,SP9,HOXC13,GABRA5,INA,HOXC10,MNX1,NKX2-5,ZIC5,L1CAM,ICOS,BPIFA1,ITGA2B,HOXC9,ONECUT2,KLK6,NEFL,POU4F1,FGB,NRCAM,SAPCD2,GSG1L,HOXA13,VGLL1,MYRF,CBX2,LCK,DLL3,SPX,E2F1,FER1L6,SPOCK2,IGF2BP3,LHX8,LHX2,ALX1,ETV4,TEDC2,UBE2S,CYP26A1,TRIM67,SIX2,RAC3,FGL1,CD8A,TBX18,FEZF2,VGF,H3C10,PANX2,CD8B,TOP2A,ASTL,HCN2,IGF2BP1,GPR25,PRDM13,EGLN3,GRIN2D,PKMYT1,CACNG6,SLC7A5,CD96,PKP3,THEMIS,GBX2,LIN28B,HNF1B,FGF11,CD3D,CCL5,SH2D2A,ALOX12,G6PD,NPBWR1,ISL2,UBE2C,VTCN1,NMU,NCAPG,H4C5,MCM2,CCL3L1,CDCA5,OLFM4,PF4,C1QL4,DTL,HHIP,KIF2C,HOXA10,C1QL1,CDC45,CDC25C,MKI67,H3C11,RTKN2,TESC,BARX1,AURKB,HJURP,CDKN2A,EN2,UNC5D,GATA3,GRB7,HES7,CACNG4,H3C12,EPOP,CELSR3,TPX2,GABRB3,CXCR3,BIRC5,LIME1,ARHGAP9,TRIM31,GABRQ,DMRTA2,ARHGAP45,CXCR4,GZMA,CDT1,LYPD3,CTNND2,HAND1,KIF18B,TUBB4A,HOXB8,ALDH1A1,MBOAT7,HCLS1,DUSP9,ANKRD1,SERPINB3,FOXD3,ZWINT,IL1B,CD6,DLX1,OVOL1,CD2,IRX4,CCND3,RBM38,EPS8L3,CDC6,FOXM1,ZNF648,ZNF367,IQGAP3,DMTN,INCENP,PTHLH,PLEKHB1,IL1A,KLRC2,PDE4B,PLK1,H2BC11,TACC3,LMNB1,ANKRD2,PRR7,FSD1,FOXA3,SYNGR3,HELZ2,CDKN3,H4C2,PITX1,SEPTIN1,ACHE,SASH3,ESPL1,CORO1A,S100A7,TSC22D3,OASL,RAB26,ARHGDIB,IL2RB,LHX1,GATA4,ADORA2A,PRC1,H4C14,DDR1,TICRR,PBK,CCNB1,SMOC1,MYCN,CEP55,LRFN1,RUNX3
up	GO:0005126	cytokine receptor binding	GO:MF	2.56e-06	16	278	0.0889	0.0576	CCL20,IL36G,CXCL1,CCL7,CCL11,CCL2,CXCL8,CSF2,CCL24,CCL18,IL1RN,CCL13,CXCL2,CCL15-CCL14,EFNA5,CSF3
up	GO:2000145	regulation of cell motility	GO:BP	2.73e-06	30	1022	0.1714	0.0294	CCL20,F3,PARD6B,CCL7,CCL11,CCL2,CXCL8,CSF2,CCL24,MMP7,DOCK5,CCL18,EDN1,FGFBP1,CEACAM1,RAP2B,CCL13,IGF1,ANXA3,SFRP2,IL24,TBC1D24,ITGA2,RUFY3,SOD2,SEMA3A,DUOXA2,BAG4,COL3A1,CXCL17
up	GO:0030334	regulation of cell migration	GO:BP	2.78e-06	29	960	0.1657	0.0302	CCL20,F3,PARD6B,CCL7,CCL11,CCL2,CXCL8,CSF2,CCL24,MMP7,DOCK5,CCL18,EDN1,FGFBP1,CEACAM1,RAP2B,CCL13,IGF1,ANXA3,SFRP2,IL24,TBC1D24,ITGA2,RUFY3,SOD2,SEMA3A,BAG4,COL3A1,CXCL17
up	GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	GO:BP	3.85e-06	11	111	0.0629	0.0991	CCL20,CXCL1,CCL7,CCL11,CCL2,CXCL8,CCL24,MMP7,CCL18,CCL13,CXCL2
down	GO:0098813	nuclear chromosome segregation	GO:BP	5.39e-06	21	323	0.0753	0.0650	MYBL2,TOP2A,UBE2C,NCAPG,CDCA5,KIF2C,AURKB,KIF4A,TPX2,BIRC5,CDT1,KIF18B,ZWINT,CDC6,INCENP,PLK1,TACC3,SEPTIN1,ESPL1,PRC1,CCNB1
down	GO:0048285	organelle fission	GO:BP	7.56e-06	26	500	0.0932	0.0520	MYBL2,HOXA13,UBE2S,TOP2A,PKMYT1,UBE2C,NCAPG,CDCA5,KIF2C,CDC25C,MKI67,AURKB,KIF4A,TPX2,BIRC5,CDT1,KIF18B,ZWINT,IL1B,INCENP,IL1A,PLK1,SEPTIN1,ESPL1,PRC1,CCNB1
down	GO:0050789	regulation of biological process	GO:BP	8.29e-06	210	12336	0.7527	0.0170	MAGEA4,NR0B1,EEF1A2,HOXB9,PRAME,ABCC2,CPLX2,ZIC2,IGFBP1,ZNF683,MYBL2,SP9,HOXC13,GABRA5,INA,HOXC10,MNX1,NKX2-5,ZIC5,L1CAM,ICOS,BPIFA1,ITGA2B,HOXC9,ONECUT2,KLK6,NEFL,POU4F1,FGB,NRCAM,SAPCD2,GSG1L,HOXA13,VGLL1,MYRF,CBX2,LCK,DLL3,SPX,E2F1,TNNT1,FER1L6,SPOCK2,IGF2BP3,LHX8,LHX2,ALX1,ETV4,TEDC2,UBE2S,CYP26A1,TRIM67,SIX2,RAC3,FGL1,CD8A,TBX18,COCH,FEZF2,VGF,H3C10,PANX2,CD8B,TOP2A,ASTL,HCN2,IGF2BP1,GPR25,PRDM13,EGLN3,GRIN2D,PKMYT1,CACNG6,SLC7A5,CD96,PKP3,THEMIS,GBX2,LIN28B,HNF1B,FGF11,CD3D,CCL5,STRA6,SH2D2A,ALOX12,G6PD,NPBWR1,ISL2,UBE2C,VTCN1,NMU,NCAPG,H4C5,MCM2,CCL3L1,CDCA5,OLFM4,PF4,C1QL4,DTL,HHIP,KIF2C,HOXA10,C1QL1,CDC45,CDC25C,MKI67,H3C11,RTKN2,TESC,BARX1,AURKB,HJURP,CDKN2A,EN2,UNC5D,GATA3,GRB7,HES7,CACNG4,H3C12,EPOP,CELSR3,TPX2,GABRB3,CXCR3,BIRC5,LIME1,ARHGAP9,TRIM31,GABRQ,DMRTA2,ARHGAP45,CXCR4,GZMA,CDT1,LYPD3,CTNND2,HAND1,KIF18B,TUBB4A,HOXB8,ALDH1A1,MBOAT7,HCLS1,DUSP9,ANKRD1,SERPINB3,FOXD3,ZWINT,IL1B,CD6,DLX1,OVOL1,CD2,IRX4,CCND3,RBM38,EPS8L3,CDC6,FOXM1,ZNF648,ZNF367,IQGAP3,DMTN,INCENP,PTHLH,PLEKHB1,IL1A,KLRC2,PDE4B,PLK1,H2BC11,TACC3,LMNB1,ANKRD2,PRR7,FSD1,FOXA3,SYNGR3,HELZ2,CDKN3,H4C2,PITX1,SEPTIN1,ACHE,SASH3,ESPL1,CORO1A,S100A7,TSC22D3,OASL,RAB26,ARHGDIB,IL2RB,LHX1,GATA4,ADORA2A,PRC1,H4C14,DDR1,TICRR,PBK,CCNB1,SMOC1,MYCN,CEP55,LRFN1,RUNX3
down	GO:0048518	positive regulation of biological process	GO:BP	9.09e-06	129	6264	0.4624	0.0206	MAGEA4,EEF1A2,HOXB9,PRAME,ZIC2,IGFBP1,ZNF683,MYBL2,HOXC13,HOXC10,NKX2-5,L1CAM,ICOS,ITGA2B,ONECUT2,KLK6,NEFL,POU4F1,FGB,NRCAM,SAPCD2,HOXA13,VGLL1,MYRF,LCK,SPX,E2F1,FER1L6,SPOCK2,IGF2BP3,LHX2,ALX1,ETV4,TEDC2,UBE2S,TRIM67,SIX2,RAC3,CD8A,TBX18,FEZF2,PANX2,CD8B,TOP2A,ASTL,IGF2BP1,GRIN2D,SLC7A5,PKP3,THEMIS,GBX2,LIN28B,HNF1B,CD3D,CCL5,STRA6,G6PD,ISL2,UBE2C,VTCN1,NMU,NCAPG,CCL3L1,CDCA5,OLFM4,PF4,DTL,HOXA10,CDC25C,RTKN2,TESC,AURKB,CDKN2A,EN2,GATA3,GRB7,CACNG4,TPX2,CXCR3,BIRC5,LIME1,TRIM31,DMRTA2,CXCR4,GZMA,CDT1,HAND1,HCLS1,ANKRD1,SERPINB3,FOXD3,IL1B,CD6,DLX1,OVOL1,CD2,CCND3,RBM38,EPS8L3,CDC6,FOXM1,IQGAP3,DMTN,INCENP,PTHLH,IL1A,KLRC2,PDE4B,PLK1,PRR7,FOXA3,SYNGR3,HELZ2,PITX1,ACHE,SASH3,ESPL1,CORO1A,S100A7,OASL,IL2RB,LHX1,GATA4,ADORA2A,PRC1,DDR1,CCNB1,MYCN,RUNX3
down	KEGG:04110	Cell cycle	KEGG	9.48e-06	15	157	0.1000	0.0955	E2F1,PKMYT1,MCM2,CDCA5,CDC45,CDC25C,AURKB,CDKN2A,CDT1,CCND3,CDC6,PLK1,ESPL1,TICRR,CCNB1
down	GO:1990837	sequence-specific double-stranded DNA binding	GO:MF	9.59e-06	51	1547	0.1753	0.0330	HOXB9,ZIC2,ZNF683,MYBL2,SP9,HOXC13,HOXC10,MNX1,NKX2-5,ZIC5,HOXC9,ONECUT2,POU4F1,HOXA13,E2F1,LHX8,LHX2,ALX1,ETV4,SIX2,TBX18,FEZF2,GBX2,LIN28B,HNF1B,ISL2,MCM2,KIF2C,HOXA10,CDC45,BARX1,EN2,GATA3,HES7,DMRTA2,HAND1,HOXB8,FOXD3,DLX1,OVOL1,IRX4,FOXM1,ZNF648,ZNF367,LMNB1,FOXA3,PITX1,LHX1,GATA4,MYCN,RUNX3
down	REAC:R-HSA-2299718	Condensation of Prophase Chromosomes	REAC	1.00e-05	11	72	0.0608	0.1528	H2BC17,H3C10,H4C5,H3C11,H3C12,H3C14,PLK1,H2BC11,H4C2,H4C14,CCNB1
down	GO:0005654	nucleoplasm	GO:CC	1.06e-05	95	4255	0.3253	0.0223	NR0B1,HOXB9,PRAME,ZIC2,MYBL2,H2BC17,GABRA5,HOXC10,MNX1,NKX2-5,HOXC9,ONECUT2,KLK6,POU4F1,SAPCD2,HOXA13,VGLL1,MYRF,CBX2,E2F1,RECQL4,ALX1,ETV4,UBE2S,TBX18,H3C10,TOP2A,IGF2BP1,EGLN3,PKMYT1,PKP3,LIN28B,HNF1B,ASF1B,UBE2C,PTPRH,H4C5,MCM2,CDCA5,OLFM4,DTL,SLC25A10,HOXA10,CDC45,CDC25C,MKI67,H3C11,TESC,AURKB,HJURP,CDKN2A,EN2,KIF4A,GATA3,H3C12,EPOP,TPX2,BIRC5,CDT1,HAND1,KIF18B,HOXB8,ANKRD1,FOXD3,ZWINT,HEPACAM2,DLX1,CD2,CCND3,CDC6,EXO1,FOXM1,ZNF367,INCENP,PTHLH,H3C14,PLK1,H2BC11,LMNB1,ANKRD2,CMPK2,PRR7,FOXA3,HELZ2,H4C2,OASL,GATA4,CENPA,PRC1,H4C14,TICRR,STARD3,CCNB1,MYCN,RUNX3
down	GO:0048513	animal organ development	GO:BP	1.34e-05	78	3085	0.2796	0.0253	KRT81,NR0B1,HOXB9,ZIC2,HOXC13,GABRA5,INA,MNX1,NKX2-5,HOXC9,ONECUT2,NEFL,POU4F1,UGT1A9,NRCAM,SAPCD2,HOXA13,SPRR3,DLL3,E2F1,LHX8,LHX2,ALX1,ETV4,CYP26A1,SIX2,RAC3,FGL1,TBX18,FEZF2,VGF,WDR72,IGF2BP1,KRT86,PRDM13,GRIN2D,SLC7A5,PKP3,GBX2,HNF1B,STRA6,ALOX12,G6PD,KRT83,MCM2,HHIP,HOXA10,BARX1,EN2,GATA3,PLAAT1,DMRTA2,CXCR4,HAND1,HOXB8,MBOAT7,ANKRD1,SERPINB3,MYO18B,IL1B,DLX1,OVOL1,IRX4,IQGAP3,PTHLH,DDC,IL1A,TACC3,ANKRD2,SYNGR3,PITX1,ACHE,S100A7,LHX1,GATA4,DDR1,SMOC1,RUNX3
down	REAC:R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	REAC	1.39e-05	13	111	0.0718	0.1171	H2BC17,UBE2S,H3C10,UBE2C,H4C5,H3C11,CDKN2A,H3C12,H3C14,IL1A,H2BC11,H4C2,H4C14
up	GO:0019730	antimicrobial humoral response	GO:BP	1.61e-05	12	159	0.0686	0.0755	CCL20,CXCL1,CCL7,CCL11,CCL2,CXCL8,CCL24,MMP7,CCL18,CCL13,CXCL2,SPRR2A
down	GO:0048731	system development	GO:BP	1.61e-05	94	4053	0.3369	0.0232	NR0B1,HOXB9,CPLX2,ZIC2,GABRA5,INA,HOXC10,MNX1,NKX2-5,ZIC5,L1CAM,ICOS,ITGA2B,HOXC9,ONECUT2,KLK6,NEFL,POU4F1,UGT1A9,NRCAM,HOXA13,B4GALNT1,MYRF,DLL3,E2F1,SPOCK2,IGF2BP3,LHX8,LHX2,ALX1,CYP26A1,TRIM67,SIX2,RAC3,FGL1,TBX18,FEZF2,VGF,IGF2BP1,PRDM13,GRIN2D,SLC7A5,GBX2,HNF1B,FGF11,STRA6,SH2D2A,G6PD,ISL2,PF4,HHIP,HOXA10,C1QL1,BARX1,SULT4A1,EN2,UNC5D,GATA3,HES7,PLAAT1,EPOP,CELSR3,GABRB3,CXCR3,DMRTA2,CXCR4,CTNND2,HAND1,HOXB8,MBOAT7,ANKRD1,MYO18B,IL1B,DLX1,OVOL1,IRX4,EXO1,PTHLH,DDC,IL1A,TACC3,SYNGR3,PITX1,ACHE,PCDHA12,S100A7,RAB26,LHX1,GATA4,ADORA2A,DDR1,SMOC1,LRFN1,RUNX3
up	GO:0071621	granulocyte chemotaxis	GO:BP	1.90e-05	11	129	0.0629	0.0853	CXCL1,CCL7,CCL11,CCL2,CXCL8,CCL24,CCL18,EDN1,CCL13,CXCL2,CXCL17
down	GO:0010564	regulation of cell cycle process	GO:BP	1.99e-05	31	720	0.1111	0.0431	HOXA13,E2F1,PKMYT1,PKP3,UBE2C,NCAPG,CDCA5,DTL,KIF2C,CDC45,CDC25C,MKI67,AURKB,CDKN2A,TPX2,BIRC5,CDT1,ZWINT,IL1B,OVOL1,CCND3,CDC6,INCENP,IL1A,PLK1,TACC3,FSD1,ESPL1,PRC1,TICRR,CCNB1
up	GO:0044419	biological process involved in interspecies interaction between organisms	GO:BP	2.05e-05	39	1759	0.2229	0.0222	CCL20,IL36G,CXCL1,CCL7,CCL11,CCL2,CXCL8,CSF2,CCL24,TMEM33,MMP7,IER3,TNIP3,CCL18,EDN1,DNAJC3,PLA2G2A,CHIT1,CEACAM1,GKN2,CSNK1A1,CCL13,CXCL2,ANXA3,SPRR2A,MASP1,BCL10,IL24,TMEM45B,SSC5D,ITGA2,SOD2,ULBP3,POU2F3,DDX21,USP44,CSF3,FCER2,TMEM41B
down	REAC:R-HSA-69002	DNA Replication Pre-Initiation	REAC	2.27e-05	15	159	0.0829	0.0943	H2BC17,UBE2S,H3C10,UBE2C,H4C5,MCM2,CDC45,H3C11,H3C12,CDT1,CDC6,H3C14,H2BC11,H4C2,H4C14
down	GO:0003700	DNA-binding transcription factor activity	GO:MF	2.29e-05	48	1448	0.1649	0.0331	HOXB9,ZIC2,ZNF683,MYBL2,SP9,HOXC13,HOXC10,MNX1,NKX2-5,ZIC5,HOXC9,ONECUT2,POU4F1,HOXA13,MYRF,E2F1,LHX8,LHX2,ALX1,ETV4,SIX2,TBX18,FEZF2,PRDM13,GBX2,HNF1B,ISL2,HOXA10,BARX1,EN2,GATA3,HES7,DMRTA2,HAND1,HOXB8,FOXD3,DLX1,OVOL1,IRX4,FOXM1,ZNF648,ZNF367,FOXA3,PITX1,LHX1,GATA4,MYCN,RUNX3
up	REAC:R-HSA-380108	Chemokine receptors bind chemokines	REAC	2.32e-05	8	57	0.0777	0.1404	CCL20,CXCL1,CCL7,CCL11,CCL2,CXCL8,CCL13,CXCL2
down	REAC:R-HSA-68886	M Phase	REAC	2.34e-05	24	407	0.1326	0.0590	H2BC17,UBE2S,H3C10,UBE2C,NCAPG,H4C5,CDCA5,KIF2C,H3C11,AURKB,H3C12,BIRC5,TUBB4A,ZWINT,INCENP,H3C14,PLK1,H2BC11,LMNB1,H4C2,ESPL1,CENPA,H4C14,CCNB1
down	GO:0000775	chromosome, centromeric region	GO:CC	2.47e-05	17	263	0.0582	0.0646	TOP2A,NCAPG,H4C5,CDCA5,KIF2C,AURKB,HJURP,BIRC5,CDT1,ZWINT,INCENP,PLK1,H2BC11,H4C2,CENPA,H4C14,CCNB1
down	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	GO:MF	2.53e-05	46	1360	0.1581	0.0338	HOXB9,ZIC2,MYBL2,SP9,HOXC13,HOXC10,MNX1,NKX2-5,ZIC5,HOXC9,ONECUT2,POU4F1,HOXA13,MYRF,E2F1,LHX8,LHX2,ALX1,ETV4,SIX2,TBX18,FEZF2,GBX2,HNF1B,ISL2,HOXA10,BARX1,EN2,GATA3,HES7,DMRTA2,HAND1,HOXB8,FOXD3,DLX1,OVOL1,IRX4,FOXM1,ZNF648,ZNF367,FOXA3,PITX1,LHX1,GATA4,MYCN,RUNX3
down	GO:0051783	regulation of nuclear division	GO:BP	2.70e-05	14	149	0.0502	0.0940	HOXA13,PKMYT1,UBE2C,CDC25C,MKI67,AURKB,BIRC5,ZWINT,IL1B,INCENP,IL1A,PLK1,ESPL1,CCNB1
down	GO:0044770	cell cycle phase transition	GO:BP	2.71e-05	26	532	0.0932	0.0489	E2F1,UBE2S,PKMYT1,PKP3,UBE2C,CDCA5,DTL,CDC45,CDC25C,AURKB,CDKN2A,BIRC5,CDT1,ZWINT,OVOL1,CCND3,CDC6,FOXM1,IQGAP3,INCENP,PLK1,TACC3,CDKN3,ESPL1,TICRR,CCNB1
up	GO:0009605	response to external stimulus	GO:BP	2.77e-05	47	2415	0.2686	0.0195	CCL20,IL36G,CXCL1,F3,CCL7,CCL11,CCL2,RETN,CXCL8,CSF2,CCL24,TMEM33,MMP7,IER3,TNIP3,CCL18,EDN1,DNAJC3,PLA2G2A,CHIT1,CEACAM1,GKN2,CSNK1A1,CCL13,IGF1,CXCL2,CCL15-CCL14,ANXA3,SPRR2A,EFNA5,MASP1,BCL10,IL24,TMEM45B,SSC5D,ITGA2,SOD2,ULBP3,RAB38,DDX21,USP44,PPP1CB,GLRA1,CSF3,SEMA3A,DUOXA2,CXCL17
up	KEGG:04657	IL-17 signaling pathway	KEGG	3.14e-05	9	92	0.1034	0.0978	CCL20,CXCL1,CCL7,CCL11,CCL2,CXCL8,CSF2,CXCL2,CSF3
down	GO:0007059	chromosome segregation	GO:BP	3.29e-05	23	427	0.0824	0.0539	MYBL2,TOP2A,UBE2C,NCAPG,CDCA5,KIF2C,MKI67,AURKB,HJURP,KIF4A,TPX2,BIRC5,CDT1,KIF18B,ZWINT,CDC6,INCENP,PLK1,TACC3,SEPTIN1,ESPL1,PRC1,CCNB1
down	GO:0043565	sequence-specific DNA binding	GO:MF	3.38e-05	52	1657	0.1787	0.0314	HOXB9,ZIC2,ZNF683,MYBL2,SP9,HOXC13,HOXC10,MNX1,NKX2-5,ZIC5,HOXC9,ONECUT2,POU4F1,HOXA13,MYRF,E2F1,LHX8,LHX2,ALX1,ETV4,SIX2,TBX18,FEZF2,GBX2,LIN28B,HNF1B,ISL2,MCM2,KIF2C,HOXA10,CDC45,BARX1,EN2,GATA3,HES7,DMRTA2,HAND1,HOXB8,FOXD3,DLX1,OVOL1,IRX4,FOXM1,ZNF648,ZNF367,LMNB1,FOXA3,PITX1,LHX1,GATA4,MYCN,RUNX3
down	GO:0051726	regulation of cell cycle	GO:BP	3.39e-05	39	1087	0.1398	0.0359	MAGEA4,HOXC9,POU4F1,HOXA13,E2F1,PKMYT1,PKP3,UBE2C,NCAPG,CDCA5,DTL,KIF2C,CDC45,CDC25C,MKI67,AURKB,CDKN2A,GATA3,TPX2,BIRC5,CDT1,ZWINT,IL1B,OVOL1,CCND3,RBM38,CDC6,FOXM1,INCENP,IL1A,PLK1,TACC3,FSD1,CDKN3,ESPL1,PRC1,TICRR,CCNB1,RUNX3
down	GO:0006357	regulation of transcription by RNA polymerase II	GO:BP	3.40e-05	68	2578	0.2437	0.0264	MAGEA4,NR0B1,HOXB9,ZIC2,ZNF683,MYBL2,SP9,HOXC13,HOXC10,MNX1,NKX2-5,ZIC5,HOXC9,ONECUT2,POU4F1,HOXA13,VGLL1,MYRF,CBX2,E2F1,LHX8,LHX2,ALX1,ETV4,SIX2,TBX18,FEZF2,TOP2A,PRDM13,GBX2,HNF1B,ISL2,PF4,HOXA10,BARX1,AURKB,CDKN2A,EN2,GATA3,HES7,EPOP,CXCR3,LIME1,DMRTA2,HAND1,HOXB8,HCLS1,ANKRD1,FOXD3,IL1B,DLX1,OVOL1,IRX4,CCND3,FOXM1,ZNF648,ZNF367,IL1A,PLK1,ANKRD2,FOXA3,HELZ2,PITX1,TSC22D3,LHX1,GATA4,MYCN,RUNX3
down	REAC:R-HSA-156711	Polo-like kinase mediated events	REAC	3.63e-05	6	15	0.0331	0.4000	MYBL2,PKMYT1,CDC25C,FOXM1,PLK1,CCNB1
up	GO:0098772	molecular function regulator activity	GO:MF	3.67e-05	45	2195	0.2500	0.0205	CCL20,IL36G,CXCL1,CCL7,ANKRD36C,MRAP,CCL11,CCL2,RETN,CXCL8,APOC1,PPP1R14C,CSF2,CCL24,SLN,SAR1A,DOCK5,CCL18,IL1RN,EDN1,SCGB3A1,DNAJC3,RAP2B,CCL13,IGF1,CXCL2,PLN,CCL15-CCL14,ANXA3,APOC2,EFNA5,SFRP2,BCL10,IL24,TBC1D24,SPINK1,DDX21,CST2,LILRB4,CSF3,SEMA3A,TOR1AIP2,BAG4,GRPEL1,CHP1
down	REAC:R-HSA-68867	Assembly of the pre-replicative complex	REAC	3.70e-05	14	142	0.0773	0.0986	H2BC17,UBE2S,H3C10,UBE2C,H4C5,MCM2,H3C11,H3C12,CDT1,CDC6,H3C14,H2BC11,H4C2,H4C14
up	GO:0070887	cellular response to chemical stimulus	GO:BP	3.72e-05	44	2192	0.2514	0.0201	GPR22,CCL20,IL36G,CXCL1,CCL7,CCL11,CCL2,CXCL8,DDAH1,CSF2,CCL24,EIF4E,TNIP3,CCL18,UGCG,EDN1,STRN3,CEACAM1,SOX4,CSNK1A1,VSNL1,CCL13,IGF1,CXCL2,MGST1,CCL15-CCL14,ACER1,EFNA5,EIF2S1,BCL10,IL24,TBC1D24,ITGA2,CLIC2,SPINK1,SOD2,ERO1A,GLRA1,CSF3,COL1A2,SULT2A1,LMO3,COL3A1,CXCL17
down	GO:0005515	protein binding	GO:MF	3.84e-05	254	15123	0.8729	0.0168	MAGEA4,KRT81,AKR1B10,NR0B1,EEF1A2,HOXB9,PRAME,ABCC2,CPLX2,IGFBP1,ZNF683,MYBL2,H2BC17,HOXC13,MUC13,GABRA5,INA,HOXC10,CA9,MYEOV,NAT8L,NKX2-5,MUC5AC,MSMB,L1CAM,ICOS,ALDH3A1,BPIFA1,ITGA2B,ITLN2,HOXC9,KLK6,NEFL,POU4F1,FGB,UGT1A9,NRCAM,TCN1,SLCO1B3,SAPCD2,GSG1L,TM4SF4,VGLL1,PTPRCAP,MYRF,CBX2,SPRR3,LCK,DLL3,SPX,E2F1,TNNT1,UPK1B,SPOCK2,IGF2BP3,LHX8,LHX2,RECQL4,ALX1,ETV4,TEDC2,UBE2S,TRIM67,FAM131C,SIX2,RAC3,FGL1,CD8A,TBX18,COCH,CYP4F11,VGF,H3C10,CD8B,WDR72,TOP2A,ASTL,HCN2,IGF2BP1,GPR25,KRT86,PRDM13,EGLN3,ARL14,GRIN2D,PKMYT1,KRTAP2-3,MGAT5B,DIPK1B,SLC7A5,PKP3,PPP2R2C,THEMIS,GBX2,LIN28B,HNF1B,FGF11,ASF1B,CD3D,HHIPL2,CCL5,ALPP,STRA6,SH2D2A,ANKRD30A,ALOX12,HGD,G6PD,CLDN9,NPBWR1,ISL2,UBE2C,VTCN1,NMU,SYT13,KRT83,PTPRH,NCAPG,H4C5,MCM2,CCL3L1,CDCA5,OLFM4,PF4,C1QL4,DTL,HHIP,KIF2C,SLC25A10,HOXA10,C1QL1,CDC45,CDC25C,MKI67,H3C11,TESC,SULT4A1,AURKB,HJURP,CDKN2A,KIF4A,UNC5D,GATA3,GRB7,HES7,CACNG4,PLAAT1,H3C12,CELSR3,TK1,TPX2,GABRB3,CXCR3,BIRC5,TROAP,LIME1,ARHGAP9,TRIM31,HROB,GABRQ,DMRTA2,ARHGAP45,CXCR4,GZMA,CDT1,LYPD3,CTNND2,HAND1,KIF18B,TUBB4A,ALDH1A1,MBOAT7,HCLS1,DUSP9,ANKRD1,SERPINB3,FOXD3,MYO18B,ZWINT,PODXL2,IL1B,SPTSSB,HBQ1,CD6,HEPACAM2,DLX1,OVOL1,CD2,IRX4,CCND3,RBM38,EPS8L3,CDC6,ADH7,EXO1,FOXM1,ZNF648,IQGAP3,DMTN,INCENP,PTHLH,PLEKHB1,DDC,H3C14,IL1A,KLRC2,PDE4B,PLK1,H2BC11,TACC3,LMNB1,ANKRD2,PRR7,FSD1,FOXA3,SYNGR3,HELZ2,CDKN3,H4C2,PITX1,SEPTIN1,ACHE,CA4,KIF12,SASH3,ESPL1,CORO1A,S100A7,TSC22D3,OASL,RAB26,ARHGDIB,IL2RB,ATP6V0A4,PNLIPRP3,LHX1,GATA4,HMMR,SYTL5,CENPA,WFDC5,ADORA2A,PRC1,H4C14,DDR1,TICRR,STARD3,PBK,CCNB1,SMOC1,MYCN,CEP55,LRFN1,RUNX3
down	REAC:R-HSA-9645723	Diseases of programmed cell death	REAC	5.10e-05	12	103	0.0663	0.1165	H2BC17,H3C10,H4C5,CDC25C,H3C11,CDKN2A,H3C12,H3C14,H2BC11,LMNB1,H4C2,H4C14
down	GO:0051983	regulation of chromosome segregation	GO:BP	5.13e-05	13	132	0.0466	0.0985	UBE2C,NCAPG,KIF2C,MKI67,AURKB,BIRC5,ZWINT,CDC6,INCENP,PLK1,TACC3,ESPL1,CCNB1
down	REAC:R-HSA-2559583	Cellular Senescence	REAC	5.30e-05	16	194	0.0884	0.0825	H2BC17,CBX2,E2F1,UBE2S,H3C10,UBE2C,H4C5,H3C11,CDKN2A,H3C12,H3C14,IL1A,H2BC11,LMNB1,H4C2,H4C14
down	GO:0048523	negative regulation of cellular process	GO:BP	5.53e-05	117	5629	0.4194	0.0208	MAGEA4,NR0B1,PRAME,ABCC2,ZIC2,IGFBP1,ZNF683,HOXC10,MNX1,NKX2-5,BPIFA1,HOXC9,ONECUT2,NEFL,POU4F1,FGB,SAPCD2,CBX2,LCK,DLL3,E2F1,SPOCK2,IGF2BP3,LHX2,ALX1,CYP26A1,TRIM67,SIX2,FGL1,TBX18,FEZF2,ASTL,IGF2BP1,PRDM13,PKMYT1,SLC7A5,CD96,PKP3,LIN28B,HNF1B,CCL5,ALOX12,G6PD,ISL2,VTCN1,H4C5,CCL3L1,PF4,C1QL4,DTL,HHIP,CDC45,RTKN2,TESC,BARX1,AURKB,CDKN2A,EN2,GATA3,GRB7,HES7,TPX2,CXCR3,BIRC5,LIME1,TRIM31,GZMA,CDT1,LYPD3,HAND1,TUBB4A,HOXB8,ALDH1A1,HCLS1,DUSP9,ANKRD1,SERPINB3,FOXD3,ZWINT,IL1B,DLX1,OVOL1,IRX4,CCND3,RBM38,CDC6,FOXM1,IQGAP3,DMTN,INCENP,PTHLH,IL1A,PDE4B,PLK1,H2BC11,LMNB1,ANKRD2,HELZ2,CDKN3,H4C2,PITX1,ACHE,ESPL1,CORO1A,TSC22D3,ARHGDIB,IL2RB,LHX1,GATA4,ADORA2A,H4C14,DDR1,TICRR,PBK,CCNB1,MYCN,RUNX3
